,Stocks INTC_loss,Stocks INTC_val_loss
0,0.0006557589781900438,0.15681515060938322
1,0.002772536137714409,0.16423254517408517
2,0.001834173933065568,0.17342233887085548
3,0.0012266978043883753,0.16167501761363104
4,0.0010342967065158659,0.1457379712508275
5,0.0012121227695248448,0.13723329626596892
6,0.0012243716046214104,0.133303144803414
7,0.001075053215922358,0.12750322085160476
8,0.000950540890558981,0.11904192429322463
9,0.0009105027789841048,0.1108292226607983
10,0.0008899497457045632,0.1040623990389017
11,0.0008311538863031623,0.09757000207901001
12,0.0007559305634528685,0.09048086634049049
13,0.0006977948181044597,0.08325552481871384
14,0.00065122883377346,0.07640626911933605
15,0.0005983078702299211,0.06978714809967922
16,0.0005401651589916303,0.06316129175516275
17,0.00048684388457331806,0.05664968834473537
18,0.0004377212216450761,0.0504174937422459
19,0.0003884387882023405,0.044464678718493536
20,0.0003401810664889546,0.0387726563673753
21,0.0002952509720881398,0.03340585701740705
22,0.00025413737771137117,0.028455526782916143
23,0.00021478281464973965,0.02391616255044937
24,0.00017926539350390577,0.019812097343114708
25,0.00014784919879345509,0.01618278341797682
26,0.0001197539876067402,0.013017338342391528
27,9.574633398957443e-05,0.010315487447839517
28,7.552057874048702e-05,0.008059419834843049
29,5.880671128229901e-05,0.006215074457801306
30,4.553763035521395e-05,0.004745106427715375
31,3.5156577653721725e-05,0.003599214510848889
32,2.7391500365271124e-05,0.002728940059359257
33,2.1748385524216035e-05,0.0020839468970035133
34,1.7779169061563713e-05,0.0016165294039707917
35,1.5113752222252795e-05,0.0012852779159752221
36,1.3371788694572528e-05,0.0010545271215960383
37,1.2281344564913665e-05,0.0008961546789998045
38,1.1616906284381492e-05,0.0007887469658341545
39,1.1213629687307939e-05,0.0007160592716760361
40,1.0969127708029611e-05,0.0006671236433948462
41,1.0808752099714744e-05,0.0006340797453259046
42,1.0692054484724604e-05,0.0006116305191356402
43,1.05956299963649e-05,0.0005962681204367143
44,1.0507075155776245e-05,0.0005856184467959863
45,1.042116085815136e-05,0.0005780769682202775
46,1.0335703056905633e-05,0.0005725702727571703
47,1.0250285973038095e-05,0.0005683790838632446
48,1.0165018675951824e-05,0.0005649945098691835
49,1.0080190874689903e-05,0.0005621105217589781
50,9.996021197786411e-06,0.000559511563131729
51,9.91283349531631e-06,0.0005570506909862161
52,9.83095063789873e-06,0.0005546851898543537
53,9.750135037533115e-06,0.0005523375719069288
54,9.670817899649801e-06,0.0005500257606259906
55,9.592588727313201e-06,0.0005477164209318849
56,9.515953934169374e-06,0.0005454343761532352
57,9.440511243715613e-06,0.0005431724622702369
58,9.36652682307445e-06,0.0005409459699876606
59,9.293866696680197e-06,0.0005387534441139835
60,9.222630908950054e-06,0.0005366083037538024
61,9.152694824129307e-06,0.0005345071057000986
62,9.08410751995129e-06,0.0005324568348721816
63,9.017068560541911e-06,0.0005304544868592459
64,8.95116384596734e-06,0.0005285084480419755
65,8.886826085822227e-06,0.0005266112006770876
66,8.823790442245529e-06,0.0005247660133486184
67,8.762221568758832e-06,0.0005229734994757634
68,8.701954077248676e-06,0.0005212299113806624
69,8.643109770043968e-06,0.0005195384728722274
70,8.585603329545567e-06,0.0005178958616362741
71,8.529519758527525e-06,0.000516303600027011
72,8.47476474938538e-06,0.0005147602104653532
73,8.4213604098365e-06,0.0005132637452334166
74,8.36929575598333e-06,0.0005118153102767582
75,8.318529125972418e-06,0.0005104128907148081
76,8.269122190540656e-06,0.0005090568268385071
77,8.221030979117271e-06,0.000507744570943312
78,8.174216768216305e-06,0.000506478943862021
79,8.128643737738737e-06,0.000505257174014472
80,8.084385241930319e-06,0.0005040772509976075
81,8.041365477905716e-06,0.0005029409792489157
82,7.99955296315602e-06,0.0005018453901776901
83,7.958934684910882e-06,0.000500790927057656
84,7.919587110686385e-06,0.0004997735959477723
85,7.881324003952053e-06,0.000498799544472534
86,7.844248207570323e-06,0.0004978596071641033
87,7.808337631314107e-06,0.0004969582839224201
88,7.773498194952621e-06,0.0004960944329818281
89,7.73978567499748e-06,0.0004952640738338232
90,7.707152480389386e-06,0.0004944704526748795
91,7.67555589985792e-06,0.0004937090113973961
92,7.645017481431401e-06,0.0004929810484799629
93,7.615476778692727e-06,0.0004922845669520589
94,7.586934386311511e-06,0.0004916186936987707
95,7.559353819557985e-06,0.0004909834287200982
96,7.532710784429442e-06,0.0004903769138484047
97,7.507022211519563e-06,0.000489798947595633
98,7.482214449247784e-06,0.0004892488538574141
99,7.458301349918027e-06,0.0004887245864105913
100,7.435261260560275e-06,0.0004882258945144713
101,7.413052501830792e-06,0.0004877536602389927
102,7.391630053741839e-06,0.00048730324040381954
103,7.3710575984128245e-06,0.00048687822149636655
104,7.35120126521976e-06,0.00048647452450285736
105,7.332152545831587e-06,0.00048609237329891097
106,7.313822152354987e-06,0.00048573154848642077
107,7.296197072019612e-06,0.00048538939042303426
108,7.279299814819331e-06,0.00048506824084772513
