,Ventana grande_v13_loss,Ventana grande_v13_val_loss
0,0.00014457348127249316,0.02865460020426697
1,0.0006921962074526068,0.06414544312916334
2,0.0017768281278919074,0.09742209805374585
3,0.001740055996063222,0.06353064130051332
4,0.001987262665343456,0.0760383566895735
5,0.002040402558856234,0.11023366104051904
6,0.0012039485326779543,0.08601035495984902
7,0.0006786760205945202,0.03144762484194005
8,0.0002966152777347002,0.004309037664127581
9,3.349285608136742e-05,0.002520131532699593
10,5.8275775579418295e-05,0.001391778618675991
11,1.6315965559807163e-05,0.001461203786481208
12,3.0439960018191195e-05,0.0012141799292011747
13,3.360032311192034e-05,0.001195845693729601
14,4.1915559276066954e-05,0.002226171161735304
15,7.391491445326207e-05,0.0018586929146091914
16,0.00010568063999183055,0.005018064499046039
17,0.00010586609078705057,0.0024017718873773383
18,0.00010150590470988696,0.0062441880231524265
19,0.00016512311141766113,0.0114128907183999
20,0.00018481509185655766,0.001341162179370673
21,8.275934157080884e-05,0.011317007343094904
22,0.00023436307166020294,0.0018876630324617173
23,1.2047774112892486e-05,0.0008168221938478064
24,1.0549561298347672e-05,0.0007330093575750017
25,1.0683138239057124e-05,0.0007616956441355778
26,1.0310704013786546e-05,0.0007359382947364334
27,1.1827471539413333e-05,0.0007795667958454889
28,1.0792491269165247e-05,0.0007980674521057207
29,1.570681048626359e-05,0.0008393241470064787
30,1.418358891593253e-05,0.0011442968784605414
31,2.9508474914324595e-05,0.0009257655943409332
32,2.5316291744225227e-05,0.0025134064817746867
33,6.817425405637468e-05,0.0008716889096478236
34,3.4029904081950975e-05,0.004501614733192238
