,Stocks INTC_loss,Stocks INTC_val_loss
0,0.008634577521347794,0.14696679820959596
1,0.004740069572139403,0.10765772663998878
2,0.006928056521319795,0.09582783555847475
3,0.007515633350302433,0.09750341820990903
4,0.006664272692140149,0.10149114313481868
5,0.005762268649949424,0.10133555223201883
6,0.005112343914699794,0.09594263992775445
7,0.004681079581529759,0.08775589589414926
8,0.00445267458810289,0.0797198192141522
9,0.004312898089905837,0.0733156873919498
10,0.0041176621780741485,0.06837725999026463
11,0.0038290259845811746,0.06393742732618046
12,0.003494958002548451,0.059169428615734494
13,0.00317029954180464,0.0539009519692125
14,0.002877977521469196,0.04843837159803544
15,0.0026141632583805883,0.04317146522560339
16,0.002359962489605806,0.03826895073570054
17,0.0021025977771857688,0.03366757895069561
18,0.001844870557489366,0.029263174910654968
19,0.001598169731415123,0.02503679183194007
20,0.0013696127985978778,0.021065439129697865
21,0.0011612236374004305,0.01744976858126706
22,0.0009702467837975757,0.01422614248833437
23,0.0007964395610187417,0.011387436383071986
24,0.0006417897683782396,0.008921821355477146
25,0.0005087707520880062,0.006834976621314712
26,0.00039715074262335553,0.005124410250406155
27,0.0003052742361631673,0.003764087644716104
28,0.00023157274432148486,0.002713848504869417
29,0.00017451657077308274,0.0019309869753303885
30,0.00013192339088425212,0.0013714908172601256
31,0.00010128508271092828,0.0009894185959115282
32,8.005597844422827e-05,0.0007412750166894376
33,6.594641902550906e-05,0.0005889105491457913
34,5.700099845644322e-05,0.0005017012450041186
35,5.160512972352812e-05,0.00045611024245448495
36,4.8497424547255424e-05,0.0004351660314861728
37,4.679602661990325e-05,0.0004275907299363579
38,4.591257319766921e-05,0.00042645560661812537
39,4.547262196656552e-05,0.0004278290816101021
40,4.525688576716769e-05,0.0004297311049109946
41,4.51469531563116e-05,0.0004313329820810207
42,4.50840011528752e-05,0.0004323999883858594
43,4.504054072901778e-05,0.00043297339774047333
44,4.500492951623967e-05,0.0004331881993974762
45,4.497305170603461e-05,0.00043318009950038604
46,4.494352101939784e-05,0.0004330548633762432
47,4.4915532459432644e-05,0.0004328873296851699
48,4.488851942139378e-05,0.00043272235445496253
