,Ventana extra grande_v90_loss,Ventana extra grande_v90_val_loss
0,0.00019704268502047334,0.020002933834413334
1,0.0011554522024377028,0.090365352774305
2,0.001108691656067354,0.09620641145323004
3,0.0079242320054809,0.13714354911020823
4,0.0015792396240742943,0.0901449341326952
5,0.0009127925016108358,0.03497663153601544
6,0.0002765265299850788,0.004134122232374336
7,6.824084751347723e-05,0.00432497137392472
8,7.03026508810061e-05,0.004395473349307265
9,0.00022621571455922712,0.016446874011307955
10,0.0002483605787477115,0.004395869348497529
11,0.00011396855805096655,0.00767260932895754
12,0.00017452275817017186,0.004809892794582993
13,0.00017692593838449153,0.01423671459113913
14,0.000194571086674549,0.0033529896796348374
15,2.9492801295763877e-05,0.003978478248297636
16,4.837268941442525e-05,0.0035808098868333866
17,5.82078697561883e-05,0.003959422652509862
18,4.927614319935206e-05,0.003957173138457749
19,6.794415014001385e-05,0.0038195125567394178
20,4.542571385687414e-05,0.003748460888995656
21,6.288269477140927e-05,0.0035796615993604064
22,4.1139735799460606e-05,0.003497506259009242
23,5.705718370104965e-05,0.0033629606727377643
24,3.7648403258293073e-05,0.003295830426005913
25,5.243076929519118e-05,0.0031830396494894686
26,3.5340011523515056e-05,0.003167041510875736
27,4.949935961410087e-05,0.003040040232008323
28,3.368726276851776e-05,0.0030759205235101816
29,4.7509990206354556e-05,0.0029222556123776095
30,3.247962922665286e-05,0.0030093242489134093
31,4.611716116035122e-05,0.0028222260921860914
32,3.154720692474403e-05,0.0029573419513846083
33,4.508578053880845e-05,0.0027356174895040958
34,3.076389978787627e-05,0.002912647573144308
35,4.4229494241701926e-05,0.0026584085072889657
36,3.0062642632420834e-05,0.0028713722796445446
37,4.345592707544199e-05,0.0025887433792896835
38,2.942295771443274e-05,0.002832362153899989
39,4.273647952045069e-05,0.002525410007884992
40,2.8836278111375536e-05,0.002795208220569683
41,4.2060539238925844e-05,0.0024673844662694527
42,2.8298351385609116e-05,0.002759930586242782
43,4.143992376067932e-05,0.002414353096225698
44,2.7812138922809838e-05,0.0027265860283348176
45,4.0871245228605145e-05,0.0023654940222123905
46,2.7380006474889535e-05,0.002695585800600903
47,4.036956149227373e-05,0.002320453308389655
48,2.7001062518675463e-05,0.0026670136555497137
49,3.9936671983907346e-05,0.00227879304605137
50,2.6669312038636e-05,0.002640554872674069
51,3.956591119650251e-05,0.0022405585332307965
52,2.6340587848799097e-05,0.0026128968955682857
53,3.9168564007192277e-05,0.0022038950638878824
54,2.611849126310517e-05,0.0025919795485346447
55,3.896287485360972e-05,0.0021704778815287034
56,2.5918193496415093e-05,0.002571611332574061
57,3.877474267710568e-05,0.002139049212148945
58,2.5738485558487616e-05,0.0025518351051557276
59,3.860090078891939e-05,0.0021093334071338177
60,2.557436810946001e-05,0.0025325139701765564
61,3.8441158349452765e-05,0.0020812129597678514
62,2.542336927367574e-05,0.0025132443572926733
63,3.828616442851691e-05,0.002054578861654071
64,2.528938541893463e-05,0.002494377874037517
65,3.8147197720154023e-05,0.0020292041237033637
66,2.518241956003412e-05,0.002476612783669095
67,3.804245697023946e-05,0.0020051447105028535
68,2.5097534937401633e-05,0.00245964976992192
69,3.796076025709892e-05,0.0019823221789140788
70,2.5036094777521255e-05,0.002443481918557414
71,3.790764641260174e-05,0.001960574771926206
72,2.499504651914159e-05,0.0024280269156276646
73,3.7879125719492936e-05,0.0019398470488210609
74,2.4973970223385322e-05,0.0024132729491351972
75,3.787532218828866e-05,0.0019200104579795152
76,2.4968930173484084e-05,0.0023990747078122304
77,3.78876453380274e-05,0.0019010596900313561
78,2.4980060335545928e-05,0.002385235657649381
79,3.791429101442288e-05,0.001882884742891682
80,2.5005368297367374e-05,0.0023717982860814247
81,3.795576823506508e-05,0.0018654571343047013
82,2.5044814596800586e-05,0.0023588204141040997
83,3.801061203846855e-05,0.0018487101624486968
84,2.5096231157206716e-05,0.0023460866276374353
85,3.8075912604946484e-05,0.001832614841987379
86,2.5160049975373306e-05,0.002333656310968633
87,3.815225617285835e-05,0.0018171329990894134
88,2.523550170937686e-05,0.002321525938376518
89,3.823914540289154e-05,0.0018022322661376425
90,2.5322266607373323e-05,0.0023096852944166
91,3.833584804218455e-05,0.0017878892145485484
92,2.542079966819496e-05,0.0022981606057978104
93,3.8443307685400085e-05,0.0017740978718003525
94,2.5529881015578277e-05,0.0022869271592104007
95,3.8560441347661776e-05,0.001760806085907721
96,2.564938295941082e-05,0.002276004067555602
97,3.8689888177551825e-05,0.0017479588984445269
98,2.578010934430251e-05,0.0022655447121776107
99,3.8828434518174095e-05,0.0017356764895209511
100,2.591843836745917e-05,0.0022551483208579676
101,3.897141596098663e-05,0.0017238017088467522
102,2.606498920394123e-05,0.002245090764647882
103,3.912217996214297e-05,0.0017123608434173679
104,2.621884712539213e-05,0.0022352660723429707
105,3.9280220793865995e-05,0.001701329225657641
106,2.6380267735857744e-05,0.002225793869001791
107,3.944347591706381e-05,0.0016906319194406802
108,2.6550313240899675e-05,0.0022167131870186756
109,3.962219560500151e-05,0.001680522593752747
110,2.6726987021520798e-05,0.002207886427640915
111,3.980323426081408e-05,0.0016706562642606773
112,2.690821672095873e-05,0.00219939011315416
113,3.9992262277418634e-05,0.001661201342358254
114,2.710139858257727e-05,0.002191275283361652
115,4.01814696532808e-05,0.0016520257216013437
116,2.729369267992102e-05,0.0021831292002129237
117,4.0384126795142296e-05,0.0016427054735166685
118,2.7501590762670147e-05,0.0021744917654099743
119,4.052220812005609e-05,0.0016258299354896216
120,2.803083849605465e-05,0.002153669072348358
121,3.9959868010847845e-05,0.0015674823080189526
122,3.0866965866087935e-05,0.001979043844455321
123,3.657357714510161e-05,0.0016176601846901967
124,4.2464434002909e-05,0.0016325805668852159
125,3.5540802059585985e-05,0.0016267853768243054
126,5.239811884142195e-05,0.0019178045726481027
127,5.929659636600653e-05,0.0014819041971350089
128,2.9939200357733042e-05,0.0015081132649876444
129,4.032460149971939e-05,0.001831076852145738
130,6.691494800341908e-05,0.002532548570473279
131,6.270057563995124e-05,0.0016880348890221544
132,5.849203803214615e-05,0.0017526406736578792
133,5.0599261344684366e-05,0.0016463572142778762
134,5.984050227222529e-05,0.0020762982562051286
135,5.8525100945822874e-05,0.0015804797585587949
136,5.814707003334466e-05,0.00196355653835261
137,6.997623392887167e-05,0.0015553199814998411
