,Ventana chica_v1_loss,Ventana chica_v1_val_loss
0,0.001772723707103291,0.01711124027597493
1,0.014366564034022016,0.06836071815984003
2,0.0014474228465855925,0.011416295393445026
3,0.0011889404163732723,0.0014062463359414846
4,0.00027414650882204,0.0010025741936553311
5,0.0002460512741118763,0.0007873089935887476
6,0.00012914488437437292,0.0009714584749448916
7,0.00012270008701045508,0.0006822514877622498
8,0.00012587292021242635,0.0007301051257948937
9,6.78228566822137e-05,0.0006606008458732702
10,6.826868722141593e-05,0.0007030392418904551
11,6.701752554755926e-05,0.0006789918748083813
12,7.384588299448964e-05,0.0006716326227004843
13,7.591227535577156e-05,0.0006781547897677312
14,7.946457705571878e-05,0.0006874517682169018
15,8.555877292231428e-05,0.0006999522099678201
16,9.442946504886938e-05,0.0007186742103390995
17,0.00010798226417169618,0.0007438565037031283
18,0.00012842713939587136,0.0007750935873937333
19,0.00015890650456836582,0.000807274711029283
