,Ventana chica_v0_loss,Ventana chica_v0_val_loss
0,0.000535857970324903,0.14047110745729494
1,0.004239735272082824,0.16286053760977817
2,0.0014312926225500647,0.12353262810175084
3,0.0013652320546896604,0.09917317577137434
4,0.0011262467042893489,0.07305478874193735
5,0.0008931550630489609,0.04790669956729432
6,0.0006608905529473237,0.0261976979980784
7,0.00043431444351911574,0.010845323701289074
8,0.0002425673684935518,0.003234908036687527
9,0.00010874007707082282,0.0012426950857197204
10,3.772952568246829e-05,0.0011686410318121068
11,1.3104765135413942e-05,0.0012322124055286576
12,7.667067943995698e-06,0.0012529347727386942
13,6.572532815795989e-06,0.0012687838978849906
14,6.244213844931723e-06,0.0012819186028108494
15,6.095974305793796e-06,0.0012906875994348945
16,6.021393582077621e-06,0.0012964096102163133
17,5.981926700274542e-06,0.0013002137091176291
18,5.959673144802351e-06,0.0013027383728445438
19,5.946407530608449e-06,0.0013044434765542372
20,5.9381017823503225e-06,0.0013056690128777978
