,Ventana chica_v4_loss,Ventana chica_v4_val_loss
0,0.00011220844904871056,0.035973771108099475
1,0.0010624198931039328,0.07028313901705238
2,0.0019749712654792114,0.041851125800838836
3,0.0025887380147145856,0.09549498171187364
4,0.001368915318758317,0.05573113047732757
5,0.0004891097866855551,0.0013075872937826295
6,0.00011566393684757793,0.0059674812521104915
7,0.0003761031591287192,0.03812242764979601
8,0.000477318083605918,0.0009415889866291904
9,8.019136953078197e-05,0.011473051256661374
10,0.00042725144055950936,0.043563766369166285
11,0.0005618678819063931,0.004878809675574303
12,0.00011218283963749627,0.01598141004461258
13,0.0003990368803488968,0.03828214714303613
14,0.0005072928161186262,0.0038070190572538055
15,0.00011584276213520994,0.014316933303444575
16,0.00023551385277901339,0.01929283502081839
17,0.0003452128090992444,0.0015039834453581045
18,4.889194809473575e-05,0.010678201035121813
