,Stocks IBM_loss,Stocks IBM_val_loss
0,0.001057047259166196,0.1897351617409178
1,0.0028485845936046653,0.19714496475605925
2,0.0018877101425189247,0.196169444228992
3,0.0013985673546760289,0.1779966060041396
4,0.0014779692965998384,0.1647081183007926
5,0.0015431327652955843,0.15834846107427739
6,0.001374966324468659,0.15051185752242063
7,0.0012344000370372549,0.1399676403230872
8,0.0011912801222152207,0.13028581415818744
9,0.0011405233040736788,0.12185074512130958
10,0.0010482419057545244,0.11306307310900413
11,0.0009650208584171497,0.10393200192816002
12,0.0008982404634021684,0.09511280878762568
13,0.0008267165993413434,0.08654737146186435
14,0.0007498997849535412,0.07799803521022323
15,0.0006792449213425852,0.06967742759580454
16,0.0006098788624152172,0.06164019228505694
17,0.0005415787269488316,0.053923661304899485
18,0.00047591081226325385,0.04658689460724839
19,0.00041401309689048925,0.03972258511161016
20,0.00035509888817794805,0.03337096589163315
21,0.00030056936057834804,0.027574375087072042
22,0.00025122663183455273,0.022409019807030348
23,0.00020578960815448438,0.01785325145056425
24,0.00016669850741861356,0.0139622999093503
25,0.00013199589282085673,0.010690824759831605
26,0.00010318490384340917,0.008034229486380235
27,7.89829533189258e-05,0.005933919890729849
28,5.968085640256316e-05,0.004333813890260605
29,4.451931544439098e-05,0.003162082527140694
30,3.307383472132612e-05,0.0023417522330298896
31,2.4650221942367865e-05,0.0017984311311882882
32,1.865346580002965e-05,0.0014613316979351614
33,1.454336830828058e-05,0.0012706755112071545
34,1.1800397575923342e-05,0.0011769963461089848
35,1.0034251002155144e-05,0.0011431486288100974
36,8.916904154514571e-06,0.0011425470925621258
37,8.22656576087302e-06,0.0011577756886855383
38,7.79767540448984e-06,0.0011782940277013897
39,7.527549239380616e-06,0.0011984066862597569
40,7.349920098540905e-06,0.0012155462408530687
41,7.225525328706207e-06,0.001228970350420549
42,7.131536688026876e-06,0.0012388830477264056
43,7.055235246373418e-06,0.0012458839284425433
44,6.989593931987558e-06,0.0012506603240227897
45,6.930760689048974e-06,0.0012538374366993007
46,6.8766099457582846e-06,0.001255921923270649
