,CombinacionStocksIndexEmpresas_n512_loss,CombinacionStocksIndexEmpresas_n512_val_loss
0,0.001155696468704865,0.1497649389111306
1,0.005161444533400792,0.20319197234536004
2,0.001394170233479524,0.1759432952019794
3,0.001478395878899196,0.15116543156548964
4,0.001644311327494927,0.16195854618529643
5,0.0008994318979738419,0.1407441828122809
6,0.0011531258567644299,0.13502757608397933
7,0.0009274116759611802,0.1288406957279552
8,0.0008032533902028376,0.11752981908065228
9,0.0007897743441487762,0.11220933145974293
10,0.0006552163024686954,0.10338689029709366
11,0.0006239164944387941,0.09664089879221167
12,0.00054486718895645,0.08970507400587571
13,0.0005005744970422854,0.08301592827582162
14,0.00045034258331995734,0.07697226230270607
15,0.0004132495022163349,0.0710420696572824
16,0.00037817015098061505,0.06574611562835284
17,0.0003521717894314365,0.06074191402058956
18,0.00032742388694631785,0.056255317393166956
19,0.00030990757917877563,0.05216511689926967
20,0.00029244966908889124,0.0485034227555941
21,0.00027953780136910107,0.04524130586627101
22,0.0002662873334320616,0.04232408352627242
23,0.0002551370334988537,0.039743175037389944
24,0.00024362144681956035,0.037431379302966694
25,0.00023280521364082112,0.035372587644364226
26,0.00022178348865791047,0.03350983849488014
27,0.0002109265986306608,0.031822852851930726
28,0.0002001902905835439,0.03027353583534887
29,0.00018948386687870052,0.02884076272468429
30,0.00017907639002342793,0.027504567180044393
31,0.0001688851144603523,0.026247140127888396
32,0.0001590390682936269,0.025059373341192882
33,0.00014957617381433687,0.02392959433092066
34,0.00014047444728780385,0.022852787424710173
35,0.00013184887915079999,0.021825448894673142
36,0.00012362486113263064,0.020842000210950198
37,0.00011586202890612185,0.019903594689551465
38,0.00010856635332654023,0.019005679640888184
39,0.00010167002703894454,0.018149459826921628
40,9.525641880752442e-05,0.01733381863036924
41,8.926704400392203e-05,0.016556813604821842
42,8.370943534888389e-05,0.015818942830828596
43,7.856613944365436e-05,0.01511939553436169
44,7.383700595853066e-05,0.014457407184253054
45,6.950779109404322e-05,0.013831671750680967
46,6.555066713851623e-05,0.013241728860115216
47,6.196997248690791e-05,0.012686231581509605
48,5.87311931231544e-05,0.012163842297043682
49,5.581420194453845e-05,0.011673493141477758
50,5.320475382868909e-05,0.011213829102040815
51,5.087820540782649e-05,0.01078320131444734
52,4.880016497413297e-05,0.010380485225930687
53,4.695616311332103e-05,0.010003963685479046
54,4.531952339871055e-05,0.00965176710535672
55,4.3859535757036616e-05,0.009322460063479164
56,4.25565351389564e-05,0.009014654819938269
57,4.139081295964516e-05,0.008726300825634279
58,4.033733403198575e-05,0.008456001073614624
59,3.9378961551576576e-05,0.008202173316096965
60,3.849890411154113e-05,0.007963323234465004
61,3.76823794915464e-05,0.007737911256291896
62,3.691662548154146e-05,0.0075246935040682306
63,3.6192413521468764e-05,0.007322319336851273
64,3.5500161596073595e-05,0.007129573632678217
65,3.4833170773272886e-05,0.006945463547806356
66,3.418696766203531e-05,0.006769063020479088
67,3.3558077782138504e-05,0.006599378071663793
68,3.2943247577891307e-05,0.006435702881999006
69,3.233985662217875e-05,0.006277397594391561
70,3.174592441136464e-05,0.006123860840000643
71,3.1160620464038966e-05,0.005974600307089238
72,3.058398927779376e-05,0.00582920114917696
73,3.0016518161393518e-05,0.005687272295448159
74,2.945642203981565e-05,0.0055485270101546256
