,Criptos Close lisk_loss,Criptos Close lisk_val_loss
0,0.0010843932015212397,0.16038152804741493
1,0.0013744566352285731,0.13824504155379075
2,0.001560932365044629,0.1339513476078327
3,0.0013113106609895253,0.13002977004418007
4,0.0011098180369187433,0.12157554580615117
5,0.0009949925946644866,0.110696031497075
6,0.0009535587047978949,0.1006705967279581
7,0.0009348732732737866,0.09278294673332801
8,0.0008915053241742918,0.08634532185701224
9,0.0008249126728445005,0.08016642469626206
10,0.0007554175983666658,0.07367133521116696
11,0.0006967909743812365,0.06711687262241657
12,0.0006469538907717484,0.060899086869679965
13,0.0005979804252722085,0.05511794984340668
14,0.0005451187904467448,0.04958471655845642
15,0.0004917499088780739,0.04420919830982502
16,0.0004408496214847009,0.03903517470909999
17,0.0003922654426647708,0.034116908334768735
18,0.00034620484383105155,0.029526993345755797
19,0.00030152335518953175,0.025250819153510608
20,0.00025894294762670493,0.02128488742388212
21,0.00022019254734354594,0.017692414613870475
22,0.00018453989776809557,0.01448428057707273
23,0.000152069491237993,0.01165276078077463
24,0.00012349638731953187,0.009204253124502989
25,9.890062350537986e-05,0.007143761031329632
26,7.781212731900338e-05,0.0054450168345983214
27,6.022328936803835e-05,0.0040761069394648075
28,4.605298860182162e-05,0.00300497690645548
29,3.49474492115685e-05,0.0021938117794119394
30,2.6454386967928327e-05,0.0016007811869852818
31,2.012150966598151e-05,0.0011818799942445296
32,1.558127356614792e-05,0.0008979209501726123
33,1.2443086234270595e-05,0.0007149303833452555
34,1.0325936797856299e-05,0.000603274478075596
35,8.948752880454636e-06,0.0005395738094543609
36,8.093894376333292e-06,0.000506749779630739
37,7.574318418007281e-06,0.0004923441492092724
38,7.271345776434128e-06,0.0004881159894956419
39,7.10166652704804e-06,0.0004889047077785318
40,7.008824171022682e-06,0.0004916779849176797
41,6.9598154368577525e-06,0.0004948340401125068
42,6.934723352549974e-06,0.000497628442155054
43,6.922007934498162e-06,0.0004998107816880712
44,6.915676434660922e-06,0.0005013738230515558
45,6.912533395874421e-06,0.0005024114865451478
46,6.910946948524865e-06,0.0005030520663310129
47,6.91016324393646e-06,0.0005034104240341828
48,6.909803853606998e-06,0.0005035818142529863
