,Criptos Close neo_loss,Criptos Close neo_val_loss
0,0.0015183300547655825,0.20605529204380413
1,0.0016030600671617945,0.1787590124636642
2,0.0017203353268425328,0.16412160588690072
3,0.0014913273852103013,0.15128211812539535
4,0.001273539289639693,0.13659456606246223
5,0.0011270291379783764,0.12095680568090156
6,0.0010362393179454278,0.10617328336662497
7,0.0009609793768887801,0.09293043841261509
8,0.0008709263056516647,0.08079059754521394
9,0.0007695560952098193,0.06918579309193557
10,0.0006720514002079068,0.05807294394851716
11,0.0005855779832205927,0.04780046912756833
12,0.0005077806427451389,0.038678950807156644
13,0.0004347708859877307,0.03081760489312578
14,0.0003675290824526013,0.02425455325090688
15,0.0003092351132880681,0.019041965773313744
16,0.0002609190468778372,0.015174611452351178
17,0.00022149025457757256,0.012526921443025436
18,0.00019003623845883114,0.010885480822117861
19,0.00016590681918973705,0.009997294784700576
20,0.0001478267788852388,0.009600576275020591
21,0.00013419071965021552,0.009462252351617025
22,0.00012371013520553917,0.009409536592169735
23,0.00011542696960502274,0.009337487376549027
24,0.00010857289896742537,0.009199285848943655
25,0.00010262898968370084,0.008987936514529808
26,9.730154599596107e-05,0.008716673736483598
27,9.239180479739881e-05,0.008405153855127244
28,8.776800995074455e-05,0.008071713880751251
29,8.335588542897973e-05,0.007730312776282306
30,7.911121038203358e-05,0.007389976943204226
31,7.500056967390354e-05,0.007056024117964851
32,7.100954664099484e-05,0.006731155882628004
33,6.713482152241521e-05,0.006416504525325515
34,6.33769298526978e-05,0.006112167881109005
35,5.973977640077321e-05,0.005818039455935974
36,5.621199957843127e-05,0.0055341771765311885
37,5.2828468751087245e-05,0.005260089978052319
38,4.956744221488422e-05,0.004995855826053245
39,4.6439915460107216e-05,0.0047414770411435235
40,4.345083836281349e-05,0.004496903628234036
41,4.05962549367427e-05,0.004262437147265377
42,3.7878642404934944e-05,0.004038155921696385
43,3.529963034136829e-05,0.003824102530671545
44,3.285710698954303e-05,0.0036203566715429145
45,3.054699633996414e-05,0.003426968658820164
46,2.8376190242822252e-05,0.0032438241437939574
47,2.633416052274637e-05,0.00307093913212788
48,2.4424057684416406e-05,0.002908128733200229
49,2.2641426827354465e-05,0.0027553625289381536
50,2.0982497712680955e-05,0.0026124394845125102
51,1.9445604131069258e-05,0.002479094294215406
52,1.8024951864653537e-05,0.002355078639354834
53,1.6717711663328704e-05,0.0022400820316084897
54,1.5518496747822346e-05,0.002133790469027994
55,1.442281445483523e-05,0.0020358517808331685
56,1.3425438497085624e-05,0.0019458947599334411
57,1.2521045293908158e-05,0.0018635285106172
58,1.1704207191384236e-05,0.0017883219806215734
59,1.0969378827437989e-05,0.0017198921712346313
60,1.0310999852122184e-05,0.001657842075421421
61,9.723594115156111e-06,0.0016017251278558546
62,9.201363775728093e-06,0.001551102899776941
63,8.739502680493223e-06,0.0015055741720317194
64,8.33217027245478e-06,0.001464736782599333
