,Stocks FB_loss,Stocks FB_val_loss
0,0.0009190634035134702,0.18242193684597646
1,0.0021041392171678463,0.17802607963893038
2,0.0015692869855537396,0.1796828805168798
3,0.0011292568259787831,0.1664261241589696
4,0.0010114412500777028,0.15102265627423594
5,0.0010245425149428943,0.14136680394164786
6,0.0009230108592997898,0.13403623495712752
7,0.0007822108118263774,0.12492278920224875
8,0.0006875019897668323,0.11488150084806868
9,0.0006243690332659512,0.10585730190365768
10,0.000550587739495268,0.09756322857762172
11,0.00047376545142259236,0.0891620807411257
12,0.0004111817058499071,0.08089524292009921
13,0.0003588289106149257,0.07323669482114886
14,0.00030959143388962514,0.06606053924264986
15,0.0002682508818020136,0.059294858439402146
16,0.00023596927481280133,0.053139475813089324
17,0.000209690245543799,0.04762831160968
18,0.00018971470475181445,0.042704533662431494
19,0.00017558217211241625,0.038411828727761575
20,0.00016543221100010286,0.034724673733484646
21,0.00015856985080687036,0.03157285169875326
22,0.00015392151809382167,0.028916773363208966
23,0.0001503756339084511,0.02668775230153533
24,0.00014752711598522777,0.02481233582577922
25,0.0001447483077491364,0.023228930940559087
26,0.00014187185291474115,0.021874703713192428
27,0.00013872534748597825,0.020699517401166198
28,0.0001353735545811759,0.019657379616636876
29,0.00013175121703847074,0.018716476811480916
30,0.00012794907398671989,0.01784784602355366
31,0.000124056626198821,0.017032401220611303
32,0.00012005847726740743,0.016256824828499605
33,0.00011606088960697212,0.01551040512902185
34,0.00011203245741838574,0.014788440374796055
35,0.00010804872630810565,0.014086567550466573
36,0.00010408444256975877,0.013403446044126325
37,0.00010018373867458363,0.012737857770513405
38,9.629979828509217e-05,0.01209041763343348
39,9.252307376120055e-05,0.011460154948463617
40,8.875707165368886e-05,0.010849065809272045
41,8.509347786788236e-05,0.010255885464408674
42,8.146975061727288e-05,0.00968254611573436
43,7.793578944142046e-05,0.009128168086744538
44,7.445709962659508e-05,0.008593905232230987
45,7.107981278855462e-05,0.008079351149191541
46,6.77584758998195e-05,0.007585293174652029
47,6.453150914345045e-05,0.007111998917611917
48,6.137984457968403e-05,0.00665884959118918
49,5.8321142220419394e-05,0.0062266279989468655
50,5.534407285846431e-05,0.0058144556804875696
51,5.2461695755362386e-05,0.005422689859593703
52,4.967213353365352e-05,0.005051463357488479
53,4.698144114304003e-05,0.004700185042182522
54,4.437600619886994e-05,0.00436943129074475
55,4.18699501623007e-05,0.0040581778715526266
56,3.946751921605088e-05,0.0037662114328435386
57,3.7157495396908313e-05,0.0034933226425508577
58,3.494175283521152e-05,0.003239415661039308
59,3.283536166274027e-05,0.003003506599886974
60,3.082682670831049e-05,0.0027855881258906905
61,2.8907850253384192e-05,0.002584954269599816
62,2.7098794275806246e-05,0.0024009549101306634
63,2.5378216182729345e-05,0.002233063538504903
64,2.375731673964765e-05,0.0020807493730132616
65,2.2227166933469353e-05,0.0019431301144390437
66,2.07940832875796e-05,0.0018197712045901816
67,1.945170440517697e-05,0.0017095845623696145
68,1.819499744324125e-05,0.0016121828114644679
69,1.7025995144980367e-05,0.0015266232379165686
70,1.5942381876751718e-05,0.0014522698571258956
71,1.4935197432050174e-05,0.001388267874679228
72,1.4008960030224436e-05,0.0013339035732533075
73,1.3155765215238973e-05,0.0012882919452915137
74,1.2371909457019795e-05,0.0012508089392453679
75,1.1657827584232177e-05,0.0012206510479046294
76,1.1005055703884683e-05,0.0011971335124978718
77,1.0413812290134354e-05,0.0011795473454350774
78,9.877704850480745e-06,0.001167230989229827
79,9.394533324756752e-06,0.0011595615362825472
80,8.960513478387455e-06,0.0011559335970943254
81,8.571705575753388e-06,0.0011557822244642072
82,8.224166558948653e-06,0.0011585893500057503
83,7.915671600987615e-06,0.001163870586882815
84,7.64171452393076e-06,0.001171183848391818
85,7.399987511280039e-06,0.001180128988132558
86,7.187229836617466e-06,0.0011903408978303726
87,7.00043341010705e-06,0.0012014983346962855
88,6.836949317155152e-06,0.0012133101882674724
89,6.69465303827031e-06,0.0012255322220850705
90,6.571039088428298e-06,0.0012379577325672404
91,6.46371885643231e-06,0.0012503928006511213
