,Criptos Close vechain_loss,Criptos Close vechain_val_loss
0,0.0011972621334559964,0.177695258305623
1,0.0014049253032471125,0.15985830013568586
2,0.0016514217685863304,0.1556410170518435
3,0.0014164274974833601,0.1520411647283114
4,0.0012050580385570915,0.14469715035878694
5,0.0010770803089074504,0.13485383987426758
6,0.0010239221983983254,0.12506313621997833
7,0.0010026496512672077,0.11678072351675767
8,0.0009622644127095834,0.1096495917210212
9,0.0008958164320434802,0.1027163014962123
10,0.0008242798413938055,0.09549921980270973
11,0.0007600438738546262,0.08806752814696385
12,0.000705373014520424,0.08075117377134469
13,0.0006533040113236683,0.07370813076312725
14,0.0005990004171438229,0.06688410616838016
15,0.0005430663586594164,0.06019984529568599
16,0.00048808557151530223,0.05365870205255655
17,0.0004362589198325832,0.047345386674770944
18,0.00038674296900773276,0.041341308217782244
19,0.0003388005973717484,0.035674137564805836
20,0.0002932058884583127,0.030376168970878307
21,0.00025065254885703325,0.02549474972944993
22,0.00021165541077677446,0.02107175525564414
23,0.00017591717523128653,0.01711905661683816
24,0.00014424457969233536,0.013663567745914826
25,0.00011646751562903564,0.010705620910112675
26,9.246548059029289e-05,0.008225965098692821
27,7.237132404742834e-05,0.006198858269132101
28,5.5850874140070606e-05,0.0045867061529022
29,4.2609303748647035e-05,0.0033392084117692252
30,3.229840597039303e-05,0.0024051349968291246
31,2.4506681326714057e-05,0.0017291567503259732
32,1.8773726319173315e-05,0.0012574774177315144
33,1.4685976706319847e-05,0.0009413434085077965
34,1.1864500755529241e-05,0.0007389808306470513
35,9.979950968604848e-06,0.000616204826376186
36,8.758940129365119e-06,0.0005465750269090327
37,7.994328230919424e-06,0.0005105999253618603
38,7.530346150675681e-06,0.0004946882209668939
39,7.257633587169738e-06,0.0004898735653394117
40,7.102177820482981e-06,0.000490547542890104
41,7.015988768006747e-06,0.0004934485186822712
42,6.969429233112561e-06,0.000496834023998907
43,6.944763561897651e-06,0.0004998850636184216
44,6.9318160303037775e-06,0.000502309063449502
45,6.925081589333086e-06,0.00050407927035569
46,6.921573816935751e-06,0.0005052863002324906
47,6.919720118066135e-06,0.0005060566069844824
48,6.918748034387625e-06,0.0005065120595435684
49,6.918256330069338e-06,0.0005067525959860247
