,Stocks ^DJI_loss,Stocks ^DJI_val_loss
0,0.0005331927918282767,0.14504596820244423
1,0.0027783988245153944,0.15642381860659674
2,0.0017110004152457875,0.1647002398967743
3,0.001104683914141228,0.15053378160183245
4,0.0009793336704695742,0.1348171325830313
5,0.0011805191215199346,0.12786640112216657
6,0.0011463553416363609,0.1244998024060176
7,0.0009829424357471557,0.11823828633014973
8,0.0008727010684266973,0.10960172002132122
9,0.0008495619415323465,0.10189692102945767
10,0.0008253814616742042,0.09563585886588463
11,0.0007582920437786155,0.08929804769846109
12,0.0006863207258552742,0.08234798908233643
13,0.0006350361016722253,0.07547884835646702
14,0.0005902061496341887,0.0690477742598607
15,0.0005361749477183017,0.06273928055396447
16,0.0004815285938093439,0.056460535297027
17,0.00043220745730930223,0.05037774260227497
18,0.00038555654128476116,0.04459055685080015
19,0.0003388778059161268,0.03906570489589985
20,0.0002944626847658163,0.0338267540702453
21,0.0002536440028612,0.028950441342133742
22,0.00021586166370140674,0.024487829552246973
23,0.00018032849318562791,0.020421559994037334
24,0.0001491411838707371,0.01680101970067391
25,0.00012147622986119062,0.013633009189596543
26,9.740255308525565e-05,0.010907979395527106
27,7.718016506539873e-05,0.008616997502171077
28,6.046698623462222e-05,0.006731857617314045
29,4.704542761129023e-05,0.005215198517991946
30,3.662121942117945e-05,0.004025231903562179
31,2.8741566648722466e-05,0.003111937942986305
32,2.3020760881291397e-05,0.002427373475466783
33,1.899377261557115e-05,0.0019247817914359844
34,1.625894744323047e-05,0.001562484808696004
35,1.447281077232149e-05,0.0013055975298182322
36,1.3336312104701601e-05,0.0011255606614912932
37,1.2632102040627684e-05,0.001000574234729776
38,1.2204141827309146e-05,0.000914492832425122
39,1.1938870277215476e-05,0.0008554534109022755
40,1.1772476892264631e-05,0.0008152501585964973
41,1.1659584043417663e-05,0.0007879450075471631
42,1.1577696078837527e-05,0.0007694800061961779
43,1.1512820142692923e-05,0.0007569361478090286
44,1.1456573842084394e-05,0.0007483033248438285
45,1.1406736750639258e-05,0.0007421693657166683
46,1.1359107702446636e-05,0.0007375346389240944
47,1.1313911482620124e-05,0.0007337660779460118
48,1.1269071644794447e-05,0.0007304144271004659
49,1.1224931208394431e-05,0.0007272339963282531
50,1.1180609852509895e-05,0.0007240636489139154
51,1.113621902522237e-05,0.0007208380848169327
52,1.1091561715987224e-05,0.0007175251107233075
53,1.1046624562228457e-05,0.0007141265624131148
54,1.100144100536664e-05,0.0007106575559681425
55,1.0956006847733919e-05,0.0007071352044406992
56,1.0910422203708618e-05,0.0007035802028929958
57,1.0864616902276444e-05,0.0007000084017188504
58,1.0818821325441464e-05,0.0006964343617885158
59,1.0772803691976991e-05,0.0006928654709974161
60,1.0726873370003887e-05,0.0006893129231264958
61,1.068084405303055e-05,0.0006857770226465968
62,1.0634897919841864e-05,0.0006822631425725726
63,1.0588871891041681e-05,0.0006787715515551659
64,1.0543011460238351e-05,0.0006753045420807141
65,1.0497102896176959e-05,0.0006718624633951829
66,1.045134824660356e-05,0.0006684452438583741
67,1.0405623540394186e-05,0.0006650526148195451
