,CombinacionStocksIndex_n512_loss,CombinacionStocksIndex_n512_val_loss
0,0.001475189208276262,0.1639320824510795
1,0.0036752787765023135,0.17844296954880076
2,0.0019974150204952142,0.18747532072146078
3,0.001009917114707372,0.15475800534910408
4,0.0016188142467136225,0.14957042826601297
5,0.0014076218213924508,0.14837492632964425
6,0.0010591834838394353,0.13448560188624484
7,0.001128676703415257,0.12574822942087474
8,0.0010776290052362588,0.1200089420168853
9,0.0009211339306640478,0.11079737106876925
10,0.0008824781114466427,0.10271019211485366
11,0.000821978421419982,0.09567087334542235
12,0.0007306480326127907,0.08776637413038695
13,0.000673795634137913,0.08037427942122309
14,0.0006091665338978848,0.07332692929535858
15,0.0005407673840734276,0.06621160081102828
16,0.0004836471009545398,0.059503420879525586
17,0.0004241944758283082,0.053007291460579094
18,0.0003698462098913868,0.0468412317828206
19,0.0003185897540254903,0.041020179921684184
20,0.00027134044101646495,0.03558793587009769
21,0.00022847002395236295,0.03058830540904329
22,0.00019009488688643314,0.026051460388155024
23,0.00015654754781641435,0.021990691596442017
24,0.0001280770382376326,0.018427461031670412
25,0.00010467370890739013,0.015353048828330414
26,8.586880162623826e-05,0.012752799802144204
27,7.170949574783136e-05,0.010596009771809104
28,6.124284996339389e-05,0.008844408052704058
29,5.4181349456063975e-05,0.007451013442559922
30,4.9612881381965186e-05,0.006362215889048232
31,4.693745163534883e-05,0.005526847429265661
32,4.547088544561782e-05,0.004894591221385751
33,4.469363157414208e-05,0.004422902789598038
34,4.422697642710337e-05,0.004071499240269099
35,4.3811944379732934e-05,0.0038121674683191313
36,4.332532665080368e-05,0.003618316440111842
37,4.2719852967257036e-05,0.0034715412434744687
38,4.199500829953131e-05,0.0033571637612729035
39,4.117817219639243e-05,0.00326357009889912
40,4.029120812875658e-05,0.0031839718903638116
41,3.9368885913709843e-05,0.003112431838800592
42,3.842655060599243e-05,0.003045579135679632
43,3.747327069459437e-05,0.0029816898759762365
44,3.653570907652255e-05,0.002919045554027577
45,3.560377622344569e-05,0.0028575196600526816
46,3.468935888535766e-05,0.0027964766183483205
47,3.3788917399076975e-05,0.0027360027398113623
48,3.290235092343901e-05,0.0026765967880891376
49,3.2034795442673045e-05,0.002617887915920251
50,3.118264707274858e-05,0.0025603071255378487
51,3.034565061396219e-05,0.002503848220952902
52,2.9521942879977705e-05,0.0024486380929419817
53,2.871306144299509e-05,0.0023945573802021418
54,2.7923614629986887e-05,0.0023418123254644848
55,2.715062008004574e-05,0.0022902470813248275
56,2.6387956548070397e-05,0.002240026882495577
57,2.564169735405286e-05,0.002191175055336053
58,2.491969914918319e-05,0.0021434249452600054
59,2.4209966284630837e-05,0.0020970337493114236
60,2.351828519118303e-05,0.002052074817802049
61,2.284343522171921e-05,0.002008197274951895
62,2.2182718559393412e-05,0.0019658025275253927
63,2.1541560362651174e-05,0.0019245997565790764
64,2.0918033043911664e-05,0.0018846567090954785
65,2.031239495980207e-05,0.0018460282041837485
66,1.9722191106012354e-05,0.0018086546525928724
67,1.915286855905871e-05,0.0017725448297290516
68,1.8596684527467966e-05,0.0017376957886490571
69,1.806042161683575e-05,0.001704112828655307
70,1.7541574041478428e-05,0.0016716887754934632
71,1.703776677248784e-05,0.0016405144032891378
72,1.6552617193501798e-05,0.0016105901815520584
73,1.6084860580730874e-05,0.0015817553820935163
74,1.5635114894484262e-05,0.001554142834795716
75,1.5199765366860973e-05,0.0015276944051181112
76,1.4781760549618216e-05,0.0015023557627034828
77,1.4378346267304467e-05,0.0014781997287030186
78,1.3992238316198133e-05,0.0014551147214360227
79,1.3623286982948222e-05,0.0014330987358650517
80,1.327010012430924e-05,0.0014121723890473897
81,1.2931741336562616e-05,0.0013922549801501484
82,1.2609016477113035e-05,0.0013733579852225736
83,1.2299782114992427e-05,0.0013554567838672642
84,1.2005321284148011e-05,0.001338568594968639
85,1.172648316700481e-05,0.001322581110452879
86,1.1461452051346799e-05,0.001307518653425365
87,1.1209702745324371e-05,0.0012933859680509887
88,1.0971157197755845e-05,0.0012800797718107578
89,1.0745527046205369e-05,0.0012676326840854258
90,1.0532028651998324e-05,0.0012560171404206925
91,1.0331337175895805e-05,0.0012451967037829363
92,1.0142381623996353e-05,0.0012351294078918036
93,9.965469104849756e-06,0.0012257971140856216
94,9.799185121183723e-06,0.0012171917252458077
95,9.643264055446422e-06,0.0012092716589739377
96,9.498122877134433e-06,0.00120200294316246
97,9.362637375631516e-06,0.0011953680144915404
98,9.235536272773203e-06,0.0011893228419925556
99,9.117992936988545e-06,0.0011838549605670792
100,9.009347255519698e-06,0.0011789405223921188
101,8.909592072672811e-06,0.0011745459555979234
