,Stocks GOOG_loss,Stocks GOOG_val_loss
0,0.001226580649333398,0.19422004144053814
1,0.0021989730471545016,0.18326984863143322
2,0.0018734567710159977,0.18702945802822585
3,0.0013705478766586725,0.17615892042305845
4,0.001193406874283163,0.1600987456800524
5,0.0012249218353863097,0.14918811840951934
6,0.001161159564594715,0.1417358081695462
7,0.001017462902833238,0.13297722100718948
8,0.000905986373074168,0.12279617835667507
9,0.0008385483770100169,0.11322408064830401
10,0.0007666267150597385,0.10450727006128012
11,0.0006807657364709688,0.09576901891999993
12,0.0006019438661188503,0.0869476592614631
13,0.0005342497034306245,0.07847919789227573
14,0.00046902928455186285,0.07043074311549999
15,0.0004065153131276862,0.06267846431121353
16,0.0003506790371303839,0.055340185330426395
17,0.0003016469314644375,0.04853308434821357
18,0.00025805121110675255,0.042274938634604464
19,0.00022094030258407402,0.03659698271677514
20,0.00019023010135851492,0.031538848388047255
21,0.00016527560593421794,0.027088700955318026
22,0.00014579127117421878,0.023243596531019723
23,0.00013091673685838121,0.01997380429678712
24,0.00011991534895871665,0.017223505334051186
25,0.0001119657632248276,0.014940894370482972
26,0.00010615920052432632,0.013066133784422698
27,0.00010189032571752025,0.011531669115416768
28,9.852039799948554e-05,0.01028490526801791
29,9.563993345099416e-05,0.009268595729300305
30,9.299245131902459e-05,0.008434320415162351
31,9.031653522575382e-05,0.007745871805270348
32,8.761109365727598e-05,0.0071674895488218334
33,8.483627264595722e-05,0.006673878289697584
34,8.194379266524641e-05,0.006245186906461873
35,7.902663913055146e-05,0.005864313780522544
36,7.604509962468661e-05,0.0055212766578621114
37,7.306882466501287e-05,0.0052061748560056215
38,7.011498009963037e-05,0.004914182746274905
39,6.719323164737236e-05,0.004639537577817509
40,6.429642890599241e-05,0.004381268204397653
41,6.148258062014126e-05,0.0041363990869496235
42,5.872982812945323e-05,0.0039039932726305134
43,5.604161133831906e-05,0.003683708919874154
44,5.34463897039575e-05,0.0034746249506542506
45,5.0908204120937886e-05,0.003276501520544537
46,4.84572726634739e-05,0.0030892268362000953
47,4.6079002707053654e-05,0.002912823620737215
48,4.378835608593904e-05,0.0027465938478862203
49,4.15747081581888e-05,0.002590829670075173
50,3.9445014979809615e-05,0.002445043357135343
51,3.7397773013246236e-05,0.0023090381902634853
52,3.5428649515937244e-05,0.002182699433982003
53,3.3550757507327944e-05,0.002065378523139237
54,3.1728541186514255e-05,0.0019573177613148637
55,3.001321078766876e-05,0.0018578671219119849
56,2.835851539338146e-05,0.0017667095675248622
57,2.6789906423650527e-05,0.0016837375679184213
58,2.5299679000153828e-05,0.001608383658049582
59,2.3884879805682582e-05,0.0015405013172094487
60,2.2543841743964916e-05,0.0014794521218489025
61,2.1270786381753793e-05,0.001425194166300526
62,2.0074648053812495e-05,0.0013772314549077395
63,1.8946101267491122e-05,0.0013351709782030464
64,1.7882131491325917e-05,0.001298788649199361
65,1.688928203609164e-05,0.0012676483251092847
66,1.59567414902243e-05,0.0012413428043792686
67,1.5084248460436717e-05,0.0012196523872442728
68,1.4273054561768236e-05,0.0012021279693696617
69,1.3516095200166768e-05,0.001188509471229593
70,1.2815159870348178e-05,0.001178427909169931
71,1.216586324442101e-05,0.0011715953063204392
72,1.1565704708043409e-05,0.0011676822207898887
73,1.101077292287676e-05,0.0011664213880142275
74,1.050217756265505e-05,0.0011675118686138722
75,1.0032574886101114e-05,0.0011706990613178773
76,9.60565207493376e-06,0.0011757227134205832
77,9.213192663819351e-06,0.0011823411447896568
78,8.856398914555812e-06,0.0011903287001985533
79,8.53247254495682e-06,0.0011994798931347069
80,8.23819899485612e-06,0.001209593595444294
81,7.971803020793668e-06,0.0012204834252349602
82,7.731702808537983e-06,0.001231998268684203
83,7.514694095507441e-06,0.0012439662390504001
