,Ventana chica_v2_loss,Ventana chica_v2_val_loss
0,0.00010533903064735721,0.058714123971115514
1,0.002155509412903002,0.056684043885280304
2,0.003083865791671427,0.08847812391244449
3,0.0007721241783415225,0.030423513864381954
4,0.00038283920382445465,0.0007937753420824615
5,6.580215746239502e-05,0.002605532980501616
6,4.963562184336724e-05,0.002431702141900762
7,3.564740991022112e-05,0.0008697674616436976
8,1.4119453004811026e-05,0.0013347329401697677
9,2.293502920034064e-05,0.0007758619198844266
10,1.2004431625088278e-05,0.0012242406329068427
11,2.1069946243702603e-05,0.0008593229151581629
12,1.2167478511050337e-05,0.0012097312070321864
13,2.0155759807220233e-05,0.0009497361203942162
14,1.2556904372345398e-05,0.001150181850579639
15,1.810312059238772e-05,0.0009708122065953481
16,1.2550535086712081e-05,0.0010115253479363252
17,1.4975144428268344e-05,0.0009005822301752722
18,1.2093547203298237e-05,0.0008669334302584713
19,1.2533474653603016e-05,0.0008250003850732285
