,CombinacionStocksEmpresasSinFB_n512_loss,CombinacionStocksEmpresasSinFB_n512_val_loss
103,1.0922473675161523e-05,0.0014227581093057004
104,1.0736975691392863e-05,0.0014021254908524391
105,1.0556191566048098e-05,0.0013824831299899408
106,1.0380088226592614e-05,0.0013638184933099618
107,1.0208459240278568e-05,0.0013461240397935564
108,1.0041279381781831e-05,0.0013293841466969572
109,9.878497659267226e-06,0.001313579400562612
110,9.720095792642895e-06,0.0012986902012836095
111,9.566118504995411e-06,0.0012847041520713406
112,9.416403455278752e-06,0.0012715997228260375
113,9.271026875685193e-06,0.0012593596677241985
114,9.12994467451291e-06,0.0012479678396720532
115,8.992998990541025e-06,0.001237402952945799
116,8.86015437602562e-06,0.0012276485573869845
117,8.731398669293743e-06,0.0012186827938541892
118,8.606673151563491e-06,0.0012104864990384865
119,8.485903439697933e-06,0.0012030413341593028
120,8.369096012907257e-06,0.0011963243442318164
121,8.256135553276466e-06,0.0011903191175819798
122,8.146974135696319e-06,0.0011850024673564375
123,8.041517939399312e-06,0.0011803525132473465
124,7.939699255887319e-06,0.0011763492096908206
125,7.841470596007233e-06,0.0011729715114905815
126,7.746772308932994e-06,0.0011701982108537447
127,7.655584889385668e-06,0.0011680073774427422
128,7.567837742536833e-06,0.0011663790080265319
129,7.483448367445606e-06,0.0011652911116546098
130,7.40233843482036e-06,0.0011647219446387666
131,7.32438255465601e-06,0.0011646503934729074
132,7.249484936865951e-06,0.0011650538870541394
133,7.177609975860081e-06,0.0011659133602087656
134,7.108694916503977e-06,0.001167208124683354
135,7.042723921563453e-06,0.0011689178876517232
136,6.9796779893640784e-06,0.0011710216731895223
137,6.91948218054902e-06,0.0011734969958216567
138,6.862029370172084e-06,0.0011763208659273411
139,6.807211080319748e-06,0.0011794709779460691
140,6.75487149425509e-06,0.001182928630381761
141,6.704912100923883e-06,0.001186677327856791
