,CombinacionStocksEmpresasSinFB_n512_loss,CombinacionStocksEmpresasSinFB_n512_val_loss
0,0.0009289424477264377,0.178215177591182
1,0.002832340927071069,0.1899163830132524
2,0.0016638203504810896,0.18724640304884635
3,0.0011623441818947634,0.1645144027126722
4,0.0013822499866605051,0.15445901453495026
5,0.0012938837734366622,0.14999445755619648
6,0.001055015352543074,0.13972849663624093
7,0.0009789006122626549,0.12898257793473802
8,0.0009449062260899169,0.12123661506767115
9,0.0008382021491839128,0.11319433485180878
10,0.0007463788752220879,0.1043231510056937
11,0.0006868714843838176,0.09627103953322103
12,0.0006152499324742181,0.08860713052601854
13,0.0005435545415009472,0.08083945562031643
14,0.00048497790944077506,0.0734650678009041
15,0.0004279506181112745,0.0664649056501625
16,0.0003745190987809877,0.05975078508134716
17,0.0003280571617632489,0.05343199121065376
18,0.00028627914711371185,0.0475881173283108
19,0.00024918926983671496,0.04218160003916291
20,0.00021774718761136217,0.03727976605296135
21,0.00019107532037098793,0.032872534518645816
22,0.0001691611760780831,0.02896338384136681
23,0.00015092810590882315,0.025543948958727938
24,0.00013627745509378552,0.022580812708282275
25,0.00012427112780326655,0.020045112895448344
26,0.00011468967586401696,0.017889410611395994
27,0.00010644750715779865,0.016074736856601456
28,9.969520514392225e-05,0.014547413977032358
29,9.343700342973278e-05,0.01327312371331798
30,8.793621350941825e-05,0.012198968905924765
31,8.27008137221579e-05,0.011296774091368372
32,7.782492320984602e-05,0.010528929408424157
33,7.31299449939835e-05,0.009871421181712269
34,6.871170812663583e-05,0.009300550584458122
35,6.449777401564258e-05,0.008799163663128683
36,6.055105263501991e-05,0.00835265658703471
37,5.6840553336145646e-05,0.007950703040042445
38,5.3412638641201144e-05,0.007584171119523196
39,5.023076544392639e-05,0.007247598545456474
40,4.732053020241678e-05,0.006935754055850023
41,4.465414080307011e-05,0.00664569184661281
42,4.2230723048598805e-05,0.006374531679532744
43,4.003836132570609e-05,0.006120774548593139
44,3.8053551886022894e-05,0.005882302399201334
45,3.626922466349596e-05,0.005658715947969886
46,3.4665058028772625e-05,0.005448156498249404
47,3.322227850791129e-05,0.00525057936579851
48,3.1932038115529916e-05,0.005064626840089471
49,3.07716977997098e-05,0.0048898609647573515
50,2.9731598395992778e-05,0.004725451892903768
51,2.8797127195818672e-05,0.004570561549664775
52,2.795389836821474e-05,0.004424703442145231
53,2.7192525086012353e-05,0.0042869836430658
54,2.6498660183038316e-05,0.004157091056050594
55,2.5866936949035538e-05,0.004034231742074297
56,2.5285298220259098e-05,0.003917909968136387
57,2.4746712234664e-05,0.003807661231330111
58,2.424508252148401e-05,0.0037029411736106085
59,2.3773955486710993e-05,0.003603305309733822
60,2.3328035977026372e-05,0.0035083998044691056
61,2.2903816650134765e-05,0.0034177605166631052
62,2.2496760555606503e-05,0.003331101909356792
63,2.2104424775639658e-05,0.0032480757949057935
64,2.1724076436501582e-05,0.003168414002438345
65,2.1353965670386066e-05,0.003091839521215105
66,2.0992059749118168e-05,0.0030181194744111337
67,2.063774328302661e-05,0.002947015172132283
68,2.0289531946692168e-05,0.002878371229749327
69,1.9947091707515277e-05,0.00281200628758462
70,1.9609697495273522e-05,0.002747772886871922
71,1.9276553254058848e-05,0.0026855500576602035
72,1.8948244969052654e-05,0.002625177751010484
73,1.8623995646153198e-05,0.00256658338341277
74,1.830373213492711e-05,0.002509684001734434
75,1.7987719977761365e-05,0.0024543919673666727
76,1.767563731876233e-05,0.002400631517987729
77,1.7367607638747856e-05,0.0023483467492282635
78,1.706378616816903e-05,0.002297485782187586
79,1.676411304573821e-05,0.0022480210620324965
80,1.646852838010181e-05,0.00219989997096175
81,1.617730138169155e-05,0.0021530859959350266
82,1.58903562542713e-05,0.0021075613205975368
83,1.5607857278140245e-05,0.002063297744540205
84,1.532967859727123e-05,0.002020283010480387
85,1.5055867174663388e-05,0.0019785012734268815
86,1.4786845015858354e-05,0.0019379185939838817
87,1.4522282598147646e-05,0.0018985364509146077
88,1.4262124479936882e-05,0.0018603487646453513
89,1.4006727423676683e-05,0.0018233314554845868
90,1.3755994737302223e-05,0.001787470417936171
91,1.3509781262452507e-05,0.0017527730737173976
92,1.3268422865749468e-05,0.0017192150852912344
93,1.3031759957180643e-05,0.0016867905212489289
94,1.27996844196238e-05,0.001655496511616059
95,1.2572292403956829e-05,0.0016253180657551925
96,1.2349631715025215e-05,0.0015962436575873578
97,1.2131716604084777e-05,0.001568268087869587
98,1.191848970532094e-05,0.0015413685334261414
99,1.1709910098988609e-05,0.0015155484155205286
100,1.150607961842844e-05,0.0014907863820433495
101,1.1306930404812606e-05,0.0014670743512697826
102,1.1112503858941245e-05,0.001444403727708215
