,TodasVariables_n512_loss,TodasVariables_n512_val_loss
0,0.0007202218626984037,0.12586684639637286
1,0.0053912109086433286,0.1668691635131836
2,0.0018743092771798659,0.15828440968806928
3,0.0005197560206467572,0.11582841896093808
4,0.0015107612259900914,0.11223477698289432
5,0.00103698568776823,0.11051191618809333
6,0.0005593169144748782,0.0924757317854808
7,0.0007040168062443486,0.08323989808559418
8,0.000640412325782773,0.07847626851155208
9,0.00044493251166736276,0.06885169675716987
10,0.0004472666903613852,0.062004563900140613
11,0.0003960923652182548,0.056907022228607766
12,0.0003183792807528964,0.05079761949869303
13,0.0003031467209579065,0.04629946671999418
14,0.0002617260671775931,0.04225589564213386
15,0.0002355413626691398,0.038518926272025474
16,0.00021930328400160832,0.035620671625320725
17,0.00020042136636150716,0.032953715668274805
18,0.00019182230327994778,0.030808009780370273
19,0.00018217081266741914,0.028975238020603474
20,0.00017690535997434592,0.02743038821678895
21,0.00017209055099206476,0.026144056366040155
22,0.00016864784993231297,0.02503537329343649
23,0.00016553248301184236,0.024097513694029588
24,0.00016265595107912444,0.023268973311552636
25,0.00015989224574206254,0.022542882424134474
26,0.00015694333258299873,0.021879216226247642
27,0.0001539922097715764,0.02127335163263174
28,0.00015093781985342503,0.020701432170776222
29,0.0001478165997048983,0.02015852526976512
30,0.0001446472787602733,0.019633635592002135
31,0.0001414292486375556,0.019123169378592417
32,0.00013819684681948274,0.018621754474364795
33,0.00013496609608409926,0.018128356967981044
34,0.0001317192744374132,0.017640009808998842
35,0.00012851035885082988,0.017157395871785972
36,0.00012527765312160438,0.01667882903264119
37,0.0001221355218708945,0.01620563778739709
38,0.00011891930737944607,0.015736173551816206
39,0.00011576262253444068,0.015273335174872326
40,0.00011264212886229731,0.01481538495192161
41,0.00010954052133736416,0.014363655390647741
42,0.00010647636596471645,0.01391701758480989
43,0.00010342150702714347,0.013477793966348354
44,0.00010042564323297344,0.013044333515258936
45,9.743856935529038e-05,0.012617979628535418
46,9.450855297752871e-05,0.01219843471279511
47,9.159392972763341e-05,0.011785941485029
48,8.87335599355328e-05,0.011380869895219803
49,8.5905031413019e-05,0.010982932522892952
50,8.311315580683116e-05,0.010592740458937792
51,8.037542507876284e-05,0.010210200284536067
52,7.767532728254222e-05,0.009835394672476329
53,7.500941641270541e-05,0.00946810540671532
54,7.241217407191961e-05,0.009109594644262241
55,6.984553720730428e-05,0.008758422703697132
56,6.73263342692875e-05,0.008416388470392961
57,6.487755756377458e-05,0.00808209696641335
58,6.24568517825817e-05,0.007756535966808979
59,6.0099306070836836e-05,0.007439859569645845
60,5.779979955360222e-05,0.007131586137872476
61,5.555057242208232e-05,0.006832219660282135
62,5.336135515020802e-05,0.006541487044439866
63,5.122271250002086e-05,0.006259714898008566
64,4.914432821141627e-05,0.005986882015489615
65,4.712630638655705e-05,0.005723280688891044
66,4.517160750065859e-05,0.005468545911403803
67,4.326957647348396e-05,0.005222901272085996
68,4.14339556300547e-05,0.004986420560341615
69,3.966526492149569e-05,0.004758894586792359
70,3.795367229031399e-05,0.00454008371497576
71,3.6299582531613014e-05,0.0043303308865198726
72,3.4714843003222573e-05,0.004129422649454612
73,3.319436375302477e-05,0.003937283208450446
74,3.173406716646591e-05,0.003753485516286813
75,3.0334456963688492e-05,0.003578585644180958
76,2.900309314449819e-05,0.003411994709704931
77,2.7725706436635497e-05,0.003253522651413312
78,2.6513986225696637e-05,0.0031035210793981184
79,2.536552305033323e-05,0.0029611212487977287
80,2.427449978243273e-05,0.0028265020810067654
81,2.3243369399166953e-05,0.0026992751786915157
82,2.2266206612514976e-05,0.0025793185385947046
83,2.134799265499728e-05,0.0024664290249347687
84,2.0487147944200282e-05,0.0023601625759441117
85,1.9676576882305268e-05,0.0022602004643816212
86,1.8914489583739152e-05,0.0021665916921427618
87,1.820296963090256e-05,0.002078982858130565
88,1.7539879571324072e-05,0.0019969772905684435
89,1.692216238342763e-05,0.001920190818894368
90,1.6346255716388652e-05,0.0018484623243029301
91,1.5810194012234344e-05,0.00178163256854392
92,1.531236158860758e-05,0.0017193535772653727
93,1.485072985255661e-05,0.0016613464551762892
94,1.4423270700857616e-05,0.0016072403209713788
95,1.402723389149357e-05,0.0015567806728470784
96,1.3660125799875599e-05,0.001509781711949752
97,1.3319732086249413e-05,0.0014660434725765998
98,1.3003679529132429e-05,0.001425339446331446
99,1.2710633549991493e-05,0.0013874083076818632
100,1.2438962235487103e-05,0.001352024031803012
101,1.218673395879495e-05,0.0013189297169446945
102,1.1951655603927345e-05,0.0012880022315165172
103,1.1731679653446638e-05,0.001259102951735258
104,1.1525715903049926e-05,0.001232143401956329
105,1.1333126202281654e-05,0.0012068942977258791
106,1.1153296397354166e-05,0.0011831755893161665
107,1.0984748769260477e-05,0.0011607723561330484
108,1.0825343731714664e-05,0.0011396157340361522
109,1.0673539901080612e-05,0.001119734880586083
110,1.0528861086920817e-05,0.0011011213601495211
111,1.039210299215763e-05,0.0010836657333689241
112,1.0263810089292327e-05,0.0010671160774878585
113,1.0143511330030518e-05,0.0010512085327018912
114,1.0029111448462712e-05,0.0010358743512859712
115,9.918189509615051e-06,0.001021230029157148
116,9.80898529143395e-06,0.0010074782633007718
117,9.70225238024096e-06,0.0009947866201400757
118,9.601037128539667e-06,0.0009829954226286365
119,9.507990923269132e-06,0.0009716982559229319
120,9.42400741293498e-06,0.0009604048324175752
121,9.346276713656083e-06,0.0009489144520977369
122,9.268987469113199e-06,0.0009374671364919498
123,9.187000089766047e-06,0.0009266881343836968
124,9.099938254691482e-06,0.0009172193956776307
125,9.012362030401933e-06,0.0009092809363769797
126,8.93103669323654e-06,0.0009024230440935263
127,8.863118567275636e-06,0.0008956087986007333
128,8.81382913156323e-06,0.0008877043146640062
129,8.780491340915502e-06,0.00087812111283151
130,8.74830318655138e-06,0.0008672310057311103
