,Criptos Close litecoin_loss,Criptos Close litecoin_val_loss
0,0.0013000910714690088,0.1896798838514927
1,0.0016269180346434274,0.16404080883530545
2,0.0015998105460793273,0.1496243916513506
3,0.0013027708132728195,0.13478797858904215
4,0.001075979438610375,0.11752790902271744
5,0.0009359945716290189,0.10020995718881118
6,0.0008463139062716571,0.08483994672121095
7,0.0007536166019483724,0.07141598782017211
8,0.0006412675585944113,0.059089276878055465
9,0.0005300341617539218,0.047425495075785425
10,0.0004343973205247817,0.0368420155949829
11,0.00035381396007647136,0.027764138326910902
12,0.00028169851977193403,0.02031525880991181
13,0.00021780231459574267,0.014427539053534673
14,0.00016606420452691122,0.010070832742547447
15,0.00012726845228871377,0.007173920463970747
16,9.873308975457345e-05,0.005488113468428227
17,7.882023049558874e-05,0.00470270055696399
18,6.619066358731544e-05,0.0045123544025181
19,5.864918802976454e-05,0.004639788355662926
20,5.422751468554339e-05,0.00487795338604199
21,5.173001613723853e-05,0.0051025063807745115
22,5.028023594251472e-05,0.005258049123173903
23,4.929564459394175e-05,0.005337016376058671
24,4.855252429915107e-05,0.005353587898926055
25,4.7952185291965295e-05,0.005328096957369285
26,4.7397594214037005e-05,0.005279515873763926
27,4.687231727781963e-05,0.005220871153172137
28,4.636537549922951e-05,0.005159789045949366
