,Criptos Close qtum_loss,Criptos Close qtum_val_loss
0,0.0014372765179675397,0.19591277394412962
1,0.0015255360891041924,0.17050758090393603
2,0.0016161127108310865,0.1577170060193243
3,0.001359915415648648,0.1460473494342536
4,0.001130064099850056,0.13194298460956447
5,0.0009786429591784793,0.1167812944690058
6,0.0008850441004480582,0.10264986630313652
7,0.0008019884059221045,0.09015113244618266
8,0.0007004568188293444,0.07858242716424721
9,0.0005930428655841196,0.06736136043121006
10,0.0004958250487227116,0.056586171169418935
11,0.00041377710559490055,0.046724079931077876
12,0.000342297974362015,0.038059166209264236
13,0.00027723971625389764,0.030579354798744532
14,0.00022213594698874386,0.02428996204283119
15,0.0001793054560505331,0.01924075755821772
16,0.00014717526258111832,0.015378538172784423
17,0.00012401161538119513,0.012553259614885839
18,0.00010780930990056896,0.01055686120790514
19,9.745200038218894e-05,0.009202055956337078
20,9.082754154368265e-05,0.008304302188113701
21,8.63476645072522e-05,0.007706792551777826
22,8.321392754225584e-05,0.007301516453774015
23,8.084247918695612e-05,0.007016322054045876
24,7.880901349448668e-05,0.006802168590101329
25,7.696925634316222e-05,0.006629084590976396
26,7.525848436182795e-05,0.00647878982242166
27,7.359601373491763e-05,0.006339249584038765
28,7.19679433545521e-05,0.006203807438223446
29,7.035578946219295e-05,0.006068958471767789
30,6.873729400152017e-05,0.005933043643185669
31,6.711996642224229e-05,0.005795914194862212
32,6.54955396129488e-05,0.00565794673324986
33,6.387456876325828e-05,0.005519942318912873
34,6.224652718606382e-05,0.005382302276836323
35,6.0623188763818404e-05,0.005245678884954738
36,5.9013686356690814e-05,0.005110501182796665
37,5.739916858988745e-05,0.004976723847279618
38,5.58097018549519e-05,0.004844842130349071
39,5.4226235500036564e-05,0.004714917212586142
40,5.264286734048308e-05,0.004586566083733578
41,5.109353662176974e-05,0.004460452089840469
42,4.955373458133256e-05,0.004336388314081248
43,4.801935640650547e-05,0.0042141077054803034
44,4.6518847633976766e-05,0.004094230367086274
45,4.502840824559916e-05,0.003976421126680187
46,4.355165529428512e-05,0.003860732528942922
47,4.2109972368473615e-05,0.0037475232985486424
48,4.0676654508906946e-05,0.003636530612033507
49,3.927622950988945e-05,0.003528043772055467
50,3.789092437171739e-05,0.0034219297514997485
51,3.6535968665853294e-05,0.0033183575488534593
52,3.5203929731000814e-05,0.0032172705785733116
53,3.389759909954261e-05,0.0031188285028300256
54,3.261913664851623e-05,0.0030230077191386834
55,3.136609495022865e-05,0.0029297780932489134
56,3.0144612222004583e-05,0.002839291511557627
57,2.8953729014582007e-05,0.0027515635939222597
58,2.7787050287372025e-05,0.002666564497611801
59,2.6657159403178163e-05,0.0025843316583301535
60,2.555353989731328e-05,0.0025048679460517383
61,2.4486595832945756e-05,0.0024282714873475352
62,2.3448448505518142e-05,0.002354433457944388
63,2.244393749418476e-05,0.0022834062466613393
64,2.147711771718334e-05,0.0022152480015084765
65,2.053723857131467e-05,0.0021498585533550824
66,1.963516091158198e-05,0.00208726932279273
67,1.876639071420222e-05,0.0020274744592299145
68,1.7932551953372016e-05,0.001970453494736417
69,1.712973530517077e-05,0.0019161400648819145
70,1.6365677450169245e-05,0.0018645445700765642
71,1.5634917541650463e-05,0.001815611171374513
72,1.4936115405347183e-05,0.0017692805739304375
73,1.4272668545157456e-05,0.0017255280159167515
74,1.364146085935385e-05,0.0016842922647983944
75,1.3043427782028352e-05,0.001645507948080555
76,1.2478465307576096e-05,0.0016091153687558884
