,Ventana grande_v10_loss,Ventana grande_v10_val_loss
0,0.000140171942105562,0.027088016443388555
1,0.0007092076115820851,0.06222654909835857
2,0.0018991339822905591,0.11075830459594727
3,0.002014221542232864,0.04787771845941694
4,0.002754918744649684,0.10952836275100708
5,0.0016790747780830925,0.10357194589179697
6,0.0008103723731146249,0.053936751432789184
7,0.00041444934675700565,0.0015218222968153728
8,0.00010218898186067942,0.0017150560195006213
9,2.865268789251274e-05,0.0027283774101112073
10,8.622565217115815e-05,0.0016722072422215082
11,7.738916081030519e-05,0.002601507106271473
12,0.0001111237287950997,0.005802426638660356
13,0.00017697749590474062,0.010347975056292941
14,0.00019199251993677976,0.0016140204818141692
15,0.0001954840626001773,0.02392564565666671
16,0.00034197938043027394,0.003560131511795651
17,2.725824565326883e-05,0.004023554351732352
