,Stocks GOOG_loss,Stocks GOOG_val_loss
0,0.008309615042660085,0.1501742460946927
1,0.004443088294831158,0.10812742956753435
2,0.006270974622932316,0.09356022977280891
3,0.00694049696769865,0.09414048715569508
4,0.006175874603976463,0.09837687340961106
5,0.005304117312376526,0.09897749400001833
6,0.00467991821425057,0.09424832771564352
7,0.004259336739778519,0.08636840766873853
8,0.0040242392248634636,0.0783559340855171
9,0.0038821722123900363,0.0719425921467529
10,0.0037005828939720817,0.06711571466648715
11,0.003437049943825294,0.06295393150428245
12,0.003130426962228342,0.05858586111973072
13,0.00283207926877785,0.05369043007664297
14,0.0025658576759970053,0.04856676839548966
15,0.002326471749800204,0.04359316688844527
16,0.0020986854623275242,0.03895823058040663
17,0.0018712353261037804,0.03463265308360944
18,0.0016440525918599517,0.030503173926095854
19,0.0014267092003305067,0.02651157782509409
20,0.0012258774970240634,0.02272845796127429
21,0.0010437654604300343,0.01924409143541051
22,0.0008780224377225185,0.016100857920687776
23,0.0007277776663801793,0.013301478142197105
24,0.0005944217876370611,0.010825553973173273
25,0.00047998387706412496,0.00867661752406208
26,0.00038444643556515034,0.006863542350715604
27,0.0003060856686862207,0.005370054779381588
28,0.00024328348541300445,0.004163668908435723
29,0.00019467634419193384,0.0032083202024986005
30,0.0001584489605036275,0.0024706293539754278
31,0.00013245604768390073,0.0019165020484220364
32,0.00011435088577102227,0.0015093047846237134
33,0.00010225223511157707,0.0012144638284312926
34,9.455867324107401e-05,0.001004848926296008
35,8.98107984498004e-05,0.0008585645332825424
36,8.694020477284132e-05,0.0007570874796987608
37,8.52091163804958e-05,0.000686905757609712
38,8.409225299784474e-05,0.0006387456074014477
39,8.328090067758846e-05,0.000605660886102324
40,8.259282703979754e-05,0.0005827897085123107
41,8.193199015483421e-05,0.000566875542000193
42,8.125808017211966e-05,0.0005556145929142661
43,8.055976127513856e-05,0.0005473961522428041
44,7.983848898994052e-05,0.00054110234118891
45,7.909725900390185e-05,0.0005360675558190921
46,7.834477281872311e-05,0.0005317198088521074
47,7.759150258638768e-05,0.0005277020966462877
48,7.683561723271182e-05,0.0005238652055355152
49,7.60817494937192e-05,0.0005200635441097206
50,7.533783643558654e-05,0.0005162383326671846
51,7.459540629288417e-05,0.0005123925725822391
52,7.386341965830906e-05,0.0005085134575004293
53,7.313849710044451e-05,0.000504638190145722
54,7.242194699536977e-05,0.0005007921664536685
55,7.171288456154945e-05,0.0004969539385738557
56,7.101235791322261e-05,0.0004932047945083301
57,7.032095234681873e-05,0.0004895249168902379
58,6.963512284016162e-05,0.00048594073801911595
59,6.896162859061144e-05,0.00048244075017349645
60,6.829333100561588e-05,0.00047906513671101684
61,6.763651044925556e-05,0.0004757753447575987
62,6.698899120112464e-05,0.00047259080563618363
63,6.634613232929313e-05,0.00046954823633784363
64,6.5717555409573e-05,0.00046658340571234107
65,6.509502075449296e-05,0.0004637411523920794
66,6.448337908609417e-05,0.0004610017252465089
67,6.388137538531988e-05,0.0004583690810584645
68,6.32890245386121e-05,0.00045584225705985363
69,6.270725502506776e-05,0.00045342248966168054
70,6.213377211637655e-05,0.00045110708525425745
71,6.1571659689539e-05,0.00044887122797148153
72,6.101825403319886e-05,0.00044676791889935563
73,6.047590812514322e-05,0.0004447541024332502
74,5.994371054714128e-05,0.00044283577061697153
75,5.942289277592717e-05,0.00044101534676256366
76,5.89094117207549e-05,0.00043929770158004314
77,5.8407859138116753e-05,0.00043767051980027864
78,5.791610785580679e-05,0.00043613901669587726
79,5.743502312735922e-05,0.0004347005495052228
80,5.696308825013827e-05,0.00043335340076779155
81,5.650375554058433e-05,0.00043209304299805015
82,5.605093753112523e-05,0.0004309267187009341
83,5.561189934907042e-05,0.00042983616271388084
84,5.5181053435314854e-05,0.00042884379334951183
85,5.475962373973995e-05,0.00042792233964963547
86,5.434977812137209e-05,0.0004270867449258208
87,5.39485236108651e-05,0.00042633035978912535
88,5.355819123268566e-05,0.00042565116771207804
89,5.3176325560218236e-05,0.00042504795871129065
90,5.280516662664347e-05,0.00042451538905587
91,5.2443706753647664e-05,0.0004240588315805399
92,5.209047310341995e-05,0.00042366662167076923
93,5.1747926956794666e-05,0.00042334483533658775
94,5.141360540211939e-05,0.00042308946394350853
95,5.108948511636184e-05,0.00042289556619636286
96,5.0773576626904716e-05,0.0004227645243598341
97,5.0466406186199585e-05,0.0004226918654762551
98,5.016842101474464e-05,0.0004226760406866027
99,4.98790489462868e-05,0.00042271664086461665
100,4.9598537321569097e-05,0.0004228105137643843
101,4.9325701037633244e-05,0.00042295489820180695
102,4.906197295633905e-05,0.0004231492800092132
103,4.880529021825534e-05,0.0004233903339903416
104,4.85576201335998e-05,0.0004236763533895257
105,4.831708186732916e-05,0.0004240060840658415
106,4.808482380808684e-05,0.0004243765520761539
107,4.785946678556234e-05,0.00042478653639769077
108,4.764186058142597e-05,0.00042523363077927426
