,Trends trend_ethereum-classic_loss,Trends trend_ethereum-classic_val_loss
0,0.0014928707867150758,0.19814858456288487
1,0.0013874553890575554,0.16670612436680754
2,0.0014069726159565213,0.15205925407488485
3,0.0010613648534544614,0.14068796380984883
4,0.0007995735586443839,0.12722613434653637
5,0.0006653680307367308,0.11308539554107287
6,0.0006155057844882908,0.101242285745203
7,0.0005878156439732175,0.09245247584729155
8,0.0005525370067839842,0.08549587865752623
9,0.0005196228225076618,0.07923339645970952
10,0.0004960873509634071,0.07363171789271772
11,0.0004774562685946695,0.06895002728897678
12,0.00045675999080388967,0.06497081338374083
13,0.00043337406736821673,0.061254396665194805
14,0.00041007103807579585,0.0576218034117675
15,0.00038755623948921963,0.054087414721812097
16,0.0003648159856146032,0.05061048106097978
17,0.0003417246797735888,0.047120405438025134
18,0.00031894608112129053,0.04362799578215465
19,0.00029647231959710897,0.04017063291851154
20,0.0002741353464969973,0.03676556983639386
21,0.0002520858647021819,0.03342966679945465
22,0.0002305279082997725,0.03019361237972236
23,0.0002094132575944397,0.02707244271089223
24,0.00018899539453222817,0.0240885005755858
25,0.0001692651169810421,0.021254404147794424
26,0.00015042713866857734,0.018586386718656405
27,0.00013262349768245423,0.0160903872783519
28,0.00011597773870058774,0.013793970943113004
29,0.00010043555039749865,0.011697417648493752
30,8.622942021412945e-05,0.00981223942665768
31,7.335456190830431e-05,0.008144860132789809
32,6.181596205156096e-05,0.006690848795774062
33,5.1661243725737386e-05,0.005448128377695468
34,4.2818260128626195e-05,0.004406165751082099
35,3.526834906784824e-05,0.0035497617603795343
36,2.892621712306224e-05,0.002864021521200203
37,2.3659536558369843e-05,0.002329196981038929
38,1.938662987886947e-05,0.0019257877826352012
39,1.5972031520535035e-05,0.0016327460973777554
40,1.3298053737111151e-05,0.001429735985969401
41,1.1241521466323049e-05,0.0012979045133144896
42,9.689562266580915e-06,0.0012203010851671258
43,8.540714645263026e-06,0.0011825040406124158
44,7.705942430934668e-06,0.0011725042040328965
45,7.11039581440951e-06,0.0011807376526542439
46,6.694097996579098e-06,0.001199911285984553
47,6.407331541647955e-06,0.0012246851938245587
48,6.214097816869184e-06,0.0012513428102901652
49,6.085654807193801e-06,0.0012774663392362024
50,6.002099292172641e-06,0.001301596055677053
51,5.9485218612694135e-06,0.001322991236821125
52,5.914857198630603e-06,0.0013413728476494304
53,5.894054476646653e-06,0.001356781583494884
54,5.881463787149232e-06,0.0013694336901472744
