,Criptos Close litecoin_loss,Criptos Close litecoin_val_loss
0,0.014142407682435265,0.18157730876714334
1,0.007019977005005911,0.13182043361252752
2,0.004508758038710588,0.09610021679565825
3,0.004892899205201659,0.0757967464882752
4,0.0057595164418734355,0.06760298452158084
5,0.00580356988906004,0.0662035830747122
6,0.0052665321734444845,0.06675677429670575
7,0.004660649024399704,0.066106541232131
8,0.004173116197798872,0.06311035892744174
9,0.003797189491779554,0.05814005657174121
10,0.0035098414431893447,0.05227213113129824
11,0.0032878759980801194,0.04652361674555417
12,0.0030965028416322566,0.04143365832238362
13,0.0029007323064852036,0.03710525016161217
14,0.002684011441205853,0.03332617883195822
15,0.002451480905546796,0.02983008098156973
16,0.002217064697252608,0.026442110195927238
17,0.0019915390253901996,0.023121265159256155
18,0.0017815995934665546,0.01996471878440901
19,0.001587041006048863,0.017059113273675413
20,0.001405665911894677,0.014465739447409394
21,0.0012349858612421601,0.01219958577561995
22,0.0010747041201336716,0.01025316455861789
23,0.0009264610868332715,0.0086067710607045
24,0.0007917010011258481,0.007248633059448209
25,0.0006715230678540023,0.006171649581506506
26,0.0005660200767197657,0.0053658406544562385
27,0.00047485551050189753,0.004814741587073639
28,0.0003968025310146997,0.004488200013493669
29,0.00033110232746774525,0.004351958798394464
30,0.00027685897557289693,0.0043698626452650146
31,0.00023310231921348678,0.004507016754527202
32,0.00019859904711049092,0.004728872189833515
33,0.0001719045474852339,0.005002860258194222
34,0.000151591814034779,0.005300005983518458
35,0.0001364122742008225,0.0055968060490043684
36,0.0001252920463167388,0.005875275523840696
37,0.00011727836648077201,0.006122390043804015
38,0.00011153956045578609,0.006329685042815647
39,0.00010742241300605023,0.006493122477469773
