,Criptos Close ethereum-classic_loss,Criptos Close ethereum-classic_val_loss
0,0.0012183100782119883,0.1808744714810298
1,0.001395674098883039,0.15153706990755522
2,0.0016063349534166404,0.13816649867938116
3,0.0013351350006325026,0.12674929545475885
4,0.0010892152719092197,0.1125312138062257
5,0.0009318304677995351,0.09679057277165927
6,0.000850502303085075,0.08222593137851128
7,0.0008037975852718004,0.07010442362381862
8,0.0007412632851180836,0.05997963765492806
9,0.0006575426131558532,0.05092297895596577
10,0.0005728398816874967,0.04257302215466133
11,0.0005005562416044995,0.035175229207827494
12,0.0004404644949737793,0.02903959069114465
13,0.00038641125362258975,0.024261038177288495
14,0.0003343996848763289,0.020754884641904097
15,0.0002864216520930103,0.018442727625370026
16,0.0002455192675720005,0.017268682041993506
17,0.00021202907996317104,0.017112221425542466
18,0.0001844545791195392,0.0177742366034251
19,0.00016200893472929377,0.01902614361964739
20,0.00014434440946878077,0.020638427052360315
21,0.00013114506677643827,0.022371126625400323
22,0.0001212808212865359,0.02401475149851579
23,0.00011379261587325555,0.02542359818919347
24,0.00010805349190307494,0.026509566519122858
25,0.00010356389751765304,0.027224416343065407
26,9.980318869705885e-05,0.027573420451237604
27,9.645108002587222e-05,0.027600357667184792
