,Ventana grande_v50_loss,Ventana grande_v50_val_loss
0,0.0001982860469054466,0.022145683572081656
1,0.0011167987442039986,0.04601820211472182
2,0.007221763240757919,0.11509191527448852
3,0.0016191865681070465,0.07904725778719475
4,0.0006499980074789258,0.02339898518704135
5,0.00018872876132169542,0.004327006154324345
6,0.00015621817675341373,0.011451057318983406
7,0.0001680120940442254,0.0062450865747262566
8,7.776219618522936e-05,0.0054704249989048674
9,0.00010709063231168894,0.006433078858616023
10,8.924960496281935e-05,0.0064600300653998195
11,9.754908748798949e-05,0.005329801729109524
12,2.3452450285543002e-05,0.0024643306929521777
13,2.8002523129285252e-05,0.004618034629825631
14,3.847704886084102e-05,0.002808846673799743
15,4.714230461080786e-05,0.0047701090024302485
16,5.037896673931347e-05,0.003487148880155693
17,6.307809626522562e-05,0.004611649022614262
18,4.3047071336598585e-05,0.003141450440784081
19,5.593856406239317e-05,0.0043273470806086374
20,3.799007828026082e-05,0.0028438501838787362
21,4.858804370449097e-05,0.004063905317111519
22,3.480673881861956e-05,0.0026603109175178767
