,Ventana grande_v10_loss,Ventana grande_v10_val_loss
0,0.00012290358233334094,0.018532187740008036
1,0.0012818032173527172,0.04560693545887868
2,0.0026015841708309988,0.09742338443174958
3,0.003039104971897662,0.11727652158588171
4,0.0027363198715344575,0.13392222548524538
5,0.001180396304152964,0.08753704751531283
6,0.0005262786762614269,0.015044563822448254
7,0.0002282971485935074,0.006747997816031178
8,0.00036790824444305295,0.028815689869225024
9,0.0002074154563160846,0.0037524813514513275
10,0.0001663776110907141,0.011920748309542735
11,0.0002046087754782396,0.0036786235015218455
12,0.00037786328066052497,0.04109203560898701
13,0.0002614240153093306,0.002142685609093557
14,0.00012432007552736952,0.004881010402459651
15,0.0004545930281968443,0.050831583638985954
16,0.0004934329956540751,0.017615274526178837
17,0.00010177991830460087,0.004500088879528145
18,0.00010899290943010935,0.01051281268397967
19,9.533476796642996e-05,0.0040107393986545505
20,3.3635748993058695e-05,0.0029477788989121716
21,4.685734842837519e-05,0.0044127622890907025
22,6.806503946089985e-05,0.0062771157051126165
23,6.356614679437674e-05,0.003653144514343391
