,Neuronas_n256_loss,Neuronas_n256_val_loss
0,0.004754026859313592,0.09848393722512257
1,0.007970014705634462,0.09317795093032136
2,0.0055635030683793725,0.0826307353617131
3,0.004297837770233552,0.065258314383441
4,0.0037377228774397968,0.05225875751040448
5,0.0030249149663020567,0.04029478526663506
6,0.0023613465674242927,0.029334794002017755
7,0.0017705626959541824,0.019988401610960906
8,0.0012451746130038332,0.012444291435096455
9,0.0008120008484372098,0.006918808745070435
10,0.00048408196928265943,0.0033694557610085643
11,0.0002635220547766029,0.0014625819903081175
12,0.0001361992931222254,0.0006673100602481214
13,7.54471128721502e-05,0.000450343974791039
14,5.23749864630096e-05,0.0004434839597549932
15,4.5599846727008686e-05,0.00047392818953670646
16,4.407008125927786e-05,0.0004933621619303508
17,4.380129816461536e-05,0.0005005029613558931
18,4.3779122153927316e-05,0.0005019007815347835
19,4.3805122276217456e-05,0.000501579655891006
20,4.384042456396186e-05,0.0005010072578108687
21,4.3876381008384014e-05,0.0005004932707839314
22,4.391231261419223e-05,0.0005000197561457753
23,4.3949344070897915e-05,0.000499537507682268
24,4.398829251244777e-05,0.000499025965377089
