,Stocks AAPL_loss,Stocks AAPL_val_loss
0,0.012623509006767437,0.16007670280577121
1,0.00500142072252501,0.10910144345513706
2,0.006584805629119791,0.08881682123260937
3,0.00808512134713003,0.08642496100102348
4,0.007566174010521379,0.09062932431697845
5,0.006486781787170076,0.09363682705095444
6,0.005630232067243464,0.09183575418488733
7,0.005009599361868425,0.08560460309187572
8,0.004580493400879632,0.07742900701089837
9,0.004314931951217011,0.06975488039268844
10,0.004105369766489014,0.06360874590517461
11,0.003838527093951901,0.058734879925333223
12,0.003494399396338682,0.05431370445709119
13,0.003115409134148524,0.049647435888476754
14,0.0027515140800983056,0.04460282315467966
15,0.0024226681281138084,0.03944453725527073
16,0.0021277524694136678,0.03453567726858731
17,0.0018511329638375633,0.030037800128432525
18,0.0015826155471711837,0.02590875216256613
19,0.0013275465696525556,0.022071380938949257
20,0.0010940946415120244,0.01850661952262637
21,0.0008883963194515171,0.015276531207150426
22,0.0007118338059323529,0.012456488485137621
23,0.0005598053651936781,0.01003391595407464
24,0.00043240828364659315,0.00798103819205158
25,0.00032985813771213953,0.006282914954441032
26,0.0002498328598783533,0.004909796565342909
27,0.00018992136672792164,0.0038306600810296236
28,0.00014645040761839984,0.0029995441490291864
29,0.0001163902446954115,0.002371197336235608
30,9.673606235020119e-05,0.0019067795786621242
31,8.45774531166401e-05,0.001570281481648656
32,7.748808534468e-05,0.0013295407487272188
33,7.366567138239913e-05,0.0011589175877000752
34,7.179836811492455e-05,0.0010390219120736952
35,7.096576196979196e-05,0.000955486018478271
36,7.059752082066803e-05,0.0008976015920654453
37,7.038786728001982e-05,0.0008574214151086307
38,7.018619262139667e-05,0.0008294968076328607
39,6.992932856979447e-05,0.0008099213946375182
40,6.96059076541007e-05,0.0007958562145459241
41,6.922814277824999e-05,0.0007852395185558446
42,6.881294686390066e-05,0.0007766806921953785
43,6.837461858950341e-05,0.0007692539606821434
44,6.792509069280892e-05,0.0007623060815164756
45,6.747216350216975e-05,0.000755466144778177
46,6.702175471281376e-05,0.0007485107521408762
47,6.657645707460249e-05,0.0007413892856874
48,6.613519951639611e-05,0.0007340159714114906
49,6.570140257459027e-05,0.000726483801069359
50,6.527331567050931e-05,0.000718832478976284
51,6.484879791634907e-05,0.0007111146141528741
52,6.44308892406534e-05,0.0007033449886687871
53,6.401760347425702e-05,0.0006956106477320708
54,6.360823158763521e-05,0.0006879455886310201
55,6.320205041750644e-05,0.0006803560054636207
56,6.280097019545541e-05,0.0006728874152825996
57,6.240237015500215e-05,0.0006655033760779034
58,6.200855342944248e-05,0.0006582635781331651
59,6.161769668052465e-05,0.0006511595445396058
60,6.123112095452994e-05,0.0006441614636080874
61,6.0848759764259485e-05,0.0006373063868564693
62,6.046997993413744e-05,0.0006305815848714575
63,6.009569028981201e-05,0.0006239798686724028
64,5.972561108325769e-05,0.0006175064689201442
65,5.935994796481669e-05,0.0006111604422491429
66,5.899872318052034e-05,0.0006049403073747867
67,5.864166685088334e-05,0.000598851141075593
68,5.828940763536991e-05,0.0005928853837152322
69,5.7941880092177344e-05,0.0005870470442627182
70,5.759892728642678e-05,0.00058133691822275
71,5.7260727395448064e-05,0.000575752434422444
72,5.69273768465875e-05,0.000570293801606515
73,5.659872067031108e-05,0.0005649650407869412
74,5.6275033805821755e-05,0.0005597701709685398
75,5.595568073585619e-05,0.0005546824949065587
76,5.564212873671739e-05,0.0005497318597499752
77,5.5332260546555486e-05,0.0005449220911471237
78,5.502784497575599e-05,0.0005401968460894007
