,Trends trend_monero_loss,Trends trend_monero_val_loss
0,0.01323859029631505,0.17274863863813467
1,0.00593233251965594,0.1202114352892185
2,0.003994875900640056,0.08521625896294911
3,0.0048210070971613644,0.06738953926097388
4,0.0055494876685498774,0.06160208634261427
5,0.0052574785511897894,0.06150164652144772
6,0.004550921776192798,0.061928705237377646
7,0.003927054017482476,0.06001744530666834
8,0.0034606532975174913,0.05533907305577706
9,0.003112890888754835,0.04901636023631041
10,0.0028639771044254303,0.04255173338213186
11,0.0026786407554821893,0.03692727527399173
12,0.002505408420666367,0.03239356914813491
13,0.002312728142280174,0.028687766442696255
14,0.0021042092649758547,0.025405420953857488
15,0.0018982247064082787,0.02225790040075094
16,0.001710469665905011,0.019189685497475767
17,0.0015465311368863131,0.01630496533437707
18,0.0014040999157332826,0.01372829203804334
19,0.0012774996047347099,0.011511564211941314
20,0.0011624918083778058,0.009635244228545276
21,0.0010573859326541424,0.008042955021748597
22,0.0009625682676874701,0.0066847495798920764
23,0.0008784371479039734,0.005533686378735235
24,0.0008042711649496836,0.0045760994798493115
25,0.0007384740995061209,0.0037966461145672306
26,0.0006790985527244964,0.0031682247210336827
27,0.0006251328741200268,0.002663624462211269
28,0.0005757705159298005,0.0022585905510289915
29,0.00053033381653682,0.0019330498227185901
30,0.0004883683236428248,0.0016719454032336843
31,0.0004493619374537455,0.0014620848861790594
32,0.0004129675280532917,0.0012923023989959352
33,0.00037895475166994306,0.0011535675329124105
34,0.0003472214102030507,0.001039193136264281
35,0.00031763913853217085,0.0009441278063981183
36,0.00029011541474396467,0.0008642545823628703
37,0.00026458948099619076,0.0007965649229249563
38,0.00024100114738946009,0.0007389108529956691
39,0.00021928221654031832,0.0006895757062178662
40,0.0001993575006263095,0.0006471874691471029
41,0.00018116075038072257,0.0006107669725114929
42,0.00016460870651878822,0.0005794898252238402
43,0.00014962010261543822,0.0005527093736240747
44,0.00013610868394942205,0.0005299013506770991
45,0.00012398076997387447,0.0005105910140314493
46,0.00011314660246850623,0.0004943811111205697
47,0.00010351434868697517,0.0004809222093130323
48,9.498860874017915e-05,0.00046987732974063047
49,8.747690980658524e-05,0.0004609365366806073
50,8.089463421359027e-05,0.0004538392511613924
51,7.515182549196787e-05,0.00044833083139282875
52,7.016547700830456e-05,0.00044418167357664854
53,6.585751338855192e-05,0.0004411859089246384
54,6.215428864421462e-05,0.00043915652324734574
55,5.898423867243952e-05,0.00043792838676318785
56,5.6284858063050685e-05,0.0004373568122879998
57,5.399730401421394e-05,0.00043731095167626253
58,5.2067554589620546e-05,0.00043767783021415185
59,5.044645233241702e-05,0.0004383659427824976
60,4.909138183340955e-05,0.00043929219794534575
61,4.7963802386931645e-05,0.0004403856221650695
62,4.702935403583561e-05,0.00044158970182440403
63,4.6258210162725835e-05,0.00044285929086082884
64,4.56246247497687e-05,0.00044415345490406985
65,4.510608084075656e-05,0.00044544133318898577
66,4.4683294262718304e-05,0.0004467011460145914
67,4.43398906403066e-05,0.00044791506009240605
