,Stocks MSFT_loss,Stocks MSFT_val_loss
0,0.0009415727976234988,0.15890262447870696
1,0.0016325416038923252,0.14841119142679068
2,0.0015787783038551705,0.1547920245390672
3,0.00112422961795416,0.15009349355330834
4,0.0008920260611026046,0.13740994609319246
5,0.0009084630000870675,0.12728927914912885
6,0.0009391202418975389,0.12170417033709012
7,0.0008522087591700256,0.11654306489687699
8,0.0007432406945064521,0.10943301136677082
9,0.000677872825270662,0.10170686932710502
10,0.0006416674945145273,0.09485973990880527
11,0.0005914029047394601,0.08857385699565594
12,0.0005273376904929486,0.08203531572451958
13,0.00047067204454483895,0.07534743043092582
14,0.00042326575763022096,0.06891851127147675
15,0.00037612536666879,0.06278016590155087
16,0.0003275829053913745,0.056753803904239945
17,0.0002834107446967839,0.05091285590942089
18,0.000244220186477133,0.045425472351220936
19,0.00020678152605586758,0.04024532666573158
20,0.0001733968238113448,0.035420263615938335
21,0.00014424670203320251,0.03101440117909358
22,0.000118986429207815,0.027025535989266176
23,9.794402397416819e-05,0.023472142620728567
24,8.07948163128458e-05,0.020366209057661202
25,6.71428004772259e-05,0.017678058204742577
26,5.6933101194982344e-05,0.015400109382776113
27,4.9401484899975075e-05,0.013501293384111844
28,4.4093767288499155e-05,0.011935444548726082
29,4.061255010758312e-05,0.010667093528004793
30,3.835889639538856e-05,0.009654762366643319
31,3.697516925827725e-05,0.008852038675775895
32,3.614359740402926e-05,0.008223069401887747
33,3.561245536660023e-05,0.007733154468811476
34,3.523586593263854e-05,0.007351504567150886
35,3.491434864162539e-05,0.007052715652837203
36,3.4601407605805434e-05,0.006815550777201469
37,3.4266789673263425e-05,0.00662323130437961
38,3.391152523153533e-05,0.006462106767755289
39,3.353141395424385e-05,0.006322561834867184
40,3.3135206159875874e-05,0.006196625244158965
41,3.2726948680087495e-05,0.006079287841342962
42,3.231128889288252e-05,0.005966922339911644
43,3.1887466880457046e-05,0.005857038096739695
44,3.14642042772343e-05,0.005748320514192948
45,3.103759641257616e-05,0.005640255788771005
46,3.061384576050421e-05,0.005532183326207674
47,3.0189801831371508e-05,0.005424220473147356
48,2.9766230559639203e-05,0.005316442666718593
49,2.9344964087403452e-05,0.0052089241261665635
50,2.8924537708427615e-05,0.005101841301299059
51,2.850590926055492e-05,0.004995351585631187
52,2.808922797087759e-05,0.004889589591095081
53,2.767347744408583e-05,0.004784665571955534
54,2.7261086450800158e-05,0.00468072216384686
55,2.6849272916688977e-05,0.004577695535352597
56,2.643978566014154e-05,0.00447575210665281
57,2.60311515795855e-05,0.004374973977414461
58,2.5627748912554056e-05,0.00427527532268029
59,2.52249949950895e-05,0.004176706147308533
60,2.4826746434533e-05,0.004079337303455059
61,2.4429147323154702e-05,0.003983141926045601
62,2.4037022250502978e-05,0.0038881791898837457
63,2.364637853483705e-05,0.003794481225598317
64,2.32612292165868e-05,0.0037019250986094657
65,2.2875488516897e-05,0.0036107623734726356
66,2.249818310072162e-05,0.0035208763841253063
67,2.2120314847248104e-05,0.003432299834317886
68,2.1749738292643226e-05,0.003345128041333877
69,2.1380526539780058e-05,0.0032592414376827385
70,2.1017858531335012e-05,0.0031748019660321567
71,2.0656426316306282e-05,0.003091711300210311
72,2.0302071509202226e-05,0.003010096995589825
73,1.994997238888083e-05,0.0029298574305497683
74,1.9604055873619822e-05,0.0028510364130712473
75,1.926152407787203e-05,0.0027736621693922924
76,1.8924289249228492e-05,0.0026977425082944906
77,1.8591028072898134e-05,0.0026232748865508116
78,1.826323372929787e-05,0.0025503190879065255
79,1.7940199261199898e-05,0.0024787638909541643
80,1.7621337694715923e-05,0.002408779333703793
81,1.7308444302426113e-05,0.0023402284400967453
82,1.7000340449158102e-05,0.0022732139421770205
83,1.6696609656299606e-05,0.002207647794141219
84,1.6398925743907548e-05,0.0021436161075073937
85,1.6106523127326418e-05,0.002081046883876507
86,1.581818686155692e-05,0.0020199424873750945
87,1.553673938850317e-05,0.001960328833844799
88,1.5259186511684675e-05,0.0019021712315197175
89,1.4987844224378932e-05,0.0018455395833230936
90,1.4721195104637165e-05,0.0017903466852238546
91,1.4460538750427077e-05,0.0017366585894845999
92,1.4204819238399908e-05,0.001684383381731235
93,1.3954971738992474e-05,0.0016335803442276441
94,1.3710160111748757e-05,0.0015841644758788438
95,1.3471024011288626e-05,0.0015362087422265457
96,1.3236782811313438e-05,0.001489650708838151
97,1.3008572190861181e-05,0.0014445372821333317
98,1.278518476073469e-05,0.0014007510080073888
99,1.256802715943195e-05,0.0013583904275527368
100,1.2355156846192236e-05,0.0013173158961133314
101,1.2148299657173293e-05,0.0012776575301988767
102,1.1946793795057321e-05,0.0012392585989660942
103,1.1750144669629382e-05,0.001202188879967882
104,1.155905514539112e-05,0.0011663956460184776
105,1.1373036403920896e-05,0.001131880061271099
106,1.1192355207010853e-05,0.0010986111771601897
107,1.1016698758444712e-05,0.0010665541407293999
108,1.0846123621796813e-05,0.00103569424782808
109,1.0680863887011163e-05,0.0010060143585388477
110,1.0520146413630126e-05,0.0009774821989524823
111,1.0364542854054329e-05,0.0009500969720717806
112,1.021381338152703e-05,0.0009238378126890614
113,1.006776259460961e-05,0.0008986450982494996
114,9.926668798680812e-06,0.0008745373656543401
115,9.790299985140267e-06,0.0008514371808045185
116,9.65778024062904e-06,0.0008293586030889016
117,9.530509137570894e-06,0.0008082919879458272
118,9.407716893642479e-06,0.0007881550297427636
119,9.288679131294395e-06,0.0007689620923394194
120,9.174349613133996e-06,0.0007506918627768755
121,9.06431343467445e-06,0.0007332917661047899
122,8.958090487654912e-06,0.0007167432654219178
123,8.856006720984275e-06,0.0007010327490906303
