,Stocks GOOGL_loss,Stocks GOOGL_val_loss
0,0.0006051098341861059,0.15843510398497948
1,0.002392833797225299,0.1630545717019301
2,0.0016361909197607578,0.17093060108331534
3,0.001106313586485787,0.15896122959943917
4,0.0009612279704574925,0.14373489985099205
5,0.0010907156225025223,0.13574795539562517
6,0.0010635602420034746,0.13175835746985215
7,0.0009216027549253061,0.12581265201935402
8,0.0008145761497032184,0.11757259758619162
9,0.0007751665498989706,0.10980323071663196
10,0.0007433111918194649,0.10337668428054222
11,0.0006808967121357385,0.09711579863841717
12,0.0006126486315714339,0.09032539220956656
13,0.0005594335525529459,0.0835051628259512
14,0.000514166837652178,0.0770696378671206
15,0.00046447521946482506,0.07084784140953651
16,0.00041362902489849006,0.06463435865365542
17,0.0003687965061264829,0.05859300838066982
18,0.00032746658409730747,0.05284972087695049
19,0.0002873583669917515,0.047369214777763076
20,0.0002500084475076829,0.042145260251485385
21,0.00021719675490972944,0.037271142579041995
22,0.00018746432257243074,0.03277407128077287
23,0.00016114003609310693,0.028645663593824092
24,0.00013877092603182135,0.024925913088596784
25,0.00011981751679111487,0.021613937157851
26,0.00010410711855421631,0.018696474341245797
27,9.157371487862502e-05,0.016162708974801578
28,8.17613399703987e-05,0.013996844108288106
29,7.42077586787323e-05,0.012163327863583198
30,6.856945625398881e-05,0.010624862347657863
31,6.436082968810716e-05,0.009349241422919126
32,6.126283495597399e-05,0.00829989305482461
33,5.89085077360953e-05,0.0074389135608306295
34,5.709046700548452e-05,0.00673443150634949
35,5.552426591748372e-05,0.006158613528196628
36,5.4162591158484036e-05,0.005684106610715389
37,5.287434032652527e-05,0.005291048580637345
38,5.1583561938829145e-05,0.004960318955664451
39,5.03079681948293e-05,0.004678221706014413
40,4.901318607153371e-05,0.004433999267908243
41,4.769820784881281e-05,0.004216745710716798
42,4.638543312187092e-05,0.004021429600050816
43,4.506118560899407e-05,0.0038418133671467122
44,4.374849203696403e-05,0.0036741166303937253
45,4.243861537990877e-05,0.003516323327158506
46,4.1153071204182474e-05,0.0033657396427140785
47,3.9879504653911754e-05,0.0032215361268474506
48,3.861645829881756e-05,0.0030824242947766413
49,3.738940022930574e-05,0.0029484662585533583
50,3.617948879344532e-05,0.002818900626152754
51,3.5001788021942885e-05,0.0026937878977220794
52,3.3840808800260464e-05,0.0025728335245870627
53,3.271955406839529e-05,0.0024561784588373625
54,3.160809893205833e-05,0.0023436721127766827
55,3.053946476519251e-05,0.002235334975501666
56,2.9490986679985115e-05,0.002131264620962051
57,2.847159983223089e-05,0.0020311008780621565
58,2.7479146340808187e-05,0.0019352311232628731
59,2.6519765994565274e-05,0.0018432868393854452
60,2.5581337887650498e-05,0.0017553989668018543
61,2.4678131152401104e-05,0.001671348035765382
62,2.379824162254898e-05,0.0015911787676696593
63,2.294942281038787e-05,0.001514829551944366
64,2.212997731895974e-05,0.0014421756809147505
65,2.133533612672741e-05,0.0013730638624670415
66,2.056988355784247e-05,0.00130756559351889
67,1.9834328598405522e-05,0.0012455395995997465
68,1.9124473160795438e-05,0.0011867831389491374
69,1.8440614299974048e-05,0.001131354526688273
70,1.7786315416182893e-05,0.001079001517679829
71,1.7156276813833618e-05,0.0010297710183434761
72,1.6554540287380896e-05,0.0009834857729191964
73,1.597812633218172e-05,0.0009400441060559108
74,1.5425749482416835e-05,0.0008993805117475298
75,1.489999732047391e-05,0.0008613709091710356
76,1.4397561034666769e-05,0.0008259124856872054
77,1.392074206635768e-05,0.0007929158074638018
78,1.3463960875434657e-05,0.0007622114902075666
79,1.3032385630559964e-05,0.0007338048263381307
80,1.2620866073120851e-05,0.0007075023873207661
81,1.2232930203026626e-05,0.0006832835945085838
82,1.186419159729177e-05,0.0006609488941299227
83,1.151691517756822e-05,0.0006405014920836458
84,1.118820105497994e-05,0.0006217542820825026
85,1.0877692357798178e-05,0.0006046678978376663
86,1.0587066194253006e-05,0.0005891406460880087
87,1.0312070606652504e-05,0.0005750418103371675
88,1.00545874794569e-05,0.0005623541163423887
89,9.813464902645837e-06,0.0005509215630949116
90,9.587200810738768e-06,0.0005407018828778886
91,9.376055808948317e-06,0.0005315910630787795
92,9.178989820121877e-06,0.000523520924616605
93,8.994629752123728e-06,0.0005164081454635239
94,8.823389285120917e-06,0.0005101954492811973
95,8.664383270885222e-06,0.0005048023527846313
96,8.516513984292173e-06,0.000500157954565321
97,8.379275991151539e-06,0.00049620773195504
98,8.252474694577708e-06,0.0004928918430008567
99,8.135123222858125e-06,0.0004901470383629203
100,8.026892723696968e-06,0.00048792612058325455
101,7.927080280121747e-06,0.00048617445953333605
102,7.835344044556572e-06,0.0004848465010022315
103,7.750961668324844e-06,0.0004838974698661612
104,7.673489073148141e-06,0.0004832858103327453
105,7.6025426971262696e-06,0.0004829732128060781
106,7.537715016671707e-06,0.0004829232348129153
107,7.4783602380753455e-06,0.0004831028188793705
108,7.42421523752385e-06,0.00048348209999788267
109,7.374947734625983e-06,0.0004840321713485397
110,7.330094621675716e-06,0.0004847276946887947
111,7.289353561645839e-06,0.00048554560635238886
112,7.252326668094611e-06,0.0004864637963831998
113,7.218821775285715e-06,0.0004874630831182003
114,7.188549856297099e-06,0.0004885263714151314
115,7.1611953339575284e-06,0.0004896380571433558
116,7.136504564186907e-06,0.0004907842421044523
