,CombinacionCriptos_n512_loss,CombinacionCriptos_n512_val_loss
0,0.0014817499069060191,0.19925297439590958
1,0.0014284833138115888,0.15660734179098745
2,0.0014537120399581006,0.13028737742546176
3,0.0011346325343705652,0.10848328692853944
4,0.0008494333269782672,0.08667927253837428
5,0.0006608090426942164,0.0661790654186375
6,0.0005483811438345343,0.049324589789160024
7,0.0004671889714211657,0.03670499410695773
8,0.0003897718823522576,0.02751185614153866
9,0.0003258104154441798,0.020993216205696184
10,0.0002847101258196722,0.01682599027802752
11,0.00026178897672606065,0.014551464945447347
12,0.00024636746333692655,0.013448318932205439
13,0.0002332083181687823,0.012915088972153743
14,0.00022211718524051908,0.012620177085334357
15,0.00021304561749816494,0.012409393602504957
16,0.00020481029216080812,0.012216100238325181
17,0.00019694346425119664,0.012019170390457407
18,0.00018978709716269024,0.011817217092530048
19,0.00018323363251849425,0.011612006482352649
20,0.00017690967526941075,0.011403873135635921
21,0.00017080198389416454,0.011193177370308352
22,0.00016493902037551333,0.010979825750085687
23,0.0001592599476056466,0.010762974596774775
24,0.0001537406484910079,0.010541722124581002
25,0.00014840262017909377,0.010315742328270408
26,0.00014323301837983548,0.010085092703542433
27,0.0001382156287720196,0.009850293363267478
28,0.00013334199669289842,0.00961208193416684
29,0.00012860318438019143,0.009371236186043536
30,0.000123994876890374,0.009128504132559476
31,0.000119503156940091,0.008884542275312518
32,0.00011512748376333562,0.008639961319459865
33,0.00011086727738811457,0.008395329987522493
34,0.00010671691211615882,0.00815118471745494
35,0.00010267705998137163,0.007908068859010688
36,9.874423604058332e-05,0.007666462666763008
37,9.491804161942217e-05,0.007426867650221448
38,9.120316345683368e-05,0.00718965638459714
39,8.758030775770899e-05,0.006955219475044446
40,8.407586760730444e-05,0.006723994158269945
41,8.066217771015507e-05,0.006496280577988171
42,7.734775652893442e-05,0.006272349106378792
43,7.413708124298232e-05,0.006052501411138733
44,7.10189512070684e-05,0.005836934582445739
45,6.799191724285791e-05,0.00562595267402978
46,6.507382697371904e-05,0.005419651435087781
47,6.221954757443914e-05,0.005218143759618613
48,5.949946726029662e-05,0.0050217951628695095
49,5.6820364838777775e-05,0.0048305370983444465
50,5.425582206923484e-05,0.00464452535475889
51,5.176297724747276e-05,0.0044638350555934935
52,4.937237069445608e-05,0.004288660793388186
53,4.703443167175066e-05,0.004118858126553992
54,4.481023456756995e-05,0.0039547340952106255
