,CombinacionCriptos_n512_loss,CombinacionCriptos_n512_val_loss
55,4.263589454984123e-05,0.0037960605965234526
56,4.055526925704042e-05,0.0036430101310603383
57,3.854826069028071e-05,0.0034955546090548687
58,3.661438565983145e-05,0.003353678840712821
59,3.4757694108017204e-05,0.0032173890508865274
60,3.297053969490211e-05,0.003086631482636387
61,3.126141529704429e-05,0.0029614090097852606
62,2.9617724292560418e-05,0.0028416222155725293
63,2.804853804173787e-05,0.0027272552424995613
64,2.6546437277656802e-05,0.002618214557108985
65,2.5114222086459968e-05,0.0025144394387083113
66,2.3748854229689484e-05,0.0024158335637208843
67,2.245010858861545e-05,0.002322335359024669
68,2.121537316961922e-05,0.0022337777888371555
69,2.0048199707357414e-05,0.0021501023789929335
70,1.8942574232004675e-05,0.002071158592935559
71,1.7897690765892564e-05,0.0019968325812908367
72,1.6913693430107126e-05,0.0019270074938631746
73,1.5988034812670033e-05,0.0018615054124427482
74,1.5121337007957295e-05,0.001800215185412075
75,1.4309044574985804e-05,0.0017429597537256469
76,1.3551022555264894e-05,0.0016895988003604791
77,1.2844400703779534e-05,0.0016399642264024038
78,1.2188155636045127e-05,0.0015938958155052845
79,1.1579762226461783e-05,0.0015512249184279773
80,1.101816804308809e-05,0.0015117904115545232
81,1.0499455591584104e-05,0.0014754215828797295
82,1.0023732992830304e-05,0.0014419490885189618
83,9.58671377950602e-06,0.001411208581787434
84,9.187604691835663e-06,0.0013830306033473
85,8.82350064213734e-06,0.001357256047127476
86,8.49277836276403e-06,0.001333725217283388
87,8.192717953436442e-06,0.0013122870663781303
88,7.921499650553061e-06,0.0012927862790544048
89,7.677058600481456e-06,0.0012750797395109515
90,7.457297745208624e-06,0.0012590303095365483
91,7.2603495876941725e-06,0.0012445071739075352
92,7.084203768822928e-06,0.0012313840499009229
93,6.927266329602547e-06,0.00121953640487199
94,6.787666088035802e-06,0.001208859978797884
95,6.663942047994207e-06,0.0011992447389951668
96,6.554512171630848e-06,0.0011905977398557358
97,6.457905112617204e-06,0.0011828282986544381
98,6.372962281813129e-06,0.0011758442288880382
99,6.298360945076022e-06,0.0011695739890117782
100,6.23305241555319e-06,0.0011639488035474312
101,6.17594406126158e-06,0.0011589022176263254
102,6.126145417360668e-06,0.00115437063192256
103,6.082822371978136e-06,0.001150302472524345
104,6.045171226819661e-06,0.0011466523788269025
105,6.0125017355384754e-06,0.0011433725022087413
106,5.9842493123863635e-06,0.0011404221723518096
107,5.959795164603409e-06,0.0011377708778585777
108,5.938700720314744e-06,0.0011353802882627514
109,5.920494797374728e-06,0.001133225363686927
110,5.904806220472486e-06,0.0011312793218723137
111,5.89130628243818e-06,0.0011295196032613394
112,5.8796825267428396e-06,0.0011279265798458998
113,5.869682814771611e-06,0.0011264802089484393
114,5.861085094520529e-06,0.0011251660983640055
115,5.853688463495688e-06,0.0011239690602225952
116,5.847322350099835e-06,0.0011228762272637615
117,5.84184566614868e-06,0.0011218766891589959
118,5.837120918216942e-06,0.0011209606054462184
119,5.8330478363928736e-06,0.0011201177075243563
120,5.8295342403818555e-06,0.0011193421938695198
121,5.826486497328516e-06,0.001118625392021288
122,5.8238509357707244e-06,0.001117961258004027
123,5.821558539341935e-06,0.0011173436660627443
124,5.819565877791019e-06,0.0011167696894585225
125,5.817822951458833e-06,0.0011162330917937082
126,5.816300483635763e-06,0.0011157296417080914
127,5.8149634644131546e-06,0.0011152567270727566
128,5.813783708850859e-06,0.001114811364384291
129,5.812739188010056e-06,0.0011143900756146912
130,5.811814280755506e-06,0.0011139905132153188
131,5.8109935876882825e-06,0.001113609837999275
132,5.810258345782357e-06,0.0011132485781650036
133,5.8095928305508195e-06,0.001112900309703382
134,5.809001525577056e-06,0.0011125675427596554
135,5.808458534690642e-06,0.0011122480317688555
136,5.807965703188679e-06,0.0011119375905899469
137,5.807517215190792e-06,0.001111637085122018
138,5.807106542629637e-06,0.0011113495383149952
139,5.806718754007487e-06,0.001111066680832589
140,5.806369707228862e-06,0.0011107889388895723
141,5.806043893905801e-06,0.0011105222265767164
142,5.805725392243658e-06,0.0011102604537371022
143,5.805439158852216e-06,0.001109998474043817
144,5.805181234422927e-06,0.0011097463550169236
145,5.804910009573185e-06,0.0011095008909055763
146,5.804650316890767e-06,0.001109250309330619
147,5.804440811779619e-06,0.001109005478287716
148,5.804215133071575e-06,0.0011087748489519659
149,5.803960485829806e-06,0.0011085333477721111
150,5.803776611932982e-06,0.0011082882165508576
151,5.8036074910173625e-06,0.0011080694577294934
152,5.80334417914735e-06,0.0011078430636023934
153,5.80314103298263e-06,0.0011075889607044783
154,5.803063227965839e-06,0.001107372317563219
155,5.802807744515098e-06,0.00110717526586988
156,5.802503866174793e-06,0.001106910295938411
157,5.802516794529232e-06,0.0011066693191085595
158,5.8024011177020695e-06,0.0011065204017834107
159,5.8018745484565625e-06,0.0011062697701787283
160,5.801846799472552e-06,0.001105949605915172
161,5.802148300724432e-06,0.0011058453622481916
162,5.801411277411529e-06,0.0011057002337126077
163,5.800858868369236e-06,0.0011052368920727456
164,5.801899694857593e-06,0.001105068685402247
165,5.801564638136933e-06,0.0011052158045436232
166,5.799551185988124e-06,0.0011046567579638983
167,5.800911117336556e-06,0.0011040732170231949
168,5.80301617288975e-06,0.0011046778233644884
169,5.798939526372605e-06,0.0011045118670695085
170,5.7977307139578845e-06,0.0011028934882045531
171,5.805705625766865e-06,0.0011035374602426059
172,5.802427011993372e-06,0.0011051495728844945
173,5.793085056361896e-06,0.0011022514538562372
174,5.805121267904491e-06,0.001100801100785082
175,5.819425067716675e-06,0.001105991725171031
176,5.797541877301746e-06,0.0011044326719389227
177,5.7947195649124425e-06,0.0010963914721573065
178,5.872325922880483e-06,0.0011031175116923723
179,5.839783469593746e-06,0.0011136653479034743
180,5.848646719077956e-06,0.0010944490113164768
181,5.946904184008214e-06,0.0010907413584203267
182,6.149522922603579e-06,0.0011285568918447848
183,6.221667233096149e-06,0.0011112930201194133
184,6.2106823748793484e-06,0.0010815566407578175
185,7.820998223545125e-06,0.0011100810105827722
186,7.219535738600405e-06,0.0012237868196723505
187,1.0401706329367917e-05,0.0010856615643070873
188,1.0960875563097402e-05,0.0011150144436973925
189,1.8444885006092666e-05,0.0014095240347626165
190,2.4339108849819825e-05,0.0012899144997142932
191,2.7676985583706828e-05,0.0016123249189743448
192,8.01706520170897e-05,0.0011480098911599557
193,5.640363445662324e-05,0.003348820908226011
194,0.00015799986073590454,0.0011637951141561973
