,Neuronas_n4_loss,Neuronas_n4_val_loss
0,0.0007501008252902991,0.12291609295285665
1,0.0010255719224425354,0.11914905203649631
2,0.000972399497256377,0.11681590573145793
3,0.000891971681015163,0.11272394628478931
4,0.0008600569373042022,0.10868560923979832
5,0.0008313432166197834,0.1048127504495474
6,0.0008007435303975049,0.10098150601753822
7,0.0007702540446748921,0.09717224065500957
8,0.0007406780527722171,0.09339289574955519
9,0.0007113126344637959,0.08964197566876045
10,0.0006821994452716004,0.08591311353330429
11,0.0006533919105584993,0.08220827307265538
12,0.0006248725826830756,0.07852850009042484
13,0.0005966449087351905,0.07487665947813255
14,0.0005686769003519798,0.07125626432781036
15,0.0005409943979045168,0.06767021828832534
16,0.0005135792316650623,0.06412165927199218
17,0.0004866010557494659,0.06062137822692211
18,0.00045992429148519965,0.05717093089165596
19,0.00043370560762503795,0.053780220448970795
20,0.00040787912343358376,0.05045277030708698
21,0.0003825894531333828,0.047197805681767374
22,0.00035786552353574033,0.04402117126692946
23,0.0003337188431504938,0.04093143343925476
24,0.0003102253116104783,0.037936150669478454
25,0.00028742716589336993,0.03504064521537377
26,0.0002653780963135852,0.03225335389232406
27,0.00024415326606685994,0.029581085456391938
28,0.00022375871948007934,0.027027970251555625
29,0.00020426701771961793,0.024600322716511212
30,0.00018572163965193165,0.022302416189072225
31,0.00016815304425895543,0.02013795622266256
32,0.00015157902968299962,0.018108864207393847
33,0.00013604213950202393,0.01621802136875116
34,0.00012154317435558299,0.014464987119516501
35,0.00010809676380701533,0.012849285509079121
36,9.570467153270538e-05,0.011369109520903574
37,8.435308421457403e-05,0.010021539315438041
38,7.40294357928388e-05,0.008802712429314852
39,6.46981971171429e-05,0.007707415345626382
40,5.6333066724461715e-05,0.0067299058338483935
41,4.888664109505324e-05,0.0058635526891941065
42,4.231109761139333e-05,0.0051008683109942535
43,3.655459895613743e-05,0.004434338699166591
44,3.155188482668773e-05,0.0038557334628421813
45,2.724554515181738e-05,0.0033569746704485556
46,2.3569188557486927e-05,0.002929928752844437
47,2.046005163418403e-05,0.002566747658420354
48,1.7852490633283825e-05,0.0022597625077021522
49,1.5686830752114336e-05,0.002001849229250533
50,1.390420708101094e-05,0.0017863780152625763
51,1.2450179219478321e-05,0.0016072757739143877
52,1.1275295296268969e-05,0.0014591198033975582
53,1.033424385901491e-05,0.0013370445460448256
54,9.587580044887125e-06,0.0012368339969095988
55,8.999864552204319e-06,0.0011548110084661928
56,8.541621110243095e-06,0.0010878459657900608
57,8.186988222947688e-06,0.0010332834197190376
58,7.914805234594705e-06,0.0009889053516627217
59,7.707532321231925e-06,0.0009528663207535059
60,7.5507579227772885e-06,0.0009236333907420675
61,7.433001688748565e-06,0.000899961835015207
62,7.345116767527753e-06,0.0008808283332305459
63,7.279858406351335e-06,0.0008653997815249917
64,7.23172254660872e-06,0.0008530069518691072
65,7.196365780478468e-06,0.0008430940148313171
66,7.170565471990532e-06,0.0008352210564995543
67,7.151831462911455e-06,0.000829022804772159
68,7.138335121226191e-06,0.0008242038938288505
69,7.1287304073472605e-06,0.0008205255071516149
70,7.121997706113129e-06,0.0008177899345845127
71,7.11741997550829e-06,0.0008158350761872358
72,7.11444399843668e-06,0.0008145262019332642
73,7.1126896410935214e-06,0.0008137532680008847
74,7.111879672659317e-06,0.0008134282330642096
75,7.111792967315558e-06,0.0008134738018270582
76,7.112296735009784e-06,0.000813829242430914
77,7.113262253819987e-06,0.0008144422127560785
78,7.114626252101831e-06,0.0008152739812011042
79,7.1163024819917646e-06,0.0008162895280223053
80,7.118277767841181e-06,0.000817460817275927
81,7.120496058759657e-06,0.000818767894928057
82,7.122942450293452e-06,0.000820191554129661
83,7.125603643815409e-06,0.000821718457490743
84,7.128448654743107e-06,0.0008233380520743175
