,Ventana grande_v50_loss,Ventana grande_v50_val_loss
0,0.00013468307178750319,0.037768729934186646
1,0.0007158638835964593,0.0484982096975801
2,0.0018407091748587037,0.09966076142860181
3,0.0014142857633285327,0.015701521714829435
4,0.002467435264296717,0.09570227849363076
5,0.0013512936732906677,0.0792609051321492
6,0.0008373177640047894,0.0442247853586168
7,0.0003431853648097868,0.0014244663585541825
8,7.306695423069713e-05,0.0011859784029762852
9,4.165488296322762e-05,0.001366387563522416
10,4.0091391323897765e-05,0.00228281576783782
11,0.00013332117698449322,0.013893297468923559
12,0.00019210758244923336,0.0014997784864402028
13,3.7275092750226605e-05,0.005219818535025673
14,0.00010451911284598273,0.0013621764462158987
15,4.340983903400936e-05,0.006114236474262945
16,0.0001109095745307812,0.0013805748953606295
17,1.8093422779496207e-05,0.0019752492639000968
18,3.212165786706721e-05,0.001012870914895426
19,2.342308955645201e-05,0.0026332766071639276
20,4.389494645720609e-05,0.0009867533267654404
21,2.1266387131452742e-05,0.002578239577511946
22,4.555715877175298e-05,0.0009426814586281626
23,2.0103250379160998e-05,0.002492826225029098
24,4.4890799711198506e-05,0.0008954154327511787
25,1.8927184094012993e-05,0.0023844512838004815
26,4.3356514275600224e-05,0.0008526084547147456
27,1.7877038078380552e-05,0.0022806217799885104
28,4.168291842220104e-05,0.0008162988004077113
29,1.6969788576817438e-05,0.002189413286896065
30,4.016868633422718e-05,0.0007862242719516008
31,1.6218533495831628e-05,0.0021177991669662673
32,3.898911645500439e-05,0.0007615599245058768
33,1.5573686311535026e-05,0.0020609272907328125
34,3.8078256206651046e-05,0.0007410117453246405
35,1.501574522282883e-05,0.0020186307303833237
36,3.7466445896044585e-05,0.0007246714955515633
37,1.4513751872954979e-05,0.0019825817076395257
38,3.6964429487264655e-05,0.0007114608071255263
39,1.406652061843782e-05,0.0019543994020557766
40,3.656793193261944e-05,0.0007011545445732396
41,1.365757600868881e-05,0.0019315345297482881
42,3.627954369809654e-05,0.000693635048457619
43,1.3276052437972933e-05,0.0019094291133712037
44,3.595633940005997e-05,0.0006885735924835458
45,1.2927816983116799e-05,0.0018897109636754701
46,3.564638757899332e-05,0.0006857632443007796
47,1.2613587640808331e-05,0.0018720372457696934
48,3.5352031750105627e-05,0.0006849832710518379
49,1.2329518786102217e-05,0.0018561950019287943
50,3.505815270314501e-05,0.0006861156769887065
51,1.2069427131993709e-05,0.001841646684992193
52,3.477631089665029e-05,0.0006887486317392552
53,1.1835165563789272e-05,0.0018277070108763498
54,3.4471867398091066e-05,0.0006928767990132775
55,1.162463539949753e-05,0.001814793964678591
56,3.417471673791891e-05,0.0006981703001215602
57,1.1436657335693642e-05,0.0018032129167231045
58,3.3892740767175444e-05,0.0007042561403729699
