,CriptosTrends_n512_loss,CriptosTrends_n512_val_loss
0,0.0006353029100584815,0.1500254479738382
1,0.003226058260434701,0.15987994120671198
2,0.0016520728072814213,0.1552254442985241
3,0.0009017023582530853,0.12864233897282526
4,0.0010873622517325343,0.11240828610383548
5,0.0011931915830176037,0.10623934406500596
6,0.0009199274813559336,0.0967655204809629
7,0.0007446738555490111,0.08434396409071408
8,0.0007538628504754832,0.07507406633633834
9,0.0007038233362926313,0.06788504009063427
10,0.0005902973755907554,0.06004337393320524
11,0.0005246991489772112,0.052659749411619626
12,0.0004855713733167459,0.04661980901773159
13,0.0004222045944726023,0.041105471551418304
14,0.00036618054974286887,0.03605163126037671
15,0.00032707548010736133,0.03183440405588884
16,0.0002858527698733199,0.02824756331168688
17,0.0002492982015470401,0.0252150076513107
18,0.0002212164881012331,0.02277137253146905
19,0.00019600603319794082,0.02081256961593261
20,0.00017543512736805357,0.019257614818903115
21,0.00015942913411820953,0.018038574462899797
22,0.00014621260029693635,0.01706946025101038
23,0.00013585680146486714,0.016279579068605717
24,0.0001275337361641085,0.015609689629994906
25,0.00012064104577383169,0.01501374992613609
26,0.00011490173374813121,0.014460337849763723
27,0.00010981055451198839,0.013928311518751658
28,0.00010525481103776165,0.013406998191315394
29,0.00010095540682624023,0.01289183023170783
30,9.69201666101491e-05,0.012381185705845173
31,9.305317367901668e-05,0.011875609294153176
32,8.926865260806293e-05,0.011377209152739782
33,8.563831047817635e-05,0.010886914956455048
34,8.208016459740556e-05,0.01040604431182146
35,7.863735048046622e-05,0.009935795616071958
36,7.527279152642362e-05,0.009476684535352083
37,7.201382798554662e-05,0.009029178163753105
38,6.884784726515555e-05,0.008593580327354945
39,6.576909800060093e-05,0.008170404758017797
40,6.279027743753082e-05,0.007759839224700744
41,5.991021666537003e-05,0.0073621239369878405
42,5.712042268267116e-05,0.006977489934517787
43,5.4438520657221e-05,0.006606001371087937
44,5.1844688921566835e-05,0.006247957237064838
45,4.935568610492807e-05,0.005903567760609663
46,4.6969423307858124e-05,0.005573000436505446
47,4.4670490471896934e-05,0.005256216041743755
48,4.2476162399487715e-05,0.004953346788310087
49,4.037781526186826e-05,0.004664370933404336
50,3.8386112254766675e-05,0.004389110737695144
51,3.6475482724759226e-05,0.004127503121988132
52,3.466807846472455e-05,0.0038793993612321522
53,3.294487130635669e-05,0.003644754680303427
54,3.131380071863532e-05,0.0034232599517473807
55,2.97760151834854e-05,0.0032146434442928205
56,2.8315442250459455e-05,0.003018634823652414
57,2.6944524226844525e-05,0.0028349077687240564
58,2.5648098016972654e-05,0.0026630848431243347
59,2.4432181607363207e-05,0.002502858370112685
60,2.329242782322511e-05,0.0023536581832628986
61,2.222267385849801e-05,0.002215068841066498
62,2.122039677487919e-05,0.002086618055517857
63,2.0283427217621535e-05,0.0019678697169113616
64,1.9409976280607785e-05,0.0018583172036764713
65,1.8593173640860747e-05,0.0017573992148614847
66,1.7833026644299163e-05,0.001664710517686147
67,1.7123574042880835e-05,0.0015796741757255334
68,1.6463503715595623e-05,0.0015018411482182832
69,1.585018575357166e-05,0.0014306973271931594
70,1.5277417752748497e-05,0.0013657236435952096
71,1.4746895710861561e-05,0.001306596534469953
72,1.4252765350437794e-05,0.0012526798169486797
73,1.3792621617680057e-05,0.0012036931450263811
74,1.3366001509824015e-05,0.0011591287687993967
75,1.2968067074745284e-05,0.0011186177054276834
76,1.2597781488483843e-05,0.0010818151864581383
77,1.2252663019843078e-05,0.0010483700853700822
78,1.1930135979827564e-05,0.0010179616510868073
79,1.162955630626619e-05,0.000990325790973237
80,1.1349177769331549e-05,0.0009651425330398175
81,1.1086769448481322e-05,0.0009421558173086781
82,1.0840915750192766e-05,0.0009211623647178595
83,1.0610535705032256e-05,0.0009019678064550345
84,1.0394505667276322e-05,0.0008843730454548047
85,1.0191576865718862e-05,0.0008681985872009626
86,1.0000783486947721e-05,0.0008532867874377049
87,9.821403077344607e-06,0.0008395096788612696
88,9.65235316331158e-06,0.0008267443000267332
89,9.492826813164776e-06,0.0008148889397629178
90,9.342495384491765e-06,0.0008038577999776372
91,9.200672383695537e-06,0.0007935420860751317
92,9.066549724733564e-06,0.0007838679459662392
93,8.93983276630304e-06,0.0007748038669188435
94,8.820055847116657e-06,0.0007662611225476632
95,8.706762016047902e-06,0.0007581983048182267
96,8.599532100980958e-06,0.0007505690356573233
97,8.498103887597188e-06,0.000743332480152066
98,8.402164124932964e-06,0.0007364566778191007
99,8.31140736269075e-06,0.0007299102950268067
100,8.22547744624339e-06,0.0007236733441599286
101,8.144160154608051e-06,0.0007177237779475176
102,8.06724595419767e-06,0.0007120309881149576
103,7.99449769426876e-06,0.000706584515193334
104,7.925730432571772e-06,0.0007013733176371226
105,7.860781526967632e-06,0.0006963738795513144
106,7.799441653752672e-06,0.0006915754459511775
107,7.741493741027975e-06,0.0006869708080417835
108,7.686822370417827e-06,0.0006825522555468174
109,7.635284156584441e-06,0.0006783050216304568
110,7.586716894645808e-06,0.0006742197662018812
111,7.5409591492923655e-06,0.0006702936952933669
112,7.4978879813268295e-06,0.0006665235224108284
113,7.4573716889202705e-06,0.0006628996477677271
114,7.419316926433777e-06,0.0006594122656119558
115,7.383605949284034e-06,0.0006560546954950461
116,7.350084580628811e-06,0.0006528253971527403
117,7.318658128077424e-06,0.0006497252392224395
118,7.289241921171197e-06,0.0006467496098663944
119,7.261751376902864e-06,0.000643887216798388
120,7.236085139084025e-06,0.0006411291497687881
121,7.21212240233189e-06,0.0006384759818991789
122,7.189767005072029e-06,0.0006359326205431268
123,7.168972563074651e-06,0.000633497740356968
124,7.1496894389173785e-06,0.0006311605415808467
125,7.131843683684845e-06,0.0006289085767303521
126,7.115301181889104e-06,0.0006267370280021658
127,7.099960280006949e-06,0.0006246567578413165
128,7.08578287545746e-06,0.0006226747422120892
129,7.072800284591862e-06,0.0006207853394488876
130,7.060997317099604e-06,0.0006189699410102689
131,7.050237050302362e-06,0.000617214165126475
132,7.040353011689149e-06,0.0006155194893765908
133,7.0312439500132595e-06,0.000613904450661861
134,7.022972716605671e-06,0.0006123850337014749
135,7.0156887484419994e-06,0.0006109504745556758
136,7.009420747076197e-06,0.000609569878389056
137,7.003975637277248e-06,0.0006082169353388823
138,6.9990161889039045e-06,0.0006068979318325336
139,6.994373498295877e-06,0.000605649771527029
140,6.990208983272449e-06,0.000604505158172777
141,6.986945279025419e-06,0.0006034607784106181
142,6.984885868195516e-06,0.0006024676840752363
143,6.9837831058696165e-06,0.0006014626795569292
144,6.982967813830608e-06,0.0006004330308104937
145,6.981716016805596e-06,0.0005994329694658518
146,6.980115131227649e-06,0.0005985587441290801
147,6.979035735919471e-06,0.0005978514046336596
148,6.979697568217839e-06,0.0005972530477895186
149,6.982534247212103e-06,0.0005966330556055674
150,6.986588372316104e-06,0.0005958804305499563
151,6.989815854187607e-06,0.0005950124737305137
152,6.990601237843153e-06,0.0005941887726434148
153,6.98945861516292e-06,0.0005936093825417069
154,6.989078971086061e-06,0.0005933542270213366
155,6.992638908251627e-06,0.0005932833838204925
156,7.001651738391956e-06,0.0005930989819507187
157,7.014110276661366e-06,0.0005925402779561969
158,7.0246654174227915e-06,0.0005916146239122519
159,7.027798101961917e-06,0.00059064372908324
160,7.023053058219375e-06,0.0005900883653129523
161,7.016435854613799e-06,0.000590233329253701
162,7.016733784089761e-06,0.0005909450298461777
163,7.0305412779047265e-06,0.0005916595691815019
164,7.058239449319304e-06,0.0005917000548484233
165,7.090944878795059e-06,0.0005907410702023369
166,7.1120295545439985e-06,0.000589110512429705
167,7.108756702879104e-06,0.0005876787114315308
168,7.085036014149619e-06,0.0005873437935056594
169,7.059784978152423e-06,0.0005884825592287458
170,7.053487112128865e-06,0.0005906551915149277
171,7.079393281646145e-06,0.0005927172023802996
172,7.140748196504249e-06,0.0005934064885458121
173,7.2223484634238185e-06,0.0005921204037104661
174,7.286753036448947e-06,0.0005893924345190709
175,7.296079047591775e-06,0.0005866401345254137
176,7.246616108274723e-06,0.0005853859743533226
177,7.173871328912075e-06,0.0005864675891084167
178,7.121836233636714e-06,0.0005896596345477379
179,7.118627518838576e-06,0.0005937046729601347
180,7.178083076444007e-06,0.0005968311407531684
181,7.30139544640014e-06,0.0005976405227556825
182,7.460912893993037e-06,0.0005958872095036965
183,7.595909210067475e-06,0.0005925887335951512
184,7.647293719296264e-06,0.0005893648351327731
185,7.602923915328574e-06,0.0005876203604902213
186,7.50191284518783e-06,0.0005880339393535486
