,Stocks ^GSPC_loss,Stocks ^GSPC_val_loss
0,0.012315361236018696,0.1641882555238132
1,0.004613016539349638,0.1124766561491736
2,0.006941725243011425,0.09460474139657514
3,0.008304407006536407,0.09533535132462952
4,0.0074625118988855136,0.10148359184292541
5,0.006339587015635066,0.10436718405663283
6,0.005553932796264517,0.10103311038565362
7,0.005021612914600249,0.09329504922203634
8,0.004720335047499373,0.08459251673742273
9,0.004582388441602902,0.07727113486021414
10,0.004443438331617963,0.07188251837231648
11,0.00419932520605795,0.06759113158987856
12,0.003873972080369619,0.06331852232587748
13,0.0035319279654529587,0.05847575729605795
14,0.0032166702386484235,0.0531716068414436
15,0.0029378272539497107,0.04782166434773084
16,0.002682452799281341,0.04279530262467505
17,0.0024274075551001333,0.03812754539580181
18,0.0021661255299916557,0.03369526505127721
19,0.0019074649798908625,0.029406758688989728
20,0.0016627688223132115,0.025291018102360868
21,0.0014357541389388685,0.02144027895283425
22,0.0012267131114849586,0.017925750207284402
23,0.0010329398069659184,0.01475969676313729
24,0.000856661932253889,0.01195211635752656
25,0.0006982252646060981,0.00948760801947665
26,0.0005606671155633768,0.007375825185799736
27,0.00044372628527243846,0.005619181716150936
28,0.000345994270775981,0.004198656096283732
29,0.0002658320958833157,0.003077729979808303
30,0.00020241567158493502,0.0022218324265432083
31,0.0001537275703653329,0.0015923627786038593
32,0.00011751049863249492,0.0011480293884316738
33,9.140136986890615e-05,0.0008480360760920863
34,7.331035484294889e-05,0.0006559276565288504
35,6.128103218386592e-05,0.0005405502622658066
36,5.3605053292175265e-05,0.0004768564062053873
37,4.8915136144857786e-05,0.00044581478718539765
38,4.6185325222670625e-05,0.0004338299666247705
39,4.467956905605154e-05,0.0004319306857744767
40,4.389647843688191e-05,0.0004345350346833082
41,4.3513785103327946e-05,0.0004384958311706653
42,4.334050963630086e-05,0.0004422587640958185
43,4.326884651351881e-05,0.0004452052375638922
44,4.324191877981059e-05,0.0004472240578816754
45,4.323230953967392e-05,0.00044843834228064307
46,4.322845491295648e-05,0.00044904950398673443
47,4.3226041636716084e-05,0.00044925088175283426
48,4.32238875351038e-05,0.0004492008499265916
49,4.322172707748257e-05,0.00044901832341398486
