,Stocks NFLX_loss,Stocks NFLX_val_loss
0,0.0014550457739806156,0.1993963745507327
1,0.0016002246709771392,0.1755564085954477
2,0.0017765087021653317,0.17233113956845497
3,0.0014213408932305317,0.16728471281114687
4,0.001166426679619765,0.1556602103158462
5,0.0010493114111514007,0.1424384343722635
6,0.0010062064148085423,0.1315439847136332
7,0.0009360127757141782,0.12261286033086541
8,0.0008307167017170467,0.11368402130593938
9,0.0007305967694625628,0.10412066602263569
10,0.000650177033394883,0.09450529318703108
11,0.0005811594815324407,0.08546293945598209
12,0.0005106630500344452,0.07688329855272592
13,0.0004420906078255127,0.06854390199026786
14,0.0003822133558886972,0.060572096877846836
15,0.0003308509706186654,0.053190284062269305
16,0.0002856288547338995,0.046450538145116536
17,0.0002471970414458043,0.04034958071698827
18,0.00021635646107298715,0.034940951480722626
19,0.00019222759501719925,0.0302543636442216
20,0.00017366101623759105,0.02625358170898985
21,0.00015995253891537873,0.0228888672922761
22,0.00014997022813339987,0.020105735929913757
23,0.00014253089616694757,0.01782632358987962
24,0.00013688424698842983,0.01596312307221584
25,0.000132143797404864,0.014450303209591503
26,0.0001278309883214995,0.01321050369234617
27,0.00012368167890524414,0.012183274250200465
28,0.00011946406664734722,0.011319780537535337
29,0.00011515388713114364,0.010576850099658424
30,0.00011074643708142059,0.009923306528540435
31,0.00010626308436213015,0.009335188329804782
32,0.00010174886294167243,0.008795244369101672
33,9.724574751886424e-05,0.008290638754621518
34,9.278287343326802e-05,0.007813876506310604
35,8.838217799774994e-05,0.0073597524507540805
36,8.40677091542031e-05,0.006925071366439181
37,7.98473052135938e-05,0.006508405181802501
38,7.573254901938879e-05,0.006108919447210948
39,7.172963680114505e-05,0.005726439730179581
40,6.784268494691576e-05,0.005360968689980709
41,6.407781193573566e-05,0.0050127581743261785
42,6.043327821241615e-05,0.004681806872822036
43,5.6918976794301016e-05,0.004368251160726197
44,5.352982761981043e-05,0.004072205665759927
45,5.0274049634718116e-05,0.0037934469455499047
46,4.714911766080878e-05,0.0035319555077455507
47,4.415867538941824e-05,0.0032874462021560955
48,4.130389202484276e-05,0.0030596590704815695
49,3.8580651900611726e-05,0.0028484208068679556
50,3.599817858583656e-05,0.0026530214086990835
51,3.35468739499184e-05,0.0024733797960706854
52,3.123075672673554e-05,0.0023088095236323343
53,2.90515171934e-05,0.002158905488192604
54,2.699780659985821e-05,0.0020231503641140484
55,2.5078751763024884e-05,0.0019008075339288627
56,2.3281392909553718e-05,0.0017914074494249442
57,2.1610861904640136e-05,0.0016942115592931913
58,2.0055797641128993e-05,0.0016086168696888346
59,1.8622733357704962e-05,0.0015338764810734545
60,1.729551504543128e-05,0.0014693528954478458
61,1.60791358753196e-05,0.001414285173200933
62,1.4962159244638043e-05,0.0013679823663070305
63,1.3944173054572402e-05,0.0013297217819177784
64,1.3016826580331491e-05,0.0012988051609328587
65,1.2176914942981906e-05,0.001274542746418887
66,1.1417657325851484e-05,0.0012562635647179175
67,1.0734526970864405e-05,0.0012433202687096743
68,1.0121611440876568e-05,0.0012350919173476247
69,9.57395108840005e-06,0.001230986995722575
70,9.086247362664993e-06,0.00123045127742639
71,8.653409821825576e-06,0.0012329592319467097
72,8.270696698748584e-06,0.001238031473495682
73,7.933507675276386e-06,0.0012452212722263922
74,7.637422573334184e-06,0.001254125648324401
75,7.3783298943423635e-06,0.001264376053009336
76,7.152396617979215e-06,0.0012756458749178766
77,6.955915876851351e-06,0.0012876420206782862
78,6.78580134954546e-06,0.0013001115226825653
79,6.638811950219222e-06,0.0013128398313410272
80,6.512257164291997e-06,0.001325624699565805
