,Criptos Close neo_loss,Criptos Close neo_val_loss
0,0.0011633818145268238,0.16820691182063177
1,0.001313503110745492,0.14531845312852126
2,0.001567115331104455,0.13623066590382502
3,0.0013534020131024031,0.12823238051854646
4,0.0011506133842676019,0.11682563905532543
5,0.001024931546103639,0.10315802807991321
6,0.0009694579516340477,0.08991084878261273
7,0.0009461844053405982,0.0784542915912775
8,0.0009066888484924745,0.06852838740899013
9,0.0008429662893132234,0.059248117300180286
10,0.0007721853303687217,0.050193338440014765
11,0.0007083627446823252,0.041507571935653687
12,0.0006533432729506436,0.03353547161588302
13,0.0006013103165269757,0.026480647520377085
14,0.0005476012234934247,0.020378396488153018
15,0.0004923543478630913,0.015247808196223699
16,0.00043847841712144704,0.011185303330421448
17,0.0003873609798924568,0.008326509179404149
18,0.00033926508443143504,0.006777583657262417
19,0.0002934717357185526,0.006599226285918401
20,0.0002501553546888037,0.007820886488144215
21,0.00021018774770289802,0.010439945814701227
22,0.00017413040096961104,0.014403097331523895
23,0.00014205170401300376,0.01959355891897128
24,0.00011385172043586723,0.02585067141514558
25,8.977989077371043e-05,0.03295999421523167
26,6.9660724665692e-05,0.04066618589254526
27,5.333369405819282e-05,0.048685430334164545
28,4.038577683856532e-05,0.056735430199366346
29,3.045274731378483e-05,0.06453773952447452
