,Ventana chica_v4_loss,Ventana chica_v4_val_loss
0,0.0010566203468889699,0.014773667971978242
1,0.002377274952057717,0.010648928368571162
2,0.0037918030783988944,0.002719010965063654
3,0.004626447058651553,0.0023539797188821196
4,0.0033376480676799024,0.0020419128276621817
5,0.0013816043890331673,0.002344918678161399
6,0.00010133447497174671,0.0016413112813285712
7,0.00012333139882243313,0.0013065829541234449
8,0.0001208527517761373,0.0018442764814043868
9,0.00011925374224514167,0.0012899249545887284
10,0.00012290747720153323,0.0015400300583877098
11,0.00011868718676767016,0.0011797661989413459
12,0.000138918816583363,0.0012059829722362004
13,0.0001245189351179419,0.0010096169794085383
14,0.00017559578685316047,0.0009914087747148741
15,0.0001450230548034807,0.0010306397854382623
16,0.00021921033863176058,0.0011372123042057301
17,0.00016650548320017335,0.0013100671496285104
18,0.00023305719701766382,0.001407018694063199
19,0.0001703626599877459,0.0015574459966015198
20,0.0002207940064065799,0.0016541076320940736
21,0.0001653841010889044,0.0017575072820416127
22,0.0001985319585416929,0.0019024019129574299
23,0.00015915171994398364,0.001963554129496902
24,0.00017587081760937225,0.002154703594572928
