,Criptos Close neo_loss,Criptos Close neo_val_loss
0,0.013852425540486971,0.18080256759435281
1,0.006882213141726351,0.1320779957305426
2,0.004274996538143391,0.09608591527774415
3,0.004479312707252544,0.07448628459168577
4,0.005252205038807173,0.06477299058574369
5,0.005262512424639587,0.06200639167051206
6,0.0047079747965580775,0.06145812810837537
7,0.004103769243148894,0.059934048046325815
8,0.003630798315393856,0.05622431875645429
9,0.003273439644461219,0.050730346006223524
10,0.0030048060279082634,0.044596241637207996
11,0.0028062220234637975,0.03887015264267209
12,0.002647403643691334,0.03410658989658301
13,0.002494757247007527,0.030321719702975505
14,0.0023342777932084157,0.027219944772706634
15,0.002171731214092552,0.024476317667413032
16,0.0020166510601003452,0.021897881238282412
17,0.0018749490477968991,0.01945661098278802
18,0.001747191160376687,0.017215961718867565
19,0.0016311033422812477,0.015245594555276564
20,0.001522966588970445,0.013561515565747502
21,0.0014193972914570664,0.01212156471935497
22,0.0013192146063123926,0.01086536169737235
23,0.0012223905242776134,0.009743926275906891
24,0.0011294357339455478,0.008732438430018809
25,0.001040623830390516,0.007821926354676828
26,0.0009559971546679307,0.0070077060325734915
27,0.0008751998696310296,0.006279064363789284
28,0.0007981256211856274,0.005620537411378718
29,0.0007246927968386946,0.005018441820110397
30,0.000655278841658474,0.0044666984086406646
31,0.0005900438489585087,0.003962512304685239
32,0.0005290908479712497,0.0035040826943499603
33,0.0004723871857042949,0.003088360919948967
34,0.00041991783103279386,0.002712074702006133
35,0.00037172048244941123,0.0023731538924206606
36,0.00032772441145739164,0.0020695049610074566
37,0.00028788935391087857,0.0017998006205534798
38,0.0002521124225840422,0.0015628056161790744
39,0.0002202465743041897,0.001356434068995817
40,0.00019204915329230543,0.0011781850674500067
41,0.0001673575970090005,0.0010261351534368835
42,0.00014593098093501302,0.0008981124224976219
43,0.00012749895490585537,0.0007915693849068264
44,0.00011178215585271667,0.0007039213636033665
45,9.85330240429652e-05,0.0006330542148615437
46,8.746055838813866e-05,0.0005766455045280358
47,7.829684683860375e-05,0.0005324854423163522
48,7.079148007892661e-05,0.0004986450497606961
49,6.470302899800316e-05,0.0004733439645965466
50,5.981161854739686e-05,0.0004549846742248655
51,5.592091018889345e-05,0.0004421637471144398
52,5.285428331304481e-05,0.0004336810557053949
53,5.046176575605982e-05,0.00042853449623839093
54,4.8611955605139526e-05,0.0004258769947029222
55,4.719353944829922e-05,0.0004250178168442143
56,4.6116208935948624e-05,0.0004254153728265658
57,4.530500029494729e-05,0.0004266435350692863
58,4.469888643080626e-05,0.0004283783966728925
59,4.424939533205831e-05,0.0004303782734077895
60,4.391873504761767e-05,0.00043247055313175265
61,4.367713357158669e-05,0.00043453470785063746
62,4.350173444488492e-05,0.00043649240544108654
63,4.337510518393822e-05,0.0004382958082380523
64,4.328421969200891e-05,0.00043991980599185945
65,4.3219247983096854e-05,0.0004413554266940845
