,Criptos Close monero_loss,Criptos Close monero_val_loss
107,7.3560293878052526e-06,0.0005072667532098981
108,7.301468223466565e-06,0.0005043512478900644
109,7.2531385145479225e-06,0.0005017462088010059
110,7.210159625314051e-06,0.0004994220216758549
111,7.172231877260716e-06,0.0004973512930938831
112,7.138763888948373e-06,0.0004955089355532366
113,7.109342889704679e-06,0.0004938716570345255
114,7.0834799911468645e-06,0.000492418458004697
115,7.060817079736108e-06,0.0004911297806896842
116,7.041012272915955e-06,0.0004899881314486265
117,7.023706897458536e-06,0.000488977400191988
118,7.008649513059377e-06,0.0004880834021605551
119,6.9955408260004615e-06,0.0004872931928660434
120,6.984184385426208e-06,0.0004865945173570743
121,6.974337391231809e-06,0.0004859776504767629
122,6.9658344115780965e-06,0.00048543290288832324
123,6.9584785758427015e-06,0.000484951704633064
124,6.952160980780229e-06,0.0004845269901964527
125,6.946703059349182e-06,0.00048415160899122176
126,6.942030023100625e-06,0.0004838203671030127
127,6.938021591360246e-06,0.00048352747958583327
128,6.934593863241809e-06,0.0004832688763809319
129,6.931653405654987e-06,0.00048303986953284877
130,6.929153624486599e-06,0.0004828376382087859
131,6.927013635924175e-06,0.0004826583810007343
132,6.925187221895612e-06,0.00048249967109698517
133,6.92365070930324e-06,0.0004823594980944808
134,6.9223336210528105e-06,0.00048223449938142527
135,6.921228558754732e-06,0.000482123801842905
136,6.920291271993707e-06,0.00048202573088929057
137,6.919492753135833e-06,0.00048193854476826696
138,6.91883511850532e-06,0.0004818607435131875
139,6.918270567159478e-06,0.00048179173609241843
140,6.9177996850227755e-06,0.0004817303986503528
141,6.9174091794803435e-06,0.0004816756252414332
142,6.917082574685852e-06,0.00048162683826656296
143,6.91681832274928e-06,0.0004815836168395785
144,6.916593319007146e-06,0.00048154496695273195
145,6.916410248217849e-06,0.0004815106110002559
146,6.916271340392436e-06,0.00048148008332086296
147,6.9161540155759076e-06,0.00048145305257863726
148,6.916062917438327e-06,0.00048142878893906105
149,6.91599840453049e-06,0.0004814074356825306
150,6.915954381488868e-06,0.0004813884196874614
151,6.915914634821373e-06,0.0004813716961787297
152,6.9158977829339656e-06,0.0004813568308376349
153,6.915897030851808e-06,0.0004813440923149196
154,6.915903930768343e-06,0.0004813330015167594
155,6.915910699507759e-06,0.0004813230703943051
156,6.915932885931397e-06,0.0004813144646155146
157,6.9159664148033835e-06,0.00048130739014595747
158,6.916001325407706e-06,0.00048130130520663585
159,6.916044255306658e-06,0.0004812965948636142
160,6.916082663967525e-06,0.0004812923904794913
161,6.916123634954812e-06,0.0004812892024906782
162,6.916184334981013e-06,0.00048128711596991005
163,6.916245087478063e-06,0.00048128536974008265
164,6.916297785699919e-06,0.0004812845503553175
165,6.916359482672236e-06,0.0004812844070749214
166,6.916427633558879e-06,0.0004812847249783002
167,6.916491280697721e-06,0.00048128573689609766
168,6.916558880640458e-06,0.00048128717865508335
169,6.916636520005481e-06,0.00048128933681604953
170,6.916704679637265e-06,0.0004812916785550232
171,6.916775427830894e-06,0.00048129463371319266
172,6.9168589439309125e-06,0.00048129807244269893
173,6.9169303829907085e-06,0.00048130203504115343
174,6.917009526520045e-06,0.0004813064050932343
175,6.917088608833393e-06,0.0004813107482802409
