,Criptos Close monero_loss,Criptos Close monero_val_loss
0,0.0011051332604928086,0.16533156083180353
1,0.0013682435254360405,0.14003810286521912
2,0.001512191822537436,0.12961303958526024
3,0.0011950721337388342,0.11940210026044112
4,0.0009430738797303862,0.10537381699452034
5,0.0007884755524663398,0.08979331530057467
6,0.0007148461702924508,0.0757803343809568
7,0.0006653756874864205,0.06438043828193958
8,0.0005898463938277788,0.05468250123354105
9,0.0004985765665948677,0.0456182503929505
10,0.00041635596146359324,0.0370438087445039
11,0.0003517267692726679,0.02941867422599059
12,0.0002998621471656057,0.023063837335659906
13,0.00025285742664821626,0.017920772903240643
14,0.00021004540086813414,0.013797390203063305
15,0.00017542159016906784,0.010630144952581478
16,0.00014942838704603043,0.008360593651349727
17,0.00013017989022046095,0.006851226449585878
18,0.0001157236963710882,0.005909999259389364
19,0.00010530086407155837,0.005366153370302457
20,9.824228100814462e-05,0.005081066216986913
21,9.346113802166656e-05,0.004941176551465805
22,8.994241775676179e-05,0.004866400447029334
23,8.719162220726363e-05,0.004811064411814396
24,8.498535428840954e-05,0.004752731308914148
25,8.30662653382975e-05,0.004683581718172018
26,8.127371172752016e-05,0.004603840768910372
27,7.957412918375876e-05,0.004516327252181677
28,7.794452120344012e-05,0.004424110986292362
29,7.634183930349536e-05,0.004329809775719276
30,7.474987013175941e-05,0.004235122782679705
31,7.316928699415606e-05,0.004140902274789719
32,7.159245097472404e-05,0.004047553341549177
33,7.001056320195158e-05,0.003955227860177939
34,6.842967475397297e-05,0.0038638416176232006
35,6.684877875019223e-05,0.00377335471029465
36,6.526886919835725e-05,0.003683637326153425
37,6.369520577628954e-05,0.0035946066133104838
38,6.212589869392104e-05,0.003506239360341659
39,6.05645719378327e-05,0.003418512427462981
40,5.901358991440457e-05,0.0033314206924002906
41,5.747303797621638e-05,0.003245007246732712
42,5.594576661958574e-05,0.003159341187431262
43,5.442753787904691e-05,0.003074485342949629
44,5.2927818335145e-05,0.002990454793549501
45,5.1439737385058274e-05,0.0029073325344003164
46,4.996788014138404e-05,0.0028251602242772397
47,4.8514406024388824e-05,0.0027439586030176054
48,4.7078010258981245e-05,0.0026638210536195682
49,4.565362080309289e-05,0.002584778453008487
50,4.425700647586312e-05,0.0025068293683804
51,4.2872543697460336e-05,0.002430093510506245
52,4.151183468191168e-05,0.0023545527544159154
53,4.017266054198934e-05,0.0022802736538533983
54,3.885186589076721e-05,0.002207294607964846
55,3.755733674692098e-05,0.0021356533711346295
56,3.628447526492752e-05,0.00206541155393307
57,3.503501172347639e-05,0.001996577538263339
58,3.3813795128550664e-05,0.0019291651506836598
59,3.2614344700750036e-05,0.0018632727173658519
60,3.144088119510203e-05,0.0017989105007682855
61,3.0298303150070402e-05,0.0017360588177465475
62,2.9178997815156785e-05,0.0016748370746007333
63,2.8086221461238052e-05,0.0016152522741602017
64,2.7027692620042497e-05,0.0015572807572495479
65,2.59931507921115e-05,0.0015009815374819131
66,2.4990933105492822e-05,0.0014463629430303206
67,2.4017210867336522e-05,0.0013934544359262173
68,2.3073459208087745e-05,0.0013422698964579748
69,2.216134369238996e-05,0.0012928201960256467
70,2.1278690907750457e-05,0.0012451269699690433
71,2.042858474081955e-05,0.001199191722732324
72,1.960695485300116e-05,0.001155029982328415
73,1.8820107540635105e-05,0.0011126090987370564
74,1.806106096270154e-05,0.0010719643547557867
75,1.7336076920261032e-05,0.001033056885577165
76,1.664039679711165e-05,0.0009958919388456987
77,1.597688934942618e-05,0.0009604595028437101
78,1.5344214121936464e-05,0.0009267350049832693
79,1.4740165065282221e-05,0.0008946925562878067
80,1.4168919383687004e-05,0.0008643062856908028
81,1.3624711615333441e-05,0.0008355573876402699
82,1.3112463700683573e-05,0.0008083942722385892
83,1.2626002304526852e-05,0.0007828003547799129
84,1.2169242101943102e-05,0.0007587241617819438
85,1.1739131108557698e-05,0.0007361273299186275
86,1.1335818131696074e-05,0.000714956890218533
87,1.095878545898953e-05,0.0006951689720153809
88,1.060509965519976e-05,0.0006767188180954411
89,1.0277107636424122e-05,0.0006595412269234657
90,9.97068134613353e-06,0.0006435923367882004
91,9.68771340782181e-06,0.0006288135280975929
92,9.425036366267774e-06,0.0006151545273426634
93,9.18296826477252e-06,0.0006025525060697243
94,8.959473391839241e-06,0.0005909547012729141
95,8.754771547850956e-06,0.0005803027082807743
96,8.566820952182752e-06,0.0005705443909391761
97,8.394925491582118e-06,0.0005616215236771565
98,8.238311833198308e-06,0.0005534787196666002
99,8.095728267457722e-06,0.0005460634755973632
100,7.966432489271168e-06,0.0005393264627155776
101,7.849258823765782e-06,0.0005332182895822021
102,7.743582692945403e-06,0.0005276918841096071
103,7.648297626544194e-06,0.0005227021084955105
104,7.562653064059515e-06,0.0005182045816372221
105,7.485866752596428e-06,0.0005141582089261367
106,7.417236282400643e-06,0.0005105241210773014
