,Ventana chica_v1_loss,Ventana chica_v1_val_loss
0,0.0003060941923519073,0.08421461053254191
1,0.004260610362457729,0.12079209834337234
2,0.001709114787789522,0.06434652661858511
3,0.0008062586920155789,0.01488885728349863
4,0.00034623340767096886,0.001758113771884833
5,4.8307057919597466e-05,0.0018121397662965565
6,1.2121958866302922e-05,0.0017500233392458225
7,1.169852238407654e-05,0.0018953759307888422
8,8.627262379815786e-06,0.0018590250093882426
9,8.881771160871338e-06,0.0019545175437238223
10,8.490045202625712e-06,0.001898957011126336
11,8.670993880672298e-06,0.0019464723213598871
12,8.445691216131766e-06,0.0019108773688285435
13,8.584393408652583e-06,0.0019318980142216328
14,8.440812370532615e-06,0.0019227429374875423
15,8.493214039705844e-06,0.0019210293922238514
16,8.487509349169044e-06,0.0019262447329776839
