,Criptos Close iota_loss,Criptos Close iota_val_loss
0,0.0014026514947229672,0.18978468864417272
1,0.0015080022656412658,0.16301014773116623
2,0.0016070399433374405,0.14879167560210899
3,0.0013600900386313884,0.13565564525028892
4,0.0011428392892472508,0.12026871186642607
5,0.0010033518745571621,0.1040986526357241
6,0.0009201951243160369,0.08918051544792396
7,0.0008447917985483573,0.07607319205999374
8,0.0007479806425346231,0.06399400840120867
9,0.0006443444956459629,0.052468968232062235
10,0.0005504628869489389,0.04168375612290438
11,0.00046997982623779084,0.03212295158589182
12,0.0003962031640651182,0.023953094047086298
13,0.0003274482847354952,0.017188553352001285
14,0.00026731928310180005,0.011882783852763906
15,0.00021799224727567717,0.008054517502011346
16,0.00017787727179998639,0.005570527797272382
17,0.0001468409006993771,0.0042256734811139006
18,0.00012365120647317337,0.003736404580841503
19,0.0001072799644713417,0.0038093549761274628
20,9.581495760357939e-05,0.00417209526308435
21,8.799517140574638e-05,0.004614016387519265
22,8.252042266388697e-05,0.005001141318343272
23,7.848367852053975e-05,0.00527170895067744
24,7.543196291460709e-05,0.005414297330878244
25,7.285717228948994e-05,0.005449261612543636
26,7.061747147260073e-05,0.005406080202530484
27,6.858283438102135e-05,0.0053133370570284276
28,6.66509687776431e-05,0.005193469326265834
