,TodasVariables_n512_loss,TodasVariables_n512_val_loss
0,0.005225633816986248,0.09586297951895616
1,0.01142156113945376,0.09073382513276462
2,0.009140013406674067,0.11251280962050646
3,0.005969517757238328,0.11151073085165572
4,0.004185724992776054,0.08996744385395927
5,0.003717863220378928,0.07102346642949116
6,0.003976433891160735,0.06322638793238278
7,0.003508771684063577,0.06038948919238715
8,0.0027194030465151385,0.05451534748419948
9,0.0021391650875923277,0.045443464199016834
10,0.001876748482771646,0.03781391791571146
11,0.0016869909729508832,0.03306692132148249
12,0.0014031985828160554,0.029100357929522962
13,0.001152074216040729,0.024723156558713693
14,0.0010110971159248174,0.020960078906567616
15,0.0009196296296799662,0.01842275908452341
16,0.0008278311572797682,0.01642711409207048
17,0.000763044015493715,0.014613378910754603
18,0.0007284991911494698,0.013258529377394709
19,0.0006987409968592826,0.012317338894153464
20,0.0006715628966132457,0.011516615523603457
21,0.0006514839953796446,0.010855882246603912
22,0.000631840694856284,0.010369879300652564
23,0.0006107340497232374,0.009943837471220685
24,0.0005911377582420734,0.009561550022027958
25,0.0005712191849925566,0.009236697771254626
26,0.0005507888834409673,0.00893101450484032
27,0.0005310425807818256,0.008634774485367468
28,0.0005115362569347195,0.008357719405843267
29,0.0004921947276733559,0.008087533274558426
30,0.00047357488776846176,0.007821396143100727
31,0.00045541722338175635,0.0075657792903226
32,0.0004377231288208872,0.007315088743236901
33,0.00042077887872897686,0.007071530548106322
34,0.0004044027334004212,0.006835267461579421
35,0.0003886690200038854,0.006605117683480868
36,0.00037353053547163633,0.006383026869774893
37,0.0003590266803686304,0.006165040678333962
38,0.0003451122654783914,0.005955654656750032
39,0.0003318234156795788,0.005750748821288005
40,0.0003191104845208084,0.005553415414459747
41,0.0003069662629498233,0.005359911038700877
42,0.00029542958685036365,0.005173664957541844
43,0.00028439440387140576,0.004992619306705464
44,0.00027394562694725805,0.004817050705053683
45,0.0002639814030416524,0.004646939910605721
46,0.0002545134897675665,0.004482255633064042
47,0.00024552544747511373,0.004322579933394645
48,0.0002369693224184515,0.004168968990273859
49,0.00022888925975595397,0.004019320904994491
50,0.0002212118174768342,0.0038752387566813105
51,0.00021394269089963845,0.0037351276821874337
52,0.00020700882271938454,0.003600540233711744
53,0.00020044839682710496,0.003469686703649403
54,0.0001942151965072978,0.0033431946642525578
55,0.00018829405147196917,0.0032207943477678574
56,0.00018264403956107282,0.0031023762595636406
57,0.00017726524808610008,0.0029879691742960065
58,0.0001721351162260184,0.002876816322791508
59,0.0001672309016790134,0.0027698150075886442
60,0.00016253782003373978,0.002665714122590491
61,0.00015803925601374786,0.0025655983374507606
62,0.00015372038272279048,0.002468182089813482
63,0.00014955698577392762,0.002374423919352649
64,0.00014554851303069755,0.0022834597567588776
65,0.00014167280577326557,0.0021957156660527676
66,0.00013793149916856582,0.002110883673845694
67,0.0001343122815436298,0.0020289035519349507
68,0.00013080877422531745,0.0019497318252193175
69,0.00012740357964628794,0.001873080905034453
70,0.0001240968524415485,0.001799281619639061
71,0.00012089188326746975,0.0017280358227034066
72,0.00011777084218083892,0.0016591623639580846
73,0.00011474017183304411,0.001592909869063517
74,0.00011178536404823435,0.0015289311821775876
75,0.00010891357092548097,0.0014673826825301881
76,0.00010611806421115159,0.0014080872074112125
77,0.00010339763935791843,0.0013511026754504305
78,0.00010075801091961798,0.0012963537592440844
79,9.818736290834823e-05,0.0012436872348189354
80,9.568914989860535e-05,0.0011932055101911913
81,9.326291216695253e-05,0.0011447636522994987
82,9.091037294450055e-05,0.0010984112286469203
83,8.862641296783013e-05,0.0010539637878537178
84,8.640999026963187e-05,0.001011551103565371
85,8.426676642306245e-05,0.0009710283283593839
86,8.219004290555764e-05,0.0009323953230726136
87,8.018407046536636e-05,0.0008956178053999426
88,7.824478464384414e-05,0.0008606285180618195
89,7.637282714699984e-05,0.000827374204393776
90,7.456892260166966e-05,0.0007958772736762104
91,7.282966339255511e-05,0.0007660414591356684
92,7.115459958112787e-05,0.0007378753387080185
93,6.954695884909095e-05,0.0007113836017897588
94,6.800122041724911e-05,0.0006864029364178663
95,6.652123276539007e-05,0.0006630108123056419
96,6.510224515316612e-05,0.0006410801132884005
97,6.374404247985329e-05,0.0006205904593252331
98,6.244726611693369e-05,0.0006015541543113603
99,6.120820704047386e-05,0.0005838425372373955
100,6.002921672289035e-05,0.0005674848557803137
101,5.890716771506865e-05,0.0005524228487549157
102,5.783877111690376e-05,0.0005385537060437959
103,5.682596630562664e-05,0.0005259203046142798
104,5.586724293461048e-05,0.0005144176150982579
105,5.4958752064093216e-05,0.0005040019342472413
106,5.4099989771286305e-05,0.0004946240826092403
107,5.3290599199739854e-05,0.00048625913860768767
108,5.252871402450998e-05,0.0004788382178247403
109,5.1811059813775205e-05,0.00047230749490039274
110,5.113669575276335e-05,0.00046662080547258517
111,5.05051459771201e-05,0.00046174741823804276
112,4.9913509554181504e-05,0.000457615452087966
113,4.936058222933073e-05,0.0004541816553850284
114,4.884482296310825e-05,0.00045140763382084837
115,4.836440620102234e-05,0.00044923360143713225
116,4.791719649132908e-05,0.00044762094915930137
117,4.750184309849483e-05,0.00044651642065741466
118,4.7116834170522236e-05,0.00044588384087379464
119,4.676065028674536e-05,0.00044568057202776874
120,4.6431079054259344e-05,0.0004458599844305166
121,4.6126392516762486e-05,0.000446380207036761
122,4.584608148266936e-05,0.00044720898109391845
123,4.5588055494088875e-05,0.00044831322524803636
124,4.53511799197917e-05,0.00044965698322195605
125,4.513281630519403e-05,0.0004512011254174185
126,4.493258868400329e-05,0.00045291590838875064
127,4.475037027056725e-05,0.00045478567762043457
128,4.458387499245622e-05,0.0004567822050731415
129,4.443032238846538e-05,0.00045886561849914576
