,Criptos Close qtum_loss,Criptos Close qtum_val_loss
0,0.0011547545008607602,0.17270305752754211
1,0.0013743812579867574,0.15549666835711554
2,0.001610604789815485,0.1518233808187338
3,0.0013720692748812814,0.14852800506811875
4,0.001162711432418571,0.14132393781955427
5,0.0010380958063671221,0.13159193900915292
6,0.000987004777506137,0.12193839595868038
7,0.0009668522957676592,0.11378445533605722
8,0.0009258869014537105,0.10674447279710036
9,0.0008600358425890311,0.09990946375406705
10,0.0007886947188615942,0.09274058731702658
11,0.0007255002811479454,0.08536241490107316
12,0.000671599458795614,0.07810908212111546
13,0.0006202672487303901,0.07114130946306083
14,0.0005667361300975943,0.06440641902960263
15,0.0005113102222542063,0.057800982434016004
16,0.0004576475710984176,0.0513455793261528
17,0.00040701423411239655,0.04512903953974064
18,0.00035883075459143863,0.03925034633049598
19,0.00031275281239336787,0.033739946209467374
20,0.0002687041118266419,0.028608234742513068
21,0.0002280610225660404,0.023895389185501978
22,0.0001910301126862088,0.019649918262775127
23,0.0001577188514392429,0.01589745469391346
24,0.00012813659402756736,0.012638935962548623
25,0.000102529473784111,0.009870359244254919
26,8.069750331812359e-05,0.007568004182898081
27,6.25956708972808e-05,0.0057004187972499775
28,4.801220739654337e-05,0.00422841554077772
29,3.6452358192316475e-05,0.0030986089259386063
30,2.7572796730405222e-05,0.0022566671698139263
31,2.0991225588099602e-05,0.0016493963865706553
32,1.6255394047430644e-05,0.0012265141480244123
33,1.2920324759481726e-05,0.0009412093696972498
34,1.0661372558528316e-05,0.0007555733452765987
35,9.1965582494315e-06,0.0006396893161134078
36,8.259547222713501e-06,0.0005702383261030683
37,7.684960232486796e-06,0.0005303663828481848
38,7.346331288387703e-06,0.0005086947617550882
39,7.150832621286659e-06,0.0004976294854154381
40,7.041504694335834e-06,0.0004924205758680517
41,6.9826317030674545e-06,0.0004902683834258753
42,6.951278762174367e-06,0.000489582428529572
43,6.934859339498172e-06,0.0004895194433629513
44,6.92644348768786e-06,0.0004896687460131943
45,6.9220636235583625e-06,0.000489847743525528
46,6.919756191774258e-06,0.0004899902627445185
47,6.918594224841329e-06,0.0004900833278392943
48,6.917988623801928e-06,0.0004901337222411082
49,6.917707624919645e-06,0.0004901533874754722
50,6.917624668508674e-06,0.0004901538128391481
51,6.917634489302425e-06,0.0004901427757711365
52,6.917718162814988e-06,0.0004901265492662787
53,6.917819186688016e-06,0.0004901080660951826
