,Ventana grande_v10_loss,Ventana grande_v10_val_loss
0,0.0009484507335041282,0.01000155508518219
1,0.0013629984246637283,0.024580953079600665
2,0.0026116109149243553,0.02485515333192293
3,0.0028693769247268414,0.01848326887675496
4,0.0031026960529087835,0.006097446190366565
5,0.003468801752057706,0.004481100379814243
6,0.0037479291512322243,0.00394418473940256
7,0.004354146992290923,0.003448396964475166
8,0.0039045641690812097,0.0027960705473412607
9,0.0023229492923514212,0.0017098752175306166
10,0.0003790379698837696,0.0011988702652499426
11,0.00018597926337374807,0.0013011758957534683
12,0.00020688574845418008,0.0009063756239578821
13,9.362646986034612e-05,0.0014835083207418753
14,0.00010292802903148735,0.0009906518321787549
15,8.487694178129883e-05,0.0014514893423332724
16,7.967049872985266e-05,0.0011104185128757774
17,8.242188972829798e-05,0.001331328560576536
18,7.858728421588028e-05,0.0011153917510582263
19,8.394593566853748e-05,0.0012307674407439177
20,8.081582365225903e-05,0.0010813293480422608
21,8.649893399790947e-05,0.0011478212802822506
22,8.305444739668272e-05,0.0010364183094785657
