,Stocks NFLX_loss,Stocks NFLX_val_loss
0,0.0007004038634477183,0.1553228612129505
1,0.0020202262183794607,0.1515834514911358
2,0.0015878693957347423,0.1584710547557244
3,0.0011024351607864867,0.15008885356096122
4,0.0008914445016461497,0.13514819282751817
5,0.0009342229235559129,0.12460245077426617
6,0.0009472257448718525,0.11893302775346316
7,0.0008453208518823466,0.11339738621161534
8,0.0007348389481194317,0.10578409181191371
9,0.0006718045131912312,0.09774027879421528
10,0.0006370986677491321,0.09077489834565383
11,0.0005910690860428775,0.08456067397044255
12,0.0005325707226382712,0.07819965825631069
13,0.00048140051456777234,0.07173442840576172
14,0.0004408386224755444,0.06559625841104068
15,0.00040251815181153896,0.059871692496996656
16,0.0003638372055810088,0.0543707746725816
17,0.00032849393364113686,0.049096331000328064
18,0.00029812125173451094,0.044157859224539533
19,0.00027088294266902196,0.03959238586517481
20,0.0002458690942148678,0.035365962638304785
21,0.00022421391734566825,0.031495806689445786
22,0.00020556793886218936,0.02800408063026575
23,0.00018932988622019856,0.024874263657973364
24,0.000175149263388728,0.022084915867218606
25,0.0001631900847244721,0.0196290067755259
26,0.0001527182133801174,0.017482812874592267
27,0.0001435747108189389,0.01560734212398529
28,0.00013549010243598156,0.013983960764912458
29,0.00012823228406397483,0.012582725630356716
30,0.00012156312452414288,0.011366217182232784
31,0.00011534033546922728,0.010312145575881004
32,0.00010949049353187617,0.009394970794136707
33,0.00010389843135691571,0.008589598135306286
34,9.852660542282347e-05,0.007879402631750474
35,9.333077804722752e-05,0.007245869232484927
36,8.831912754640843e-05,0.006676135441431632
37,8.346458945687537e-05,0.006159998189944487
38,7.87678067214214e-05,0.005687488242983818
39,7.424301740964159e-05,0.0052526545209380295
40,6.986197751337805e-05,0.0048502561134787705
41,6.56549762844896e-05,0.004475379291062172
42,6.162200966523065e-05,0.004126687677433858
43,5.7754694213284754e-05,0.00380091114829366
44,5.4050159703295394e-05,0.003496680157975509
45,5.052552884220719e-05,0.0032129123305472043
46,4.7170995737990146e-05,0.0029485286571658575
47,4.398972662154567e-05,0.002702575714255755
48,4.0972495858463495e-05,0.0024743305447583017
49,3.8133169325122326e-05,0.0022637788922740864
50,3.545150124969391e-05,0.0020689827819856312
51,3.294318678224674e-05,0.001890305931178423
52,3.058806620314359e-05,0.0017265406293937792
53,2.8392654992505693e-05,0.0015771437185601546
54,2.634502316840763e-05,0.0014414037219606913
55,2.4451134637414587e-05,0.0013185233200112213
56,2.269509723891343e-05,0.0012077541592029424
57,2.1078631841821614e-05,0.0011083213433336753
58,1.9592757780628745e-05,0.0010194680026660745
59,1.8231480400852608e-05,0.000940415130641598
60,1.6988842896982813e-05,0.0008704248779954818
61,1.5857469896638158e-05,0.0008087614909387552
62,1.4833183740847744e-05,0.0007547924402528084
63,1.390608024219266e-05,0.0007076901383697987
64,1.3071719037655454e-05,0.0006669665722606274
65,1.2322743836753383e-05,0.0006319071309497723
66,1.165291849667063e-05,0.0006019711637726197
67,1.105569778631504e-05,0.0005765895878609556
68,1.0525919291327367e-05,0.00055526207254913
69,1.0056035849769474e-05,0.0005374912288971245
70,9.641241341831539e-06,0.0005228809403398862
71,9.277063747084378e-06,0.0005110008015225714
72,8.957741014315756e-06,0.0005014844265623161
73,8.679010674173836e-06,0.0004940087898061252
74,8.435700395309072e-06,0.0004882656727344371
75,8.225048986787442e-06,0.00048399659303518443
76,8.042628223847714e-06,0.0004809568859994985
77,7.885363332276869e-06,0.00047894011591919337
78,7.75002899899846e-06,0.0004777626689666739
79,7.634051004200815e-06,0.00047726477406775724
80,7.534668226911051e-06,0.0004773091865130342
81,7.449991943968388e-06,0.0004777784253327319
82,7.377894357537466e-06,0.0004785716659031235
83,7.316780738619855e-06,0.000479605330978162
84,7.264927612245979e-06,0.000480808040055518
85,7.221204668894643e-06,0.00048212256604948867
86,7.184214942194208e-06,0.00048349983990192413
87,7.153173310843368e-06,0.00048490277885531005
88,7.12712909052453e-06,0.00048629978510479513
89,7.1052348070784665e-06,0.00048766847108848964
