,TodasVariablesFB_n512_loss,TodasVariablesFB_n512_val_loss
0,0.003990860388282387,0.08672040803679104
1,0.012212658975401828,0.09375319484321551
2,0.008244284500913888,0.11521467497979088
3,0.00506601531872119,0.09983817873329952
4,0.003552863609859313,0.07403562911625566
5,0.003957729813396588,0.06254198924563396
6,0.0037044396666788505,0.06099083839819349
7,0.0027523027872131474,0.05606847581849701
8,0.0020253637901924805,0.045832067385487174
9,0.0017732481857569054,0.037752388451976336
10,0.0015900701755422286,0.03362895454140915
11,0.001250868914755939,0.029587160496191048
12,0.000993945954324699,0.024675210659531342
13,0.0008849122470523091,0.021121059790596194
14,0.0007884848418634856,0.01888963145514329
15,0.0006963203463103922,0.01670719484059975
16,0.0006546683438207911,0.014901254112007975
17,0.0006290321712028878,0.013813464078067363
18,0.0006018559710690003,0.012907953483277354
19,0.0005862285656019531,0.01214942724668774
20,0.000571383806962477,0.011676784230117825
21,0.0005540556271678243,0.011273843514593854
22,0.0005391189579627123,0.010916802507621804
23,0.0005230941319966625,0.010650780041241783
24,0.0005063453071012065,0.01038513472838991
25,0.0004907062734830482,0.010128084891315165
26,0.00047465402301101163,0.0098919622792766
27,0.00045894167851656675,0.009643928725914708
28,0.00044389261500160583,0.009401749145111134
29,0.0004289339332648649,0.009163990391996401
30,0.00041459469946272587,0.008923567146405407
31,0.00040069775623751097,0.008691074637075266
32,0.00038718710514320723,0.008460881434723564
33,0.00037422891232538326,0.008234834491178906
34,0.0003616654089298742,0.008014074098532912
35,0.00034958109776114766,0.007795901219735201
36,0.0003379420109692661,0.007582039251152812
37,0.0003267227084611425,0.007370910682212347
38,0.0003159435502060785,0.007162754819996056
39,0.000305560533888638,0.0069575666974502045
40,0.00029558223409942167,0.006755002367513618
41,0.0002859812116132642,0.006555488482974042
42,0.00027674742560865806,0.0063587772585023405
43,0.00026786548852246125,0.006165148454836045
44,0.000259317733660533,0.005974517653471437
45,0.0002510919507951529,0.005786950871262742
46,0.00024317029994730464,0.005602430905504474
47,0.00023553996338862283,0.005420925962770808
48,0.00022818450046564056,0.005242434747774026
49,0.000221091004800394,0.005066929802555463
50,0.00021424426278367038,0.004894419771287291
51,0.00020763166944614086,0.004724911885100535
52,0.00020123974469640218,0.004558439960639025
53,0.00019505653689594018,0.004395031675310998
54,0.00018907036704557208,0.004234738053818201
55,0.0001832708129632533,0.004077594561352469
56,0.00017764787397069065,0.003923505919332477
57,0.00017219785655763043,0.0037729820375726826
58,0.00016689271115478472,0.0036253925123862153
59,0.0001617574175463818,0.00348153093230279
60,0.0001567548021122856,0.0033407672147812515
61,0.00015190345132803736,0.0032037046159906634
62,0.0001471800955103432,0.0030698814729078748
63,0.00014259771881464483,0.002939866036818973
64,0.0001381315363185673,0.0028129251267033062
65,0.00013379901483649625,0.0026900942715677037
66,0.0001295870588155699,0.002570536908233303
67,0.00012549644519425072,0.002454856233992453
68,0.0001215259480991283,0.0023427061072882564
69,0.00011767211437744528,0.002234302367479808
70,0.00011393664635238827,0.0021295693258744203
71,0.00011031586464746031,0.0020285202217042103
72,0.00010681114032069735,0.0019311438790982824
73,0.00010342077857576546,0.0018375097913132317
74,0.00010014410902098378,0.001747482137797379
75,9.698069325899812e-05,0.0016611596681819908
76,9.393064134912137e-05,0.0015784468924648117
77,9.099200325108122e-05,0.0014993218496313382
78,8.816515748193702e-05,0.001423762129063065
79,8.544870371255895e-05,0.001351707938780216
80,8.284187044054484e-05,0.0012831304853931926
81,8.03437381353893e-05,0.0012179724510823344
82,7.795341578499554e-05,0.0011561617948350378
83,7.566899717210033e-05,0.001097700151818237
84,7.348739026561272e-05,0.0010423900896747564
85,7.141069999170736e-05,0.0009903529707085469
86,6.94357703410453e-05,0.0009413569571514582
87,6.755897470873021e-05,0.0008953561505902259
88,6.578041788527807e-05,0.000852315028294407
89,6.409704706286369e-05,0.0008120994450224713
90,6.250623307002163e-05,0.0007746324663039768
91,6.1005985430554197e-05,0.0007398249166642969
92,5.9594298656374194e-05,0.0007075950176851161
93,5.826695014129864e-05,0.0006777910882307366
94,5.7022269718528284e-05,0.0006503787095091123
95,5.5857497040281374e-05,0.0006252150372441473
96,5.47689064399168e-05,0.0006021925973459736
97,5.375398863200634e-05,0.0005812210394818893
98,5.2809705611535125e-05,0.0005621889060170486
99,5.193267230194694e-05,0.0005449848657677314
100,5.1119687992760957e-05,0.0005295058443403706
101,5.036783619581765e-05,0.0005156484943675412
102,4.967387484476216e-05,0.00050330687589922
103,4.903457646697074e-05,0.000492376449983567
104,4.8446804915632434e-05,0.0004827578026191171
105,4.790755831462535e-05,0.0004743539270591633
106,4.74138183541992e-05,0.0004670697775530233
107,4.6962653157962275e-05,0.00046081298255714877
108,4.65511162976076e-05,0.0004554946994510661
109,4.617643935489468e-05,0.0004510303678917003
110,4.583600783572083e-05,0.0004473401303135458
111,4.552725847039757e-05,0.0004443477905467795
112,4.524767043232254e-05,0.0004419808178315817
113,4.499491775674671e-05,0.00044017117778267497
114,4.4766731013948015e-05,0.00043885486873519746
115,4.4561087111367086e-05,0.0004379737081177447
116,4.4376091372914846e-05,0.0004374743937702057
117,4.420978756957345e-05,0.0004373062967360234
118,4.406035692101858e-05,0.0004374214468775424
