,CombinacionStocksIndexEmpresas_n512_loss,CombinacionStocksIndexEmpresas_n512_val_loss
0,0.003522361350384937,0.07734077894824674
1,0.015207139689518118,0.10638630544317179
2,0.009554463406575137,0.13767219411915746
3,0.00589338480227295,0.1151949848936892
4,0.004977666039619295,0.0901689962751564
5,0.006285108272628537,0.0868728940171757
6,0.005894736531351147,0.09152004276884013
7,0.004760987989754341,0.08709472674747994
8,0.004038585499785413,0.07623473888841169
9,0.003977298361902264,0.06920801925248113
10,0.0038142034184487387,0.06629226399564195
11,0.003306500619041851,0.061907943637891746
12,0.0028451385683026806,0.05528379557119019
13,0.0025913122848703943,0.04962931633338161
14,0.0023327290706721873,0.04529226254457715
15,0.0019901652617016056,0.040500232200512944
16,0.0016963238715483196,0.035417058515822754
17,0.0014725650296728502,0.031069440403203856
18,0.0012438035163300477,0.027099069850198155
19,0.0010334631941955664,0.02320302252111764
20,0.0008711331087731939,0.019785829487888294
21,0.0007327168058582593,0.016835866774293197
22,0.0006193656758030599,0.01420250449372434
23,0.0005386557574544487,0.012014548304951054
24,0.000478758261239306,0.010223554190376708
25,0.00043812011844938855,0.008754804923102773
26,0.0004122921602864718,0.007616206768086587
27,0.00039483779698781585,0.006723542612088823
28,0.0003834081631041421,0.0060436408645633995
29,0.0003736264443014288,0.00552997237135624
30,0.00036475233648015166,0.005132190080295349
31,0.00035534424127893114,0.004827307141118351
32,0.000345386908290608,0.004578638404350856
33,0.00033501170116647993,0.00436998995813145
34,0.0003242562043255773,0.004184170561874735
35,0.0003135216602354428,0.004010400831185538
36,0.00030279032659888183,0.003843341172597874
37,0.000292280461403659,0.003678008892584121
38,0.00028197772515905573,0.0035143751522590375
39,0.0002719263770970805,0.0033512834630820944
40,0.0002621397777158103,0.0031902019855106012
41,0.00025260644605592023,0.0030314151850668178
42,0.00024332255178570063,0.002876272997765363
43,0.0002342808251362829,0.002725649121934655
44,0.00022547684065280375,0.0025798746373975412
45,0.00021689777324730852,0.002439657649046731
46,0.00020856507445000456,0.0023049613856978117
47,0.00020044174994711346,0.0021761319139736823
48,0.0001925601800917059,0.002052903121829718
49,0.0001848984502012381,0.0019353931534221802
50,0.00017747414952689973,0.001823330905566784
51,0.00017027783855908261,0.001716707260401427
52,0.00016331892803809125,0.0016153214188913505
53,0.0001565927578385213,0.0015191134472174205
54,0.00015010479379354324,0.0014279391134864297
55,0.00014385165392097365,0.0013417247361664113
56,0.00013783459269626323,0.0012602932221288312
57,0.0001320488824195967,0.0011837920227526933
58,0.00012651679061564627,0.001111772671427535
59,0.00012119571471268353,0.001044351513893611
60,0.00011612080360746717,0.0009814724232466228
61,0.00011127403926909848,0.0009227828095913276
62,0.00010665213564095013,0.0008683653010440798
63,0.00010225841725022993,0.0008179699217943454
64,9.808482350674511e-05,0.0007715473170980982
65,9.413170499456832e-05,0.0007288597066533463
66,9.039309233408314e-05,0.0006898396324644657
67,8.686333185532826e-05,0.000654358905873893
68,8.354800229426473e-05,0.0006221554606039634
69,8.042524926680215e-05,0.0005931640565716501
70,7.750610780805864e-05,0.0005671958654487356
71,7.477258723470029e-05,0.0005440807275088696
72,7.222756456072582e-05,0.0005236862310283314
73,6.98593003630515e-05,0.0005058143890045326
74,6.766412153755764e-05,0.000490324005709383
75,6.563256712310584e-05,0.0004770523030846112
76,6.376359147259206e-05,0.0004658267810544663
77,6.204127052553994e-05,0.0004564775749452241
78,6.04650081552153e-05,0.0004488686474318477
79,5.9022994771540896e-05,0.00044282848796882164
80,5.7710823402258345e-05,0.000438221578751209
81,5.6519787862292095e-05,0.0004348858054218835
82,5.5439475210900045e-05,0.00043268944906209994
83,5.4466110856898514e-05,0.00043150084494645224
84,5.3589391417068094e-05,0.0004311864018097691
85,5.2802236882860014e-05,0.0004316309400721742
86,5.209938347528303e-05,0.00043272059250237615
87,5.147090118482773e-05,0.0004343502956105332
88,5.0911195552774075e-05,0.0004364231510366174
89,5.041470599123919e-05,0.000438851592379847
90,4.997339591232728e-05,0.00044155705000284586
91,4.9582384862929e-05,0.00044446450794629493
92,4.9236236573678664e-05,0.00044751311946745917
93,4.8929240881403825e-05,0.0004506474735493633
94,4.8657267467498824e-05,0.0004538144199070574
