,Ventana extra grande_v70_loss,Ventana extra grande_v70_val_loss
0,0.0010498075474970393,0.013527241349220277
1,0.00203035597824055,0.0227906484156847
2,0.0017589777635294013,0.012466974370181561
3,0.0022223411291633966,0.016714480146765708
4,0.0022656905287931294,0.003612994187278673
5,0.0024652741180034355,0.007671650149859488
6,0.0021954944282697396,0.004562784684821963
7,0.002185842016024253,0.0031391322321724147
8,0.002020710167198558,0.0019874161691404877
9,0.0016477447325087269,0.0015082501573488115
10,0.000963455331930163,0.001303850975818932
11,0.00027621768958852044,0.0011037423508241772
12,0.00011910416160390013,0.0018149106530472637
13,8.257088222762832e-05,0.0012212728383019567
14,8.487059863000468e-05,0.0014643490372691303
15,7.794901280249178e-05,0.0013076987117528916
16,7.888287088917423e-05,0.0013256801874376833
17,7.905404070243093e-05,0.0013030978967435657
18,8.00300228092965e-05,0.0012939726584590971
19,8.11215922340125e-05,0.0012741256796289235
20,8.27495849762272e-05,0.0012538345181383193
21,8.476527332277329e-05,0.001226851437240839
