,Stocks TSLA_loss,Stocks TSLA_val_loss
0,0.0014670711289225377,0.1947776351339561
1,0.0017327256654658593,0.1745254674479981
2,0.0018835348146390323,0.17786710370670666
3,0.001352296020808699,0.17172250718124643
4,0.001074895197294714,0.15719951110437883
5,0.0010627157161635739,0.1454456607418612
6,0.0010449958554842348,0.1379538848380412
7,0.0009188832087857911,0.13029593734209202
8,0.0007947860425145727,0.12101327461644637
9,0.0007211591195495999,0.11190776976425786
10,0.0006602016953012544,0.10378150703493229
11,0.0005838650960402086,0.095841233518498
12,0.0005103097045178379,0.08778926717840936
13,0.0004509271758469976,0.08006222663093204
14,0.00039733123045784135,0.07280721041289243
15,0.0003459824543554059,0.06587873202217512
16,0.0003016504158664202,0.059337347253295016
17,0.00026471776674186025,0.05331353837054623
18,0.00023293896907293968,0.04779897393150763
19,0.0002067327397887033,0.042813636516490255
20,0.00018591564562371815,0.03838017321199425
21,0.0001694132672037837,0.034480546316332066
22,0.00015665074254286068,0.03109310391890116
23,0.00014681822580885727,0.02818290296603333
24,0.0001391644352923863,0.025703524724264775
25,0.0001329561382289668,0.023596881126815624
26,0.00012784127496213705,0.0218168697050534
27,0.0001232677835909542,0.020302955877066643
28,0.00011905081137679979,0.019006603143431923
29,0.00011501843910683563,0.017883818796720387
30,0.00011105413853156203,0.01689390967453807
31,0.00010715134373061697,0.016007966831449633
32,0.00010325374107707816,0.015197977916268278
33,9.940103938021844e-05,0.014447124928913334
34,9.558829543861938e-05,0.013740503760285613
35,9.181305911865332e-05,0.01306741195153599
36,8.811014112708552e-05,0.012422492204249397
37,8.444185212373826e-05,0.011799464664183372
38,8.08678016842012e-05,0.01119836208156564
39,7.734618780842005e-05,0.010615715641559156
40,7.39117495259578e-05,0.010052287343058212
41,7.054984376165431e-05,0.009507208362160144
42,6.727730684090129e-05,0.008981062376425287
43,6.407321238801776e-05,0.008473254994235256
44,6.097326400807158e-05,0.007985377337875937
45,5.7948393107888345e-05,0.0075163115316247645
46,5.5023878228308034e-05,0.007067050280680587
47,5.218469842542963e-05,0.006637095985549294
48,4.944415914071801e-05,0.00622681083065296
49,4.6796999014971765e-05,0.005835943943859378
50,4.424624226088751e-05,0.005464348345533137
51,4.179304052425225e-05,0.005111855243078687
52,3.9438526389046674e-05,0.004778366416600371
53,3.718137033937945e-05,0.004463444502393076
54,3.502445545842225e-05,0.00416685372960469
55,3.2960806447966406e-05,0.003888306939158558
56,3.0998440751852086e-05,0.0036272994004005244
57,2.9131503028156282e-05,0.0033834198189606843
58,2.7362957477958274e-05,0.0031563604177429904
59,2.5686113888297753e-05,0.0029453902740093057
60,2.4105896338654975e-05,0.0027501724933635843
61,2.261538557373449e-05,0.002570042257728286
62,2.1215643823216093e-05,0.002404448160639972
63,1.9902805749650212e-05,0.0022527672030986092
64,1.867524174899286e-05,0.0021143579616957953
65,1.7530090145022062e-05,0.0019885874401454713
66,1.6464529429612418e-05,0.0018747778222626768
67,1.5475789838122234e-05,0.001772275956516916
68,1.4560569739421398e-05,0.0016803975170863069
69,1.3715861908069711e-05,0.0015984610077147642
70,1.2939362902163474e-05,0.0015258239004914919
71,1.2223910714003203e-05,0.001461808144476665
72,1.1570686724591107e-05,0.001405762071713559
73,1.0974446832575674e-05,0.0013570726323826623
74,1.0431278376716905e-05,0.0013150942698505915
75,9.938298845096022e-06,0.0012792330119789632
76,9.492165446310296e-06,0.0012489135631106117
77,9.089688424594424e-06,0.0012236047374500224
78,8.726928976373092e-06,0.0012027653086207006
79,8.401790723875203e-06,0.001185919114865732
80,8.110654780165916e-06,0.0011726033177288358
81,7.8509531982295e-06,0.0011623857691037383
82,7.619681608890114e-06,0.0011548736990883578
83,7.414212564635668e-06,0.001149696317185794
84,7.23250654238865e-06,0.0011465259825749214
85,7.0718930477265864e-06,0.0011450522858264648
86,6.930558089708547e-06,0.0011450015489504603
87,6.806389152669841e-06,0.0011461271619624342
88,6.697487038794004e-06,0.00114820925961441
89,6.602373383234521e-06,0.0011510539228435266
90,6.519295289041667e-06,0.001154489726721009
91,6.446898721549602e-06,0.0011583691759204323
92,6.384085710191703e-06,0.0011625626068639237
93,6.32963682551799e-06,0.0011669601003970367
94,6.282490754859861e-06,0.0011714694767513058
95,6.241846267209236e-06,0.0011760147051762574
96,6.206680387729964e-06,0.001180529004647897
