,Ventana grande_v15_loss,Ventana grande_v15_val_loss
0,0.00021682864739121168,0.05476647761950433
1,0.0008323910634815654,0.0153658267521693
2,0.002766299333906999,0.04711162462581152
3,0.003265238583048908,0.0921490560889743
4,0.002382752008724078,0.10997888174640584
5,0.0013254943127070738,0.07611007802967745
6,0.0005209841173036008,0.012869723729602213
7,0.0002083371796003296,0.006092247184805346
8,0.00039975965017022123,0.03481132628310425
9,0.00026837226293107227,0.0026679314175137477
10,0.00012034124796567134,0.004842125622542949
11,0.00040336267809437014,0.03967359090792834
12,0.0005268977278639308,0.014282016064114401
13,0.00012350232817990526,0.006065618580939817
14,8.623278884187734e-05,0.006943952617582292
15,8.183098854190206e-05,0.004795161552754499
16,2.963054662473517e-05,0.0023767098401591305
17,3.452103637360687e-05,0.00430002070526947
18,3.946806432072073e-05,0.0029566835555555806
19,4.520499095953223e-05,0.0042117174717726255
20,4.0876878749875525e-05,0.0031254551009076287
21,4.953548621940541e-05,0.004080220516264501
22,4.2907403706419274e-05,0.0033128222033662028
23,5.3440388923849564e-05,0.00393134535014606
24,4.3557970929533865e-05,0.0034105572781319023
25,5.573030630634756e-05,0.003782425754290526
26,4.3737310738738775e-05,0.003468822252402807
