,Ventana chica_v3_loss,Ventana chica_v3_val_loss
0,0.00015296769438157947,0.015553577993573113
1,0.002973267922944601,0.0715882023873408
2,0.0031134576934743843,0.08397069733497525
3,0.0009848349857224884,0.012362427247518843
4,0.000457256108611687,0.003605069044432872
5,0.0003120827941972536,0.023686986216459392
6,0.000414478953873016,0.003366771062705204
7,0.00013309126971512695,0.008389471533654396
8,0.00030852638804347744,0.004186599460057144
9,0.0003065578622778246,0.024030636795911907
10,0.0003890639551540649,0.003548461540500164
11,7.42993591688783e-05,0.004018631178793336
12,0.0002149425441633857,0.005298684405986497
13,0.00037443093458018503,0.030316808130130296
14,0.00039806998233282075,0.003419360939186251
15,2.801872267084102e-05,0.002038591234917822
16,5.827369386679493e-05,0.004829416223724703
17,0.00012936395543658053,0.00638916971516018
18,0.000252969036966929,0.005592209103224752
19,0.00043332022621185963,0.03790317752883454
20,0.00039457743821187316,0.0020156032877227613
21,7.029269390134503e-05,0.002873238508275918
22,1.493885009904968e-05,0.002229672953080432
23,3.5442966776158075e-05,0.004783820367633742
24,8.663766833979497e-05,0.003426241536416914
25,0.0002024135009175736,0.007102516365299109
26,0.0005073484082920706,0.0459452165244532
27,0.00040266666178679917,0.0018843603455115203
28,0.00017053402946427118,0.004396669119250122
29,8.408156588674798e-05,0.00436252252244937
30,0.00019208733634806089,0.006871392814758088
31,0.00034337255466938105,0.025873956355181606
32,0.00021318075547722853,0.003152141229669017
33,1.3513134979878397e-05,0.005140581147067926
34,2.9775863967249605e-05,0.0021477798646997105
35,0.00010090206252747889,0.007300403810487213
36,0.00018840811802959493,0.003688669765429679
37,0.000264976159969545,0.010687725145123467
