,CombinacionStocksIndex_n512_loss,CombinacionStocksIndex_n512_val_loss
0,0.000451631776881046,0.11946976184844971
1,0.005209848714562563,0.17299620234049284
2,0.0019795090730230394,0.1722035797742697
3,0.0006379966339759099,0.13473868599304786
4,0.00167534324058439,0.13321219728543207
5,0.0014533722020972234,0.13842339240587676
6,0.0009239007911394135,0.12546763511804435
7,0.0009560987718242148,0.11491446426281562
8,0.001088826899201824,0.1123561033835778
9,0.0009086493272871638,0.10624529879826766
10,0.0008054460139157107,0.09787367972043845
11,0.0008297381080830327,0.09235351246136886
12,0.0007648684527689161,0.08681797408140622
13,0.0006842966607879275,0.08016872291381542
14,0.0006555868816436627,0.07435228503667392
15,0.0006087042532341841,0.06884405933893643
16,0.000549406356675228,0.06303977966308594
17,0.000509587183702164,0.05759744861951241
18,0.00046518424530334485,0.052363525789517626
19,0.0004187140025001449,0.047208426090387196
20,0.00037865606002294674,0.04232605604025034
21,0.00033798414705625665,0.037663235114170954
22,0.0002995822553482587,0.033235443326143116
23,0.00026376300271434814,0.029086392659407396
24,0.00023033005653325326,0.02523074012536269
25,0.00019876361847519336,0.021675579249858856
26,0.0001707270071514918,0.01845728835234275
27,0.00014462128764045282,0.015556699667985622
28,0.0001220291794127731,0.012998965783761097
29,0.00010212911799429164,0.010767653154639097
30,8.508826732185508e-05,0.008850770214429269
31,7.095560151635885e-05,0.007238081513115993
32,5.917876226773772e-05,0.005900029881069293
33,4.9870013194427324e-05,0.004812488762231974
34,4.255337290277776e-05,0.003941346246462602
35,3.705483602691227e-05,0.0032566703067949186
36,3.295606550706837e-05,0.0027254003888139357
37,2.998538953901376e-05,0.00231957367549722
38,2.7860320747444908e-05,0.002012660010502889
39,2.6348683884582268e-05,0.0017824317328631878
40,2.526350712846929e-05,0.001611558935390069
41,2.443750194148519e-05,0.0014846733807084651
42,2.3809500327423357e-05,0.0013908410552315987
43,2.328789252295302e-05,0.001320932526141405
44,2.284371210127854e-05,0.001268529798835516
45,2.2435757693109245e-05,0.0012284320635864367
46,2.2066293520485768e-05,0.001196944871200965
47,2.1700584161757994e-05,0.0011715076039903439
48,2.1353425136812104e-05,0.001149609756584351
49,2.1016740832307663e-05,0.0011305160319002776
50,2.0681592454471123e-05,0.0011126629184358395
51,2.0358316060782483e-05,0.0010959397858152022
52,2.0026567584024564e-05,0.001079558591859845
53,1.9714177771955012e-05,0.0010635157545598654
54,1.9393278097805494e-05,0.0010478193334375436
55,1.9077187132027644e-05,0.0010319745991952145
56,1.877340162956478e-05,0.0010165273785018004
57,1.846252976415249e-05,0.001001108384046417
58,1.8163920545843073e-05,0.000985976398134461
59,1.7861908278204144e-05,0.0009710735533959591
60,1.7567721862668314e-05,0.0009563205709967476
61,1.727992142920042e-05,0.0009418818562363202
62,1.6995840829062778e-05,0.0009277304992652857
63,1.671364659089774e-05,0.0009138676015516886
64,1.6440789785030156e-05,0.0009002103380715618
65,1.616946967540291e-05,0.0008869709429116204
66,1.5901263675634535e-05,0.0008739000813175852
67,1.5642245671187993e-05,0.0008612112321246129
68,1.5384996424053006e-05,0.0008487850696278306
69,1.5135061613154203e-05,0.0008366505633323238
70,1.4889973289637755e-05,0.0008247996537158123
71,1.4650871959859684e-05,0.0008132164814294531
72,1.441811827344981e-05,0.0008019372605933592
