,CombinacionTrends_n512_loss,CombinacionTrends_n512_val_loss
0,0.001405293962577635,0.18944107550234834
1,0.0029579531093520566,0.18552354606222515
2,0.0015615614759230654,0.1783966449174014
3,0.0007918966375579981,0.14887249248086915
4,0.0008635766725325264,0.13240366459878022
5,0.0007162083138534723,0.1234259339403515
6,0.00046040709318077454,0.1090140314387881
7,0.0004110665802366662,0.09759349178923063
8,0.0003790006802555882,0.0903672872126595
9,0.00032092931161803955,0.08278588667388789
10,0.0003121629740257771,0.07751923565529595
11,0.0003008921613843634,0.07385850993316036
12,0.0002872799711988869,0.07065268273442245
13,0.00028192480301584525,0.06851720816094028
14,0.00027155629173979503,0.06650171761424088
15,0.0002638609245975602,0.06467443335154825
16,0.0002556351356954922,0.06284703886952282
17,0.00024711827577711355,0.06090080959737793
18,0.00023917757957973634,0.058914147810009886
19,0.00023054783396068808,0.05682461622579039
20,0.00022232511743695344,0.05471988718125446
21,0.00021373455519480092,0.05258317944432093
22,0.000205335026647326,0.05045973244777396
23,0.00019683459920862551,0.0483441946119809
24,0.00018843577781207243,0.0462462110213997
25,0.00018005229473548888,0.04416168438008994
26,0.00017174278854484832,0.04209147680027426
27,0.00016351589249458533,0.04003695044512591
28,0.0001553151202590151,0.037995413038109944
29,0.0001472902338959523,0.03597717596725984
30,0.0001392813186807758,0.03397670425166768
31,0.00013148112302888493,0.032006646729697864
32,0.00012375881079072518,0.030063586386521
33,0.00011624975085704903,0.028158298208693828
34,0.00010885661364482978,0.026289523263608127
35,0.00010173722549845765,0.024468650071581534
36,9.478081290971888e-05,0.022693103594967158
37,8.807166568282607e-05,0.020972908743895777
38,8.164421364920952e-05,0.01931246853441246
39,7.54796758184425e-05,0.017714192613589863
40,6.960162424871098e-05,0.016184621036422153
41,6.405380416193915e-05,0.014730150680527214
42,5.882792319132646e-05,0.013353800324122768
43,5.3937410589880965e-05,0.01205882448549113
44,4.942093434414541e-05,0.010849043980918148
45,4.526952373956846e-05,0.009725615212863142
46,4.145827816418287e-05,0.008687453144345401
47,3.8020138734372425e-05,0.007738221467526491
48,3.4940462465174806e-05,0.006875903872880808
49,3.220597743864887e-05,0.0060982014791470425
50,2.9802848601786897e-05,0.005401878051983177
51,2.7711086493747477e-05,0.004783562438423969
52,2.591044891939291e-05,0.0042383656721592935
53,2.437412998810303e-05,0.0037614542005722186
54,2.3071619324590086e-05,0.0033473358489573
55,2.1967017925238576e-05,0.002990384678517984
56,2.1025336221002875e-05,0.002684319678555466
57,2.0205166195913735e-05,0.0024234336812418602
58,1.9499632310553276e-05,0.0022019702894997993
59,1.8888083923981364e-05,0.002015136495956089
60,1.833236777855753e-05,0.001858409980027205
61,1.7787869897005263e-05,0.001727394199706922
62,1.7237285255985565e-05,0.0016177569425564783
63,1.669966733354444e-05,0.0015261532336642797
64,1.6216087407116923e-05,0.0014502313065011638
65,1.5767460519617256e-05,0.0013878998444761988
66,1.5299865180551466e-05,0.0013368545092396007
67,1.4778073157437824e-05,0.001294860347897615
68,1.4238119983327891e-05,0.0012603106971999462
69,1.3766904810250136e-05,0.0012325216787059075
70,1.3386569835422638e-05,0.001210809323536463
71,1.3031108428248828e-05,0.0011940987786462855
72,1.2619265986313997e-05,0.001181218870299722
73,1.2147480056453727e-05,0.0011715212074870412
74,1.171203687342561e-05,0.0011648436140438373
75,1.1388120320356212e-05,0.001160956595924275
76,1.1150683995532565e-05,0.0011592934067815174
77,1.0903319438632235e-05,0.0011592394593441166
78,1.0588048429450613e-05,0.0011605361894096349
79,1.0243336655849433e-05,0.0011632226134288656
80,9.94940705259219e-06,0.0011672282866625624
81,9.74030535120213e-06,0.0011721947538273886
82,9.581299722909039e-06,0.001177726241313537
83,9.415184506883822e-06,0.0011836847180716138
84,9.221452048283131e-06,0.0011901415745950927
85,9.022498654138127e-06,0.0011971167794790519
86,8.848758144335425e-06,0.0012044561391865666
87,8.706706399261598e-06,0.0012119586573728967
