,Capas_c5_n16_loss,Capas_c5_n16_val_loss
0,0.0018892006233983004,0.22803159070409035
1,0.001617530390282531,0.22009731262675986
2,0.0016123508920985435,0.21496753579328867
3,0.0016890233459551471,0.21232035078785635
4,0.0017535931349939797,0.2114381604204493
5,0.0017816864987373474,0.21154134418846163
6,0.001783514451158564,0.21201747249473224
7,0.0017744795561668056,0.21250434650862512
8,0.0017641243353593817,0.212849441884963
9,0.0017561993652123434,0.21302649809801874
10,0.0017517051488268843,0.21307948207067065
11,0.0017499018216136197,0.21306292589538353
12,0.001749765712860202,0.2130205247027815
13,0.001750394588428711,0.21297881253494705
14,0.0017511706937812577,0.21294902967027396
