,Trends trend_bitcoin_loss,Trends trend_bitcoin_val_loss
0,0.013741369905142948,0.17830821049624476
1,0.0064503776187869325,0.1267215863041494
2,0.004490322561870362,0.09224787919685759
3,0.005335257233430942,0.07481599350770314
4,0.006163687193659188,0.06945087854889617
5,0.005992899509682052,0.06997510944974833
6,0.005351150097946326,0.0712914811126117
7,0.004736690604042305,0.07044601800112889
8,0.004267301759682596,0.06685674721482156
9,0.003912541528243101,0.061357139770326946
10,0.003649914754961414,0.05524766607873741
11,0.0034484457165730753,0.049562071503578935
12,0.0032641584208856025,0.04468809513525031
13,0.003060013502729179,0.040548540480520534
14,0.002828891204413155,0.03682774296779742
15,0.002583966725612937,0.033223104545439794
16,0.0023406674903442806,0.02958878159694288
17,0.0021112976801827893,0.025978229426104445
18,0.0018971880052195884,0.022495149752531928
19,0.0016962340711776552,0.01923120300146355
20,0.001506513022100446,0.016254706929127376
21,0.0013258564526793257,0.013568894488030466
22,0.0011540944126017135,0.011153095648035237
23,0.0009943959383486673,0.008991316260620096
24,0.0008485383506671622,0.00709375629908052
25,0.0007175470664883139,0.005466792025956614
26,0.0006012479739863126,0.004110320530103883
27,0.000499272842800523,0.0030172590444656625
28,0.00041122931984370983,0.0021685770225721873
29,0.00033622464812735375,0.0015380288977390048
30,0.00027368325691927095,0.001099381262661311
31,0.00022270440574917384,0.0008246389300637375
32,0.00018180102904744703,0.0006839790382829292
33,0.00014973824844433358,0.0006477143120384593
34,0.00012516135690417997,0.0006881029486934515
35,0.00010670735397049622,0.0007801676067341676
36,9.31468481818835e-05,0.0009027764083410816
37,8.340842793387864e-05,0.0010390452259145249
38,7.654878656425374e-05,0.001176077412205866
39,7.18221687758609e-05,0.001304902307603551
40,6.860043387191007e-05,0.0014197999295703638
41,6.642827341646149e-05,0.0015178116402406801
42,6.49569768123409e-05,0.0015980384457085666
43,6.394267608090464e-05,0.0016611463352823738
