,TodasVariablesFB_n512_loss,TodasVariablesFB_n512_val_loss
68,5.159818941207889e-05,0.00647700119477052
69,4.912927593417967e-05,0.006120643793390348
70,4.673726485074999e-05,0.005777253124576349
71,4.4396957141893487e-05,0.005447541220256915
72,4.215766938824135e-05,0.005132165809090321
73,4.000871586658132e-05,0.0048300506403813
74,3.793381893046899e-05,0.004541732764874513
75,3.59403515736071e-05,0.004267544342348209
76,3.4040955422544634e-05,0.004007432179955335
77,3.2220540490995445e-05,0.0037612286754525625
78,3.049143267092474e-05,0.003529070195956872
79,2.8861142429657495e-05,0.0033110520945718656
80,2.732728276336834e-05,0.003106369242931788
81,2.5872821145010395e-05,0.00291522155300929
82,2.4510558992355633e-05,0.0027374402404977726
83,2.3240894314277775e-05,0.002572704070749191
84,2.2067331743668408e-05,0.0024202829585052454
85,2.097905913755172e-05,0.0022798854356201794
86,1.9975557454297534e-05,0.0021512672090186523
87,1.905366529032248e-05,0.002033874965631045
88,1.8212940421318097e-05,0.0019269889363875757
89,1.745131038870358e-05,0.0018300275819805951
90,1.6764929569035303e-05,0.0017422305133480292
91,1.6143424020880888e-05,0.0016630939924373077
92,1.557869472890161e-05,0.0015922478722551693
93,1.5069211468261738e-05,0.001528865908487485
94,1.4612567366174726e-05,0.0014719487024614443
95,1.4206569840797993e-05,0.0014205530214195068
96,1.3843812946736132e-05,0.0013742260813999635
97,1.3513874049609652e-05,0.0013327790567508112
98,1.3207221435060581e-05,0.0012960319156543566
99,1.2921216379114552e-05,0.00126342113631276
100,1.2658239554114585e-05,0.0012339428962709813
101,1.2422234214262482e-05,0.0012063839866851384
102,1.22124243856748e-05,0.0011799940839409828
103,1.201969742116769e-05,0.0011548312165989326
104,1.1830974437124007e-05,0.0011316469977968014
105,1.1639164173315154e-05,0.001111307333653363
106,1.1444466998420046e-05,0.001093928961871335
107,1.1252857942823679e-05,0.0010784832366670554
108,1.1075935162807582e-05,0.0010630830298536099
109,1.093161196107618e-05,0.0010459759953216864
110,1.0827185231112078e-05,0.0010265119176787825
111,1.0740470000970303e-05,0.0010056638409598516
112,1.0636614066382977e-05,0.0009856170240359812
113,1.0510354496336031e-05,0.000968778720841958
114,1.0387193592228308e-05,0.0009567807965840285
115,1.026811133460097e-05,0.000949638644949748
116,1.0100194493553807e-05,0.0009456213760691193
117,9.856713929296417e-06,0.0009418791070437202
118,9.650893791611172e-06,0.0009355796501040459
119,9.703529992923275e-06,0.0009247764246538281
120,1.0121393170965557e-05,0.0009085409468612992
121,1.0696668001541044e-05,0.0008862414665950033
122,1.0996232259248454e-05,0.000857442832336976
123,1.0830310202436522e-05,0.0008230229141190648
124,1.0897091180175687e-05,0.0007872278443895853
125,1.2966704126973547e-05,0.000758205961364393
126,1.863004070820842e-05,0.0007462362902095685
127,2.6744426297507463e-05,0.00076143008370239
128,3.2255755426236785e-05,0.0008110092558826392
129,2.9491369857099086e-05,0.0008976177240793521
130,2.0466332338960805e-05,0.0010162869898172526
131,2.4151075754511672e-05,0.00114784029742273
132,7.245826827784185e-05,0.001221955485212115
133,0.00018420223764573725,0.001156091493052932
134,0.00032039656602696946,0.0010318518795359593
135,0.0003018452133311747,0.0008991814863223296
136,0.0002974669925886421,0.0009759761607990816
