,Criptos Close dash_loss,Criptos Close dash_val_loss
0,0.0011712446637550155,0.16615622547956613
1,0.0013116841174241228,0.13877817529898423
2,0.0015301734305327185,0.12679840051210844
3,0.0012631343382124144,0.11637404904915737
4,0.0010245591782642384,0.10276782512664795
5,0.0008731388874226608,0.08751983825977032
6,0.0007990425913773763,0.07350704303154579
7,0.0007585077904737913,0.06200196250126912
8,0.0007006319255406896,0.052413840706531815
9,0.0006232340058956582,0.04370630991000395
10,0.0005479864361964596,0.03556060676391308
11,0.0004871224933035242,0.028268507180305626
12,0.0004389015106985775,0.022161512420727655
13,0.0003956706635877848,0.017232653326713122
14,0.000354461027130198,0.013289407612039493
15,0.00031761459271925,0.010199037595437123
16,0.0002872328807895358,0.007892761522760758
17,0.0002619810917307265,0.0062493028549047615
18,0.00024029793852465585,0.005113934524930441
19,0.0002212767456232821,0.00433619456508985
20,0.0002047498632796655,0.0038030343130230904
21,0.00019028307619569555,0.003428187221288681
22,0.00017732824212893879,0.0031498872603361425
23,0.0001652976232155477,0.002926939238722508
24,0.00015410471087307087,0.002736213366286113
25,0.00014368100031648422,0.0025651718919666913
26,0.00013387099747538182,0.002406993486846869
27,0.00012442404319629603,0.0022576599238583674
28,0.0001154010613810477,0.0021157018983593355
29,0.00010681068138532843,0.0019805779179128315
30,9.860105721879966e-05,0.0018518490788455193
31,9.072234976114347e-05,0.0017294208877361738
32,8.323285080153325e-05,0.001613359504307692
33,7.613658376962681e-05,0.0015037340255310903
34,6.940323233860769e-05,0.0014005895847311388
35,6.306893807889607e-05,0.0013039673033815164
36,5.714581255653264e-05,0.0012138625965095484
37,5.1604562801143264e-05,0.0011302521810508692
38,4.648807746959322e-05,0.0010530398800396002
39,4.1741628505266046e-05,0.0009821807213414174
40,3.7417096686672616e-05,0.0009174852793176586
41,3.347494080466836e-05,0.000858821404668001
42,2.988164052252474e-05,0.0008059788423662002
43,2.6678091864176586e-05,0.0007586968131363392
44,2.3803680103530776e-05,0.000716708439330642
45,2.1251750922601786e-05,0.0006797052293012922
46,1.901115928586268e-05,0.0006473536173311564
47,1.7046677944913077e-05,0.0006192973188052957
48,1.534676445002193e-05,0.0005951880011707544
49,1.3877671790396562e-05,0.0005746400521065181
50,1.262738654671781e-05,0.0005572945094452455
51,1.1566938715427219e-05,0.0005427851305844692
52,1.0674595640781403e-05,0.0005307651814431525
53,9.933422575159057e-06,0.000520912549780825
54,9.318069679955863e-06,0.0005129078949371782
55,8.815188257708192e-06,0.0005064832870490276
56,8.405704752826401e-06,0.0005013811034866824
57,8.075189113627017e-06,0.0004973722165092253
58,7.810405997168766e-06,0.0004942671512253582
59,7.60053078115911e-06,0.0004918953815761667
60,7.434606135785333e-06,0.0004901060377820753
61,7.30526037911589e-06,0.0004887855163990305
62,7.2044552133285415e-06,0.0004878246646302824
63,7.126836128288862e-06,0.0004871459364389571
64,7.067402555968818e-06,0.0004866830288217618
65,7.022022845586224e-06,0.0004863775818823622
66,6.987876164342966e-06,0.0004861936635839251
67,6.962091840880301e-06,0.00048609381505789666
68,6.942886635932575e-06,0.00048605647260466445
69,6.928590017616023e-06,0.00048606034117535903
70,6.918017097982206e-06,0.0004860914330213116
71,6.910266314172566e-06,0.0004861414647446229
72,6.9045484346693575e-06,0.00048619956942275167
73,6.900412148962249e-06,0.0004862641530612913
74,6.89738792166631e-06,0.0004863289471429128
75,6.89521061758569e-06,0.0004863930919852394
76,6.893633501301967e-06,0.00048645433539954515
77,6.8924970614366776e-06,0.0004865119206862381
78,6.8916803351944855e-06,0.00048656635380421695
